"DEG_context","gene_id","seqid","start","end","midpoint","strand","seq_start","seq_end","chromosome","region_name","genome","chromosome_class","position_mb"
"Diet DEGs in controls","LOC126336531","NC_064921.1",142136084,142170681,142153382.5,"-",1,1055696580,"2","2","chromosome","Named chromosome",142.1533825
"Diet DEGs in controls","LOC126336532","NC_064921.1",142250664,142522316,142386490,"-",1,1055696580,"2","2","chromosome","Named chromosome",142.38649
"Diet DEGs in controls","LOC126336533","NC_064921.1",142591329,142633475,142612402,"+",1,1055696580,"2","2","chromosome","Named chromosome",142.612402
"Diet DEGs in controls","LOC126336534","NC_064921.1",142021379,142022945,142022162,"-",1,1055696580,"2","2","chromosome","Named chromosome",142.022162
"Diet DEGs in controls","LOC126336537","NC_064921.1",142182927,142224663,142203795,"-",1,1055696580,"2","2","chromosome","Named chromosome",142.203795
"Diet DEGs in controls","LOC126336538","NC_064921.1",142085851,142565255,142325553,"+",1,1055696580,"2","2","chromosome","Named chromosome",142.325553
"Diet DEGs in controls","LOC126336910","NC_064921.1",294511965,294533797,294522881,"-",1,1055696580,"2","2","chromosome","Named chromosome",294.522881
"Diet DEGs in controls","LOC126337066","NC_064921.1",359534507,359624053,359579280,"+",1,1055696580,"2","2","chromosome","Named chromosome",359.57928
"Diet DEGs in controls","LOC126344004","NC_064920.1",327738840,327773663,327756251.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",327.7562515
"Diet DEGs in controls","LOC126351672","NC_064920.1",442428341,442432205,442430273,"+",1,1209568729,"1","1","chromosome","Named chromosome",442.430273
"Diet DEGs in controls","LOC126353857","NC_064920.1",489810350,489812393,489811371.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",489.8113715
"Diet DEGs in controls","LOC126354365","NC_064922.1",696404289,696508204,696456246.5,"-",1,960491202,"3","3","chromosome","Named chromosome",696.4562465
"Diet DEGs in controls","LOC126354610","NC_064922.1",169305351,169392919,169349135,"-",1,960491202,"3","3","chromosome","Named chromosome",169.349135
"Diet DEGs in controls","LOC126354813","NC_064922.1",855220575,855286857,855253716,"+",1,960491202,"3","3","chromosome","Named chromosome",855.253716
"Diet DEGs in controls","LOC126356047","NC_064922.1",334931091,334953556,334942323.5,"+",1,960491202,"3","3","chromosome","Named chromosome",334.9423235
"Diet DEGs in controls","LOC126365810","NC_064923.1",226539087,226665892,226602489.5,"+",1,791150472,"4","4","chromosome","Named chromosome",226.6024895
"Diet DEGs in infected","LOC126266590","NC_064923.1",120908148,120995775,120951961.5,"+",1,791150472,"4","4","chromosome","Named chromosome",120.9519615
"Diet DEGs in infected","LOC126266626","NC_064923.1",493362310,494780521,494071415.5,"-",1,791150472,"4","4","chromosome","Named chromosome",494.0714155
"Diet DEGs in infected","LOC126266677","NC_064923.1",746935175,747825215,747380195,"+",1,791150472,"4","4","chromosome","Named chromosome",747.380195
"Diet DEGs in infected","LOC126267234","NC_064923.1",639205191,639656693,639430942,"+",1,791150472,"4","4","chromosome","Named chromosome",639.430942
"Diet DEGs in infected","LOC126267477","NC_064923.1",586450101,586641182,586545641.5,"-",1,791150472,"4","4","chromosome","Named chromosome",586.5456415
"Diet DEGs in infected","LOC126269352","NC_064920.1",785394516,785522647,785458581.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",785.4585815
"Diet DEGs in infected","LOC126269368","NC_064920.1",785966401,786184160,786075280.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",786.0752805
"Diet DEGs in infected","LOC126269996","NC_064920.1",798995221,799239688,799117454.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",799.1174545
"Diet DEGs in infected","LOC126271872","NC_064924.1",64392468,64558577,64475522.5,"-",1,676154743,"5","5","chromosome","Named chromosome",64.4755225
"Diet DEGs in infected","LOC126272116","NC_064924.1",345050424,345406226,345228325,"+",1,676154743,"5","5","chromosome","Named chromosome",345.228325
"Diet DEGs in infected","LOC126272144","NC_064924.1",120651335,120877112,120764223.5,"+",1,676154743,"5","5","chromosome","Named chromosome",120.7642235
"Diet DEGs in infected","LOC126272382","NC_064924.1",377414172,377537076,377475624,"+",1,676154743,"5","5","chromosome","Named chromosome",377.475624
"Diet DEGs in infected","LOC126272465","NC_064924.1",644148096,644303867,644225981.5,"-",1,676154743,"5","5","chromosome","Named chromosome",644.2259815
"Diet DEGs in infected","LOC126272582","NC_064924.1",354459741,354914628,354687184.5,"-",1,676154743,"5","5","chromosome","Named chromosome",354.6871845
"Diet DEGs in infected","LOC126272600","NC_064924.1",262841910,263407823,263124866.5,"-",1,676154743,"5","5","chromosome","Named chromosome",263.1248665
"Diet DEGs in infected","LOC126272636","NC_064920.1",846972788,847327755,847150271.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",847.1502715
"Diet DEGs in infected","LOC126273067","NC_064920.1",866836788,867241282,867039035,"+",1,1209568729,"1","1","chromosome","Named chromosome",867.039035
"Diet DEGs in infected","LOC126273193","NC_064924.1",242767689,243260861,243014275,"+",1,676154743,"5","5","chromosome","Named chromosome",243.014275
"Diet DEGs in infected","LOC126273254","NC_064920.1",871280624,871509462,871395043,"-",1,1209568729,"1","1","chromosome","Named chromosome",871.395043
"Diet DEGs in infected","LOC126278174","NC_064925.1",102429307,103154875,102792091,"+",1,594873984,"6","6","chromosome","Named chromosome",102.792091
"Diet DEGs in infected","LOC126278220","NC_064925.1",406242508,406317639,406280073.5,"+",1,594873984,"6","6","chromosome","Named chromosome",406.2800735
"Diet DEGs in infected","LOC126278485","NC_064925.1",483796152,483801210,483798681,"+",1,594873984,"6","6","chromosome","Named chromosome",483.798681
"Diet DEGs in infected","LOC126278490","NC_064925.1",44344457,44526302,44435379.5,"+",1,594873984,"6","6","chromosome","Named chromosome",44.4353795
"Diet DEGs in infected","LOC126278890","NC_064925.1",377794803,377922956,377858879.5,"-",1,594873984,"6","6","chromosome","Named chromosome",377.8588795
"Diet DEGs in infected","LOC126280853","NC_064920.1",1044669339,1044995860,1044832599.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",1044.8325995
"Diet DEGs in infected","LOC126281204","NC_064926.1",420315918,421412823,420864370.5,"+",1,574732873,"7","7","chromosome","Named chromosome",420.8643705
"Diet DEGs in infected","LOC126281410","NC_064926.1",346554544,346612083,346583313.5,"-",1,574732873,"7","7","chromosome","Named chromosome",346.5833135
"Diet DEGs in infected","LOC126281485","NC_064926.1",415200778,415938602,415569690,"-",1,574732873,"7","7","chromosome","Named chromosome",415.56969
"Diet DEGs in infected","LOC126282112","NC_064920.1",1092358503,1093188086,NA,"+",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Diet DEGs in infected","LOC126284350","NC_064927.1",124739732,124944202,124841967,"+",1,510884443,"8","8","chromosome","Named chromosome",124.841967
"Diet DEGs in infected","LOC126284460","NC_064927.1",493256226,493969876,493613051,"-",1,510884443,"8","8","chromosome","Named chromosome",493.613051
"Diet DEGs in infected","LOC126284463","NC_064927.1",493380686,493582501,493481593.5,"+",1,510884443,"8","8","chromosome","Named chromosome",493.4815935
"Diet DEGs in infected","LOC126285116","NC_064927.1",220592461,220895503,220743982,"-",1,510884443,"8","8","chromosome","Named chromosome",220.743982
"Diet DEGs in infected","LOC126285146","NC_064927.1",271158492,271821865,271490178.5,"-",1,510884443,"8","8","chromosome","Named chromosome",271.4901785
"Diet DEGs in infected","LOC126285316","NC_064927.1",280947095,281544427,281245761,"+",1,510884443,"8","8","chromosome","Named chromosome",281.245761
"Diet DEGs in infected","LOC126291470","NC_064928.1",154794457,155118203,154956330,"-",1,263615207,"9","9","chromosome","Named chromosome",154.95633
"Diet DEGs in infected","LOC126291606","NC_064928.1",250419574,250493075,250456324.5,"+",1,263615207,"9","9","chromosome","Named chromosome",250.4563245
"Diet DEGs in infected","LOC126291729","NC_064928.1",77599361,77638481,77618921,"-",1,263615207,"9","9","chromosome","Named chromosome",77.618921
"Diet DEGs in infected","LOC126293246","NC_064929.1",212004268,212613675,212308971.5,"-",1,224719788,"10","10","chromosome","Named chromosome",212.3089715
"Diet DEGs in infected","LOC126293620","NC_064929.1",197197054,198140276,197668665,"+",1,224719788,"10","10","chromosome","Named chromosome",197.668665
"Diet DEGs in infected","LOC126293695","NC_064929.1",84547048,85371372,84959210,"-",1,224719788,"10","10","chromosome","Named chromosome",84.95921
"Diet DEGs in infected","LOC126297443","NC_064931.1",316232478,316251866,316242172,"-",1,874623940,"X","X","chromosome","Named chromosome",316.242172
"Diet DEGs in infected","LOC126297497","NC_064931.1",651329780,651428527,651379153.5,"+",1,874623940,"X","X","chromosome","Named chromosome",651.3791535
"Diet DEGs in infected","LOC126297745","NC_064931.1",679512917,679730012,679621464.5,"-",1,874623940,"X","X","chromosome","Named chromosome",679.6214645
"Diet DEGs in infected","LOC126297832","NC_064931.1",554903404,555662704,555283054,"-",1,874623940,"X","X","chromosome","Named chromosome",555.283054
"Diet DEGs in infected","LOC126297852","NC_064931.1",232369028,232816326,232592677,"+",1,874623940,"X","X","chromosome","Named chromosome",232.592677
"Diet DEGs in infected","LOC126297886","NC_064931.1",817282656,817399223,817340939.5,"+",1,874623940,"X","X","chromosome","Named chromosome",817.3409395
"Diet DEGs in infected","LOC126298043","NC_064931.1",578836656,578867149,578851902.5,"-",1,874623940,"X","X","chromosome","Named chromosome",578.8519025
"Diet DEGs in infected","LOC126298176","NC_064931.1",521228041,521576895,521402468,"-",1,874623940,"X","X","chromosome","Named chromosome",521.402468
"Diet DEGs in infected","LOC126298362","NC_064931.1",178552476,178576698,178564587,"-",1,874623940,"X","X","chromosome","Named chromosome",178.564587
"Diet DEGs in infected","LOC126298522","NC_064931.1",246474321,246676365,246575343,"-",1,874623940,"X","X","chromosome","Named chromosome",246.575343
"Diet DEGs in infected","LOC126299204","NC_064931.1",125155371,125247117,125201244,"+",1,874623940,"X","X","chromosome","Named chromosome",125.201244
"Diet DEGs in infected","LOC126299372","NC_064931.1",751505042,751591319,751548180.5,"+",1,874623940,"X","X","chromosome","Named chromosome",751.5481805
"Diet DEGs in infected","LOC126334702","NC_064921.1",657852230,657923771,657888000.5,"-",1,1055696580,"2","2","chromosome","Named chromosome",657.8880005
"Diet DEGs in infected","LOC126334711","NC_064921.1",665484037,665934474,665709255.5,"-",1,1055696580,"2","2","chromosome","Named chromosome",665.7092555
"Diet DEGs in infected","LOC126334957","NC_064921.1",757446170,757777171,757611670.5,"-",1,1055696580,"2","2","chromosome","Named chromosome",757.6116705
"Diet DEGs in infected","LOC126335497","NC_064921.1",993361060,995719534,994540297,"-",1,1055696580,"2","2","chromosome","Named chromosome",994.540297
"Diet DEGs in infected","LOC126336393","NC_064921.1",89890206,90152897,90021551.5,"+",1,1055696580,"2","2","chromosome","Named chromosome",90.0215515
"Diet DEGs in infected","LOC126346830","NC_064920.1",365509664,365614288,365561976,"+",1,1209568729,"1","1","chromosome","Named chromosome",365.561976
"Diet DEGs in infected","LOC126353920","NC_064922.1",531030281,532504396,531767338.5,"-",1,960491202,"3","3","chromosome","Named chromosome",531.7673385
"Diet DEGs in infected","LOC126354006","NC_064922.1",454741461,455144521,454942991,"+",1,960491202,"3","3","chromosome","Named chromosome",454.942991
"Diet DEGs in infected","LOC126354341","NC_064922.1",338858132,339118124,338988128,"+",1,960491202,"3","3","chromosome","Named chromosome",338.988128
"Diet DEGs in infected","LOC126354582","NC_064922.1",596745509,596947837,596846673,"+",1,960491202,"3","3","chromosome","Named chromosome",596.846673
"Diet DEGs in infected","LOC126354714","NC_064922.1",667974871,669141709,668558290,"-",1,960491202,"3","3","chromosome","Named chromosome",668.55829
"Diet DEGs in infected","LOC126354742","NC_064922.1",328802677,328948200,328875438.5,"+",1,960491202,"3","3","chromosome","Named chromosome",328.8754385
"Diet DEGs in infected","LOC126354795","NC_064922.1",851442827,851521531,851482179,"+",1,960491202,"3","3","chromosome","Named chromosome",851.482179
"Diet DEGs in infected","LOC126355430","NC_064922.1",465534174,467360146,466447160,"+",1,960491202,"3","3","chromosome","Named chromosome",466.44716
"Diet DEGs in infected","LOC126355635","NC_064922.1",865848931,866276184,866062557.5,"+",1,960491202,"3","3","chromosome","Named chromosome",866.0625575
"Diet DEGs in infected","LOC126355746","NC_064922.1",331451919,331679754,331565836.5,"+",1,960491202,"3","3","chromosome","Named chromosome",331.5658365
"Diet DEGs in infected","LOC126355846","NC_064922.1",938333514,938843876,938588695,"-",1,960491202,"3","3","chromosome","Named chromosome",938.588695
"Diet DEGs in infected","LOC126356047","NC_064922.1",334931091,334953556,334942323.5,"+",1,960491202,"3","3","chromosome","Named chromosome",334.9423235
"Diet DEGs in infected","LOC126356321","NC_064922.1",251265289,251918994,251592141.5,"-",1,960491202,"3","3","chromosome","Named chromosome",251.5921415
"Diet DEGs in infected","LOC126356585","NC_064920.1",573743223,574629567,574186395,"-",1,1209568729,"1","1","chromosome","Named chromosome",574.186395
"Diet DEGs in infected","LOC126365773","NC_064923.1",435859092,436552047,436205569.5,"+",1,791150472,"4","4","chromosome","Named chromosome",436.2055695
"Diet DEGs in infected","LOC126366011","NC_064923.1",182939903,183543235,183241569,"-",1,791150472,"4","4","chromosome","Named chromosome",183.241569
"Diet DEGs in infected","LOC126266788","NC_064920.1",725407380,725410621,725409000.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",725.4090005
"Diet DEGs in infected","LOC126266988","NC_064923.1",470143278,470511578,470327428,"+",1,791150472,"4","4","chromosome","Named chromosome",470.327428
"Diet DEGs in infected","LOC126267355","NC_064923.1",429174569,429384794,429279681.5,"+",1,791150472,"4","4","chromosome","Named chromosome",429.2796815
"Diet DEGs in infected","LOC126269044","NC_064920.1",782209261,782551513,782380387,"-",1,1209568729,"1","1","chromosome","Named chromosome",782.380387
"Diet DEGs in infected","LOC126269400","NC_064920.1",786777613,786935189,786856401,"-",1,1209568729,"1","1","chromosome","Named chromosome",786.856401
"Diet DEGs in infected","LOC126271968","NC_064924.1",319923681,319981501,319952591,"-",1,676154743,"5","5","chromosome","Named chromosome",319.952591
"Diet DEGs in infected","LOC126272096","NC_064924.1",471128190,471460834,471294512,"+",1,676154743,"5","5","chromosome","Named chromosome",471.294512
"Diet DEGs in infected","LOC126272273","NC_064924.1",261547381,261662872,261605126.5,"+",1,676154743,"5","5","chromosome","Named chromosome",261.6051265
"Diet DEGs in infected","LOC126272395","NC_064924.1",414716926,414801585,414759255.5,"-",1,676154743,"5","5","chromosome","Named chromosome",414.7592555
"Diet DEGs in infected","LOC126278052","NC_064925.1",365343808,365480025,365411916.5,"-",1,594873984,"6","6","chromosome","Named chromosome",365.4119165
"Diet DEGs in infected","LOC126278162","NC_064925.1",258087828,258094672,258091250,"+",1,594873984,"6","6","chromosome","Named chromosome",258.09125
"Diet DEGs in infected","LOC126278383","NC_064925.1",312289183,312458222,312373702.5,"-",1,594873984,"6","6","chromosome","Named chromosome",312.3737025
"Diet DEGs in infected","LOC126278385","NC_064925.1",312110933,312200672,312155802.5,"-",1,594873984,"6","6","chromosome","Named chromosome",312.1558025
"Diet DEGs in infected","LOC126278551","NC_064925.1",313155858,313503024,313329441,"-",1,594873984,"6","6","chromosome","Named chromosome",313.329441
"Diet DEGs in infected","LOC126278999","NC_064925.1",321164293,321171126,321167709.5,"+",1,594873984,"6","6","chromosome","Named chromosome",321.1677095
"Diet DEGs in infected","LOC126281827","NC_064926.1",316445913,316657347,316551630,"+",1,574732873,"7","7","chromosome","Named chromosome",316.55163
"Diet DEGs in infected","LOC126281933","NC_064920.1",1086388756,1086710864,NA,"-",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Diet DEGs in infected","LOC126282346","NC_064926.1",188908417,188908990,188908703.5,"+",1,574732873,"7","7","chromosome","Named chromosome",188.9087035
"Diet DEGs in infected","LOC126282979","NC_064920.1",1106170694,1106338925,NA,"+",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Diet DEGs in infected","LOC126284459","NC_064927.1",493760804,493937879,493849341.5,"+",1,510884443,"8","8","chromosome","Named chromosome",493.8493415
"Diet DEGs in infected","LOC126291459","NC_064928.1",121227701,121456207,121341954,"+",1,263615207,"9","9","chromosome","Named chromosome",121.341954
"Diet DEGs in infected","LOC126293543","NC_064929.1",79528012,79717318,79622665,"-",1,224719788,"10","10","chromosome","Named chromosome",79.622665
"Diet DEGs in infected","LOC126293727","NC_064929.1",91406624,91522126,91464375,"-",1,224719788,"10","10","chromosome","Named chromosome",91.464375
"Diet DEGs in infected","LOC126297766","NC_064931.1",684425399,684634426,684529912.5,"+",1,874623940,"X","X","chromosome","Named chromosome",684.5299125
"Diet DEGs in infected","LOC126299010","NC_064931.1",743370913,743513148,743442030.5,"+",1,874623940,"X","X","chromosome","Named chromosome",743.4420305
"Diet DEGs in infected","LOC126325353","NC_064921.1",440172783,440214686,440193734.5,"+",1,1055696580,"2","2","chromosome","Named chromosome",440.1937345
"Diet DEGs in infected","LOC126334853","NC_064921.1",726475836,726510215,726493025.5,"-",1,1055696580,"2","2","chromosome","Named chromosome",726.4930255
"Diet DEGs in infected","LOC126335152","NC_064921.1",819474986,819775785,819625385.5,"-",1,1055696580,"2","2","chromosome","Named chromosome",819.6253855
"Diet DEGs in infected","LOC126335191","NC_064921.1",837794575,837980539,837887557,"-",1,1055696580,"2","2","chromosome","Named chromosome",837.887557
"Diet DEGs in infected","LOC126335259","NC_064921.1",869365485,869503834,869434659.5,"-",1,1055696580,"2","2","chromosome","Named chromosome",869.4346595
"Diet DEGs in infected","LOC126335786","NC_064921.1",382491890,382667856,382579873,"+",1,1055696580,"2","2","chromosome","Named chromosome",382.579873
"Diet DEGs in infected","LOC126336544","NC_064920.1",196679743,196847727,196763735,"-",1,1209568729,"1","1","chromosome","Named chromosome",196.763735
"Diet DEGs in infected","LOC126336572","NC_064920.1",197140977,197307961,197224469,"-",1,1209568729,"1","1","chromosome","Named chromosome",197.224469
"Diet DEGs in infected","LOC126336686","NC_064920.1",198627874,198632489,198630181.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",198.6301815
"Diet DEGs in infected","LOC126336694","NC_064920.1",199031233,199493708,199262470.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",199.2624705
"Diet DEGs in infected","LOC126336741","NC_064920.1",199613720,200180162,199896941,"-",1,1209568729,"1","1","chromosome","Named chromosome",199.896941
"Diet DEGs in infected","LOC126336754","NC_064920.1",201156810,201192213,201174511.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",201.1745115
"Diet DEGs in infected","LOC126344512","NC_064920.1",342300267,342342499,342321383,"+",1,1209568729,"1","1","chromosome","Named chromosome",342.321383
"Diet DEGs in infected","LOC126350918","NC_064920.1",424850226,424881325,424865775.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",424.8657755
"Diet DEGs in infected","LOC126352958","NC_064920.1",468745558,468819565,468782561.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",468.7825615
"Diet DEGs in infected","LOC126353837","NC_064922.1",103651915,103666400,103659157.5,"+",1,960491202,"3","3","chromosome","Named chromosome",103.6591575
"Diet DEGs in infected","LOC126353858","NC_064922.1",121264835,121997498,121631166.5,"+",1,960491202,"3","3","chromosome","Named chromosome",121.6311665
"Diet DEGs in infected","LOC126354273","NC_064922.1",433725248,433828335,433776791.5,"-",1,960491202,"3","3","chromosome","Named chromosome",433.7767915
"Diet DEGs in infected","LOC126354573","NC_064922.1",582076463,582077374,582076918.5,"-",1,960491202,"3","3","chromosome","Named chromosome",582.0769185
"Diet DEGs in infected","LOC126354577","NC_064922.1",583484540,583501161,583492850.5,"+",1,960491202,"3","3","chromosome","Named chromosome",583.4928505
"Diet DEGs in infected","LOC126354760","NC_064922.1",584485283,584552218,584518750.5,"-",1,960491202,"3","3","chromosome","Named chromosome",584.5187505
"Diet DEGs in infected","LOC126356062","NC_064922.1",129796758,129828219,129812488.5,"-",1,960491202,"3","3","chromosome","Named chromosome",129.8124885
"Diet DEGs in infected","LOC126267356","NC_064923.1",429531996,430080339,429806167.5,"-",1,791150472,"4","4","chromosome","Named chromosome",429.8061675
"Diet DEGs in infected","LOC126268018","NC_064923.1",349418119,349712300,349565209.5,"-",1,791150472,"4","4","chromosome","Named chromosome",349.5652095
"Diet DEGs in infected","LOC126268138","NC_064923.1",75763600,75902901,75833250.5,"-",1,791150472,"4","4","chromosome","Named chromosome",75.8332505
"Diet DEGs in infected","LOC126268518","NC_064920.1",776145520,776559050,776352285,"+",1,1209568729,"1","1","chromosome","Named chromosome",776.352285
"Diet DEGs in infected","LOC126271907","NC_064924.1",380059121,380092644,380075882.5,"-",1,676154743,"5","5","chromosome","Named chromosome",380.0758825
"Diet DEGs in infected","LOC126272232","NC_064924.1",601411690,601651109,601531399.5,"+",1,676154743,"5","5","chromosome","Named chromosome",601.5313995
"Diet DEGs in infected","LOC126278199","NC_064925.1",395871752,397390067,396630909.5,"+",1,594873984,"6","6","chromosome","Named chromosome",396.6309095
"Diet DEGs in infected","LOC126278384","NC_064925.1",311757852,312035267,311896559.5,"-",1,594873984,"6","6","chromosome","Named chromosome",311.8965595
"Diet DEGs in infected","LOC126278953","NC_064925.1",272656209,272880587,272768398,"-",1,594873984,"6","6","chromosome","Named chromosome",272.768398
"Diet DEGs in infected","LOC126281265","NC_064926.1",545322849,545517432,545420140.5,"-",1,574732873,"7","7","chromosome","Named chromosome",545.4201405
"Diet DEGs in infected","LOC126281465","NC_064926.1",460408211,461229474,460818842.5,"+",1,574732873,"7","7","chromosome","Named chromosome",460.8188425
"Diet DEGs in infected","LOC126281915","NC_064926.1",514466470,514489491,514477980.5,"-",1,574732873,"7","7","chromosome","Named chromosome",514.4779805
"Diet DEGs in infected","LOC126282026","NC_064920.1",1090234464,1090261940,NA,"-",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Diet DEGs in infected","LOC126284570","NC_064920.1",1193130843,1193484659,NA,"+",1,1209568729,"1","1","chromosome","Named chromosome",NA
"Diet DEGs in infected","LOC126284872","NC_064927.1",168982508,169346750,169164629,"+",1,510884443,"8","8","chromosome","Named chromosome",169.164629
"Diet DEGs in infected","LOC126284901","NC_064927.1",431486967,431500676,431493821.5,"+",1,510884443,"8","8","chromosome","Named chromosome",431.4938215
"Diet DEGs in infected","LOC126284902","NC_064927.1",431425710,431441101,431433405.5,"+",1,510884443,"8","8","chromosome","Named chromosome",431.4334055
"Diet DEGs in infected","LOC126291426","NC_064928.1",68075252,68437909,68256580.5,"-",1,263615207,"9","9","chromosome","Named chromosome",68.2565805
"Diet DEGs in infected","LOC126291635","NC_064928.1",67965570,68074681,68020125.5,"-",1,263615207,"9","9","chromosome","Named chromosome",68.0201255
"Diet DEGs in infected","LOC126293292","NC_064929.1",64478120,64522445,64500282.5,"-",1,224719788,"10","10","chromosome","Named chromosome",64.5002825
"Diet DEGs in infected","LOC126293329","NC_064929.1",215921898,216001581,215961739.5,"+",1,224719788,"10","10","chromosome","Named chromosome",215.9617395
"Diet DEGs in infected","LOC126293368","NC_064929.1",198899942,199020711,198960326.5,"+",1,224719788,"10","10","chromosome","Named chromosome",198.9603265
"Diet DEGs in infected","LOC126293737","NC_064929.1",186888529,186985279,186936904,"-",1,224719788,"10","10","chromosome","Named chromosome",186.936904
"Diet DEGs in infected","LOC126295156","NC_064930.1",138086415,138152081,138119248,"+",1,157018166,"11","11","chromosome","Named chromosome",138.119248
"Diet DEGs in infected","LOC126295405","NC_064930.1",58210683,58288478,58249580.5,"-",1,157018166,"11","11","chromosome","Named chromosome",58.2495805
"Diet DEGs in infected","LOC126297490","NC_064931.1",650539072,650547696,650543384,"+",1,874623940,"X","X","chromosome","Named chromosome",650.543384
"Diet DEGs in infected","LOC126299118","NC_064931.1",500117112,500248538,500182825,"+",1,874623940,"X","X","chromosome","Named chromosome",500.182825
"Diet DEGs in infected","LOC126299365","NC_064931.1",399782145,399793565,399787855,"+",1,874623940,"X","X","chromosome","Named chromosome",399.787855
"Diet DEGs in infected","LOC126335309","NC_064921.1",884442247,884503697,884472972,"-",1,1055696580,"2","2","chromosome","Named chromosome",884.472972
"Diet DEGs in infected","LOC126336316","NC_064921.1",61100625,61149155,61124890,"-",1,1055696580,"2","2","chromosome","Named chromosome",61.12489
"Diet DEGs in infected","LOC126336538","NC_064921.1",142085851,142565255,142325553,"+",1,1055696580,"2","2","chromosome","Named chromosome",142.325553
"Diet DEGs in infected","LOC126344004","NC_064920.1",327738840,327773663,327756251.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",327.7562515
"Diet DEGs in infected","LOC126351672","NC_064920.1",442428341,442432205,442430273,"+",1,1209568729,"1","1","chromosome","Named chromosome",442.430273
"Diet DEGs in infected","LOC126354610","NC_064922.1",169305351,169392919,169349135,"-",1,960491202,"3","3","chromosome","Named chromosome",169.349135
"Diet DEGs in infected","LOC126354907","NC_064922.1",869789099,869936472,869862785.5,"-",1,960491202,"3","3","chromosome","Named chromosome",869.8627855
"Infection vs control","LOC126266593","NC_064923.1",121308591,121631980,121470285.5,"-",1,791150472,"4","4","chromosome","Named chromosome",121.4702855
"Infection vs control","LOC126266596","NC_064923.1",122045496,122750702,122398099,"+",1,791150472,"4","4","chromosome","Named chromosome",122.398099
"Infection vs control","LOC126266604","NC_064923.1",450360351,450394785,450377568,"+",1,791150472,"4","4","chromosome","Named chromosome",450.377568
"Infection vs control","LOC126266610","NC_064923.1",451573920,451665728,451619824,"-",1,791150472,"4","4","chromosome","Named chromosome",451.619824
"Infection vs control","LOC126266629","NC_064923.1",201174690,201290501,201232595.5,"+",1,791150472,"4","4","chromosome","Named chromosome",201.2325955
"Infection vs control","LOC126266649","NC_064923.1",130155478,130565802,130360640,"+",1,791150472,"4","4","chromosome","Named chromosome",130.36064
"Infection vs control","LOC126266657","NC_064923.1",420648571,420729449,420689010,"+",1,791150472,"4","4","chromosome","Named chromosome",420.68901
"Infection vs control","LOC126266662","NC_064920.1",719658870,719778536,719718703,"+",1,1209568729,"1","1","chromosome","Named chromosome",719.718703
"Infection vs control","LOC126266672","NC_064923.1",681289472,681295715,681292593.5,"-",1,791150472,"4","4","chromosome","Named chromosome",681.2925935
"Infection vs control","LOC126266675","NC_064923.1",683189519,683191060,683190289.5,"-",1,791150472,"4","4","chromosome","Named chromosome",683.1902895
"Infection vs control","LOC126266679","NC_064923.1",519536221,519887151,519711686,"-",1,791150472,"4","4","chromosome","Named chromosome",519.711686
"Infection vs control","LOC126266685","NC_064923.1",707155279,707577194,707366236.5,"+",1,791150472,"4","4","chromosome","Named chromosome",707.3662365
"Infection vs control","LOC126266714","NC_064923.1",755781785,756039846,755910815.5,"-",1,791150472,"4","4","chromosome","Named chromosome",755.9108155
"Infection vs control","LOC126266728","NC_064923.1",247623329,247696397,247659863,"+",1,791150472,"4","4","chromosome","Named chromosome",247.659863
"Infection vs control","LOC126266746","NC_064923.1",444208279,444353324,444280801.5,"+",1,791150472,"4","4","chromosome","Named chromosome",444.2808015
"Infection vs control","LOC126266748","NC_064923.1",120332954,120691085,120512019.5,"+",1,791150472,"4","4","chromosome","Named chromosome",120.5120195
"Infection vs control","LOC126266750","NC_064923.1",129645035,129655633,129650334,"-",1,791150472,"4","4","chromosome","Named chromosome",129.650334
"Infection vs control","LOC126266759","NC_064923.1",195483122,195664204,195573663,"-",1,791150472,"4","4","chromosome","Named chromosome",195.573663
"Infection vs control","LOC126266760","NC_064923.1",195760174,195841789,195800981.5,"-",1,791150472,"4","4","chromosome","Named chromosome",195.8009815
"Infection vs control","LOC126266779","NC_064923.1",306384079,306555914,306469996.5,"+",1,791150472,"4","4","chromosome","Named chromosome",306.4699965
"Infection vs control","LOC126266787","NC_064923.1",656931120,657333182,657132151,"+",1,791150472,"4","4","chromosome","Named chromosome",657.132151
"Infection vs control","LOC126266817","NC_064923.1",222364906,222371345,222368125.5,"-",1,791150472,"4","4","chromosome","Named chromosome",222.3681255
