DEG_context,gene_id,seqid,start,end,midpoint,strand,seq_start,seq_end,chromosome,genome,chromosome_class,region_name,region_chromosome,region_genome,taxon,isolate,mol_type,tissue_type,region_length_bp,source,gff_gene_id,gff_description,gff_biotype,gff_gbkey,Description,gene_biotype,GOs,KEGG_ko,KEGG_Pathway,PFAMs,exact_deg_contrasts,annotation_text,has_domain_annotation,origin_evidence_class,origin_screen_priority,region_claim
Diet DEGs in infected,LOC126319874,NW_026062071.1,260950,267276,264113,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319874,uncharacterized LOC126319874,protein_coding,Gene,uncharacterized LOC126319874,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319874 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319878,NW_026062071.1,271572,274049,272810.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319878,uncharacterized LOC126319878,protein_coding,Gene,uncharacterized LOC126319878,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319878 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319879,NW_026062071.1,274114,279380,276747,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319879,protein raptor homolog,protein_coding,Gene,protein raptor homolog,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,protein raptor homolog | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319881,NW_026062071.1,281213,282137,281675,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319881,uncharacterized LOC126319881,protein_coding,Gene,uncharacterized LOC126319881,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319881 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319883,NW_026062071.1,282875,284415,283645,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319883,extracellular serine proteinase-like,protein_coding,Gene,extracellular serine proteinase-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,extracellular serine proteinase-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319882,NW_026062071.1,284478,287059,285768.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319882,uncharacterized LOC126319882,protein_coding,Gene,uncharacterized LOC126319882,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319882 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319884,NW_026062071.1,287477,290027,288752,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319884,uncharacterized LOC126319884,protein_coding,Gene,uncharacterized LOC126319884,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319884 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319885,NW_026062071.1,291300,293454,292377,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319885,crustapain-like,protein_coding,Gene,crustapain-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,crustapain-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319886,NW_026062071.1,295667,297942,296804.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319886,rap1 GTPase-GDP dissociation stimulator 1-A-like,protein_coding,Gene,rap1 GTPase-GDP dissociation stimulator 1-A-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,rap1 GTPase-GDP dissociation stimulator 1-A-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319887,NW_026062071.1,300137,302742,301439.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319887,uncharacterized LOC126319887,protein_coding,Gene,uncharacterized LOC126319887,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319887 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319889,NW_026062071.1,307308,312670,309989,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319889,uncharacterized LOC126319889,protein_coding,Gene,uncharacterized LOC126319889,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319889 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319891,NW_026062071.1,312950,313983,313466.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319891,uncharacterized LOC126319891,lncRNA,Gene,uncharacterized LOC126319891,lncRNA,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319891 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319893,NW_026062071.1,316507,318865,317686,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319893,pre-mRNA-splicing factor 38A-like,protein_coding,Gene,pre-mRNA-splicing factor 38A-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,pre-mRNA-splicing factor 38A-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319992,NW_026062071.1,321260,328591,324925.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319992,talin-A-like,protein_coding,Gene,talin-A-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,talin-A-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319993,NW_026062071.1,329003,331709,330356,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319993,uncharacterized LOC126319993,protein_coding,Gene,uncharacterized LOC126319993,protein_coding,"GO:0000003,GO:0000109,GO:0000111,GO:0000280,GO:0000710,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003697,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006289,GO:0006298,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007127,GO:0007131,GO:0008150,GO:0008152,GO:0009987,GO:0010777,GO:0016043,GO:0022402,GO:0022414,GO:0032991,GO:0033554,GO:0034641,GO:0035825,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0048285,GO:0050896,GO:0051321,GO:0051716,GO:0061982,GO:0071704,GO:0071840,GO:0071942,GO:0090304,GO:0097159,GO:0140013,GO:1901360,GO:1901363,GO:1903046,GO:1990391",ko:K10838,"ko03420,map03420","BHD_1,BHD_2,BHD_3,Rad4",Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"uncharacterized LOC126319993 | GO:0000003,GO:0000109,GO:0000111,GO:0000280,GO:0000710,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003697,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006289,GO:0006298,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007127,GO:0007131,GO:0008150,GO:0008152,GO:0009987,GO:0010777,GO:0016043,GO:0022402,GO:0022414,GO:0032991,GO:0033554,GO:0034641,GO:0035825,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0048285,GO:0050896,GO:0051321,GO:0051716,GO:0061982,GO:0071704,GO:0071840,GO:0071942,GO:0090304,GO:0097159,GO:0140013,GO:1901360,GO:1901363,GO:1903046,GO:1990391 | ko:K10838 | ko03420,map03420 | BHD_1,BHD_2,BHD_3,Rad4 | Diet contrasts among infected | Infected 33 vs 50 | Downregulated",TRUE,Uncharacterized but has domains,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319894,NW_026062071.1,331751,333050,332400.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319894,uncharacterized LOC126319894,protein_coding,Gene,uncharacterized LOC126319894,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319894 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319896,NW_026062071.1,334896,337338,336117,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319896,uncharacterized LOC126319896,protein_coding,Gene,uncharacterized LOC126319896,protein_coding,,ko:K12823,"ko03040,ko05202,ko05205,map03040,map05202,map05205","DEAD,Helicase_C",Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"uncharacterized LOC126319896 | | ko:K12823 | ko03040,ko05202,ko05205,map03040,map05202,map05205 | DEAD,Helicase_C | Diet contrasts among infected | Infected 33 vs 50 | Downregulated",TRUE,Uncharacterized but has domains,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319898,NW_026062071.1,338214,345310,341762,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319898,"myosin-2 heavy chain, non muscle-like",protein_coding,Gene,myosin-2 heavy chain%2C non muscle-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,myosin-2 heavy chain%2C non muscle-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319994,NW_026062071.1,348370,350059,349214.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319994,uncharacterized LOC126319994,protein_coding,Gene,uncharacterized LOC126319994,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319994 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319901,NW_026062071.1,350243,352382,351312.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319901,vacuolar protein sorting-associated protein 4-like,protein_coding,Gene,vacuolar protein sorting-associated protein 4-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,vacuolar protein sorting-associated protein 4-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319899,NW_026062071.1,354333,357209,355771,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319899,ATP-dependent RNA helicase ddx23-like,protein_coding,Gene,ATP-dependent RNA helicase ddx23-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,ATP-dependent RNA helicase ddx23-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319906,NW_026062071.1,362053,364770,363411.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319906,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like,protein_coding,Gene,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319909,NW_026062071.1,369881,372696,371288.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319909,ribosomal large subunit pseudouridine synthase C-like,protein_coding,Gene,ribosomal large subunit pseudouridine synthase C-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,ribosomal large subunit pseudouridine synthase C-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319907,NW_026062071.1,372644,374995,373819.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319907,probable CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,protein_coding,Gene,probable CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,probable CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319910,NW_026062071.1,374272,377834,376053,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319910,uncharacterized LOC126319910,lncRNA,Gene,uncharacterized LOC126319910,lncRNA,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319910 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319996,NW_026062071.1,378947,381523,380235,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319996,U4/U6.U5 tri-snRNP-associated protein 1-like,protein_coding,Gene,U4/U6.U5 tri-snRNP-associated protein 1-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,U4/U6.U5 tri-snRNP-associated protein 1-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319911,NW_026062071.1,406424,408977,407700.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319911,la-related protein 4-like,protein_coding,Gene,la-related protein 4-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,la-related protein 4-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319930,NW_026062071.1,408990,410956,409973,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319930,uncharacterized LOC126319930,protein_coding,Gene,uncharacterized LOC126319930,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319930 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319916,NW_026062071.1,414675,418007,416341,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319916,uncharacterized LOC126319916,protein_coding,Gene,uncharacterized LOC126319916,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319916 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319912,NW_026062071.1,418795,425237,422016,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319912,phospholipid-transporting ATPase ABCA3-like,protein_coding,Gene,phospholipid-transporting ATPase ABCA3-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,phospholipid-transporting ATPase ABCA3-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319917,NW_026062071.1,426185,428752,427468.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319917,uncharacterized LOC126319917,protein_coding,Gene,uncharacterized LOC126319917,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319917 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319915,NW_026062071.1,428733,432367,430550,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319915,cullin-4A-like,protein_coding,Gene,cullin-4A-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,cullin-4A-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319936,NW_026062071.1,433446,434487,433966.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319936,uncharacterized LOC126319936,protein_coding,Gene,uncharacterized LOC126319936,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319936 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319935,NW_026062071.1,434957,436009,435483,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319935,uncharacterized LOC126319935,protein_coding,Gene,uncharacterized LOC126319935,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319935 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319913,NW_026062071.1,437971,442430,440200.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319913,uncharacterized LOC126319913,protein_coding,Gene,uncharacterized LOC126319913,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319913 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319921,NW_026062071.1,442429,445666,444047.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319921,RNA cytosine C(5)-methyltransferase NSUN2-like,protein_coding,Gene,RNA cytosine C(5)-methyltransferase NSUN2-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,RNA cytosine C(5)-methyltransferase NSUN2-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319939,NW_026062071.1,446480,448269,447374.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319939,uncharacterized LOC126319939,lncRNA,Gene,uncharacterized LOC126319939,lncRNA,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319939 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319934,NW_026062071.1,447505,449115,448310,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319934,aldo-keto reductase family 1 member B1-like,protein_coding,Gene,aldo-keto reductase family 1 member B1-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,aldo-keto reductase family 1 member B1-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319998,NW_026062071.1,449670,455033,452351.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319998,uncharacterized LOC126319998,protein_coding,Gene,uncharacterized LOC126319998,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319998 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319924,NW_026062071.1,455124,458499,456811.5,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319924,uncharacterized LOC126319924,protein_coding,Gene,uncharacterized LOC126319924,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126319924 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126319925,NW_026062071.1,457036,459377,458206.5,-,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126319925,zinc finger HIT domain-containing protein 2-like,protein_coding,Gene,zinc finger HIT domain-containing protein 2-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,zinc finger HIT domain-containing protein 2-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126320000,NW_026062071.1,460122,461762,460942,+,1,621335,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,621335,Gnomon,126320000,"ATP-binding cassette sub-family B member 10, mitochondrial-like",protein_coding,Gene,ATP-binding cassette sub-family B member 10%2C mitochondrial-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,ATP-binding cassette sub-family B member 10%2C mitochondrial-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
