gene_id	seqid	sequence_length	description	gene_biotype	mapping_support	n_contrasts	contrasts	min_padj	max_abs_log2FoldChange	competitive_host_retained_fraction	host_counts_not_retained
LOC126320396	NW_026062097.1	426281	uncharacterized LOC126320396	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0493028809546405	4.990773279672346	0.9979879275653925	1.0
LOC126320404	NW_026062097.1	426281	uncharacterized LOC126320404	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0275088540800155	6.649068035513912	1.0	0.0
LOC126320405	NW_026062097.1	426281	uncharacterized LOC126320405	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0430137801778073	5.414853505616075	1.0	0.0
LOC126320409	NW_026062097.1	426281	myosin heavy chain, cardiac muscle isoform-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.031421479980354	6.225949317913106	1.0	0.0
LOC126320413	NW_026062097.1	426281	bifunctional purine biosynthesis protein PurH-like	protein_coding	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0063817555333985	7.627965230961464	1.0	0.0
LOC126320416	NW_026062097.1	426281	FACT complex subunit SPT16-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0276854955092359	6.447805166663968	1.0	0.0
LOC126320417	NW_026062097.1	426281	T-cell immunomodulatory protein	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0357613691902037	5.69010350274096	1.0	0.0
LOC126320422	NW_026062097.1	426281	charged multivesicular body protein 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0444141116897844	5.560822198407135	1.0	0.0
LOC126320424	NW_026062097.1	426281	uncharacterized LOC126320424	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0424438318427973	5.727994707746179	1.0	0.0
LOC126320427	NW_026062097.1	426281	eukaryotic initiation factor 4A-III-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0486309641157455	5.076902855458137	1.0	0.0
LOC126320431	NW_026062097.1	426281	signal recognition particle subunit SRP68-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.026114668735361	7.094473686002531	1.0	0.0
LOC126320433	NW_026062097.1	426281	uncharacterized LOC126320433	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0382255081061102	5.750136163450857	1.0	0.0
LOC126320434	NW_026062097.1	426281	uncharacterized LOC126320434	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0313673590536372	5.785075075018696	1.0	0.0
LOC126320436	NW_026062097.1	426281	intron Large complex component GCFC2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0482026128472913	5.072378266905021	1.0	0.0
LOC126320439	NW_026062097.1	426281	putative folylpolyglutamate synthase	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0408749236692479	5.819689978380325	1.0	0.0
LOC126320441	NW_026062097.1	426281	dynamin-like protein C	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.031421479980354	6.362378447715187	1.0	0.0
LOC126320447	NW_026062097.1	426281	uncharacterized LOC126320447	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0447008464107101	5.468622017618424	1.0	0.0
LOC126320449	NW_026062097.1	426281	kinesin light chain-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.040090975518341	5.835124454697946	1.0	0.0
LOC126320454	NW_026062097.1	426281	uncharacterized LOC126320454	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0306433873497688	6.225174456011694	1.0	0.0
LOC126320455	NW_026062097.1	426281	serine/threonine-protein phosphatase 6 regulatory subunit 3-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	5.5545590139757595	1.0	0.0
LOC126320456	NW_026062097.1	426281	uncharacterized LOC126320456	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0360329958682104	6.05236673693622	1.0	0.0
LOC126320457	NW_026062097.1	426281	uncharacterized LOC126320457	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0319954514525205	6.836714451029787	1.0	0.0
LOC126320458	NW_026062097.1	426281	uncharacterized LOC126320458	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	2.2595248667800266e-23	21.814260029312717	1.0	0.0
LOC126320459	NW_026062097.1	426281	uncharacterized LOC126320459	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0350509387122826	6.451474790574637	1.0	0.0
LOC126320460	NW_026062097.1	426281	probable phospholipid-transporting ATPase IIB	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0380651734427211	5.571285224032103	1.0	0.0
LOC126320462	NW_026062097.1	426281	uncharacterized LOC126320462	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.048201509140024	5.65782553470318	1.0	0.0
LOC126320463	NW_026062097.1	426281	glycogen debranching enzyme-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0474356982966821	5.614687336805825	1.0	0.0
LOC126320473	NW_026062097.1	426281	uncharacterized LOC126320473	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0353795471488059	5.655756772401021	1.0	0.0
LOC126320474	NW_026062097.1	426281	uncharacterized LOC126320474	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0324215271093804	6.873432269729824	1.0	0.0
LOC126320477	NW_026062097.1	426281	abnormal spindle-like microcephaly-associated protein homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0272325025491134	6.111370057053388	1.0	0.0
LOC126320481	NW_026062097.1	426281	hornerin-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0415799488984808	5.765331441849785	1.0	0.0
LOC126320486	NW_026062097.1	426281	uncharacterized LOC126320486	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0333084731359573	6.034615385940868	1.0	0.0
LOC126320487	NW_026062097.1	426281	probable ATP-dependent RNA helicase ddx10	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0419731391177512	5.811443232918679	1.0	0.0
LOC126320545	NW_026062105.1	222873	uncharacterized LOC126320545	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_average_all_diets	0.0416816689876033	5.428441358158151	1.0	0.0
LOC126320550	NW_026062105.1	222873	uncharacterized LOC126320550	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0380339136452078	6.177996009633569	0.9988636363636364	1.0
LOC126320555	NW_026062105.1	222873	integrin beta-like protein B	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0386598925724029	5.299059923727521	0.999967825485433	2.0
LOC126320562	NW_026062105.1	222873	myosin light chain kinase A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0414475396635705	5.592837237294775	1.0	0.0
LOC126320569	NW_026062105.1	222873	uncharacterized LOC126320569	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0351788838301088	5.639053426184516	1.0	0.0
LOC126320571	NW_026062105.1	222873	uncharacterized LOC126320571	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0245756499945028	7.007515644110854	1.0	0.0
LOC126320575	NW_026062105.1	222873	uncharacterized LOC126320575	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	6.205102475762534	1.0	0.0
LOC126320583	NW_026062105.1	222873	uncharacterized LOC126320583	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0363211010092351	5.707913094599764	1.0	0.0
LOC126320584	NW_026062105.1	222873	probable threonine--tRNA ligase 1, cytoplasmic	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0480385692815712	5.5321383179430965	1.0	0.0
LOC126320588	NW_026062105.1	222873	uncharacterized LOC126320588	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0364579541378434	5.7332793041591765	1.0	0.0
LOC126320589	NW_026062105.1	222873	uncharacterized LOC126320589	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0485065102272896	5.667223138411532	1.0	0.0
LOC126320590	NW_026062105.1	222873	kinase and exchange factor for Rac B-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0469954626027057	6.086082071834444	1.0	0.0
LOC126320593	NW_026062105.1	222873	uncharacterized LOC126320593	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0445935454522398	5.503691430622112	1.0	0.0
LOC126320594	NW_026062105.1	222873	uncharacterized LOC126320594	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0348768773580783	6.146765320389162	1.0	0.0
LOC126320600	NW_026062105.1	222873	uncharacterized LOC126320600	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0106355770349207	7.419199069853464	1.0	0.0
LOC126320602	NW_026062105.1	222873	serine/threonine-protein kinase 3-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0460912796036039	5.503902359156635	1.0	0.0
LOC126320609	NW_026062108.1	31061	uncharacterized LOC126320609	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0481399907284109	5.330169227145831	1.0	0.0
LOC126320753	NW_026062120.1	51614	insulin-degrading enzyme-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0199604290838632	6.702761684880868	1.0	0.0
LOC126320754	NW_026062120.1	51614	GTPase-activating Rap/Ran-GAP domain-like protein 3	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0453999577671057	5.054745397983661	1.0	0.0
LOC126320759	NW_026062120.1	51614	uncharacterized LOC126320759	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0172175311874733	7.273231624366027	1.0	0.0
LOC126320761	NW_026062120.1	51614	uncharacterized LOC126320761	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0382255081061102	6.043854222539074	1.0	0.0
LOC126320762	NW_026062120.1	51614	uncharacterized LOC126320762	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0380651734427211	5.465130873768547	1.0	0.0
LOC126320766	NW_026062120.1	51614	uncharacterized LOC126320766	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0429096445544611	5.720924944582399	1.0	0.0
LOC126320771	NW_026062120.1	51614	mucin-1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.036447267090227	5.701767089347595	0.999644760213144	1.0
LOC126321793	NW_026062140.1	54349	uncharacterized LOC126321793	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.013734423471776	5.158528190305886	1.000004260250162	-1.0
LOC126322236	NW_026062171.1	36907	elongation factor Tu-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0351788838301088	5.668160711384036	1.0	0.0
LOC126322374	NW_026062176.1	242820	helicase domino-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0321202567591405	6.304017548671803	1.0	0.0
LOC126322375	NW_026062176.1	242820	uncharacterized LOC126322375	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0491690630392757	5.4893880007974944	1.0	0.0
LOC126322378	NW_026062176.1	242820	uncharacterized LOC126322378	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0357613691902037	5.658704504104188	1.0	0.0
LOC126322382	NW_026062176.1	242820	polyadenylate-binding protein 4-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0464792464294665	5.0755421524023925	1.0	0.0
LOC126322384	NW_026062176.1	242820	splicing factor 3B subunit 2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0271878235461447	6.860593802096272	0.9985007496251874	1.0
LOC126322386	NW_026062176.1	242820	glyceraldehyde-3-phosphate dehydrogenase-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0326878505963037	6.0700594046290055	1.0	0.0
LOC126322390	NW_026062176.1	242820	AMP deaminase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0338053881494276	6.018232222701564	0.9989200863930886	1.0
LOC126322392	NW_026062176.1	242820	nuclear pore glycoprotein p62-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0325845808569807	6.609015521270508	1.0	0.0
LOC126322395	NW_026062176.1	242820	uncharacterized LOC126322395	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0429052457793034	5.389636740229581	1.0	0.0
LOC126322397	NW_026062176.1	242820	60S ribosomal protein L19-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0284991946561331	6.28720345683627	1.0	0.0
LOC126322405	NW_026062176.1	242820	uncharacterized LOC126322405	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0438580948319292	5.533245492766437	1.0	0.0
LOC126322411	NW_026062176.1	242820	GTPase HRas-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0321202567591405	6.6943278183942265	1.0	0.0
LOC126322416	NW_026062176.1	242820	uncharacterized LOC126322416	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0425869626894764	5.543351704523608	1.0	0.0
LOC126322417	NW_026062176.1	242820	proteoglycan 4-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0320284294124798	6.053250135697595	1.0	0.0
LOC126322418	NW_026062176.1	242820	uncharacterized LOC126322418	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	6.158519725526185	1.0	0.0
LOC126322419	NW_026062176.1	242820	uncharacterized LOC126322419	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0446846352399626	5.949888753029593	1.0	0.0
LOC126322422	NW_026062176.1	242820	trafficking protein particle complex subunit 10-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0313842747738886	6.492270384540118	1.0	0.0
LOC126322427	NW_026062176.1	242820	uncharacterized LOC126322427	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0279982338777855	6.514907571742206	1.0	0.0
LOC126322522	NW_026062185.1	366495	uncharacterized LOC126322522	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0450446762400413	6.025950796834676	1.0	0.0
LOC126322523	NW_026062185.1	366495	mitochondrial-processing peptidase subunit alpha-2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0486785826614133	5.670743461124598	1.0	0.0
LOC126322528	NW_026062185.1	366495	uncharacterized LOC126322528	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0208628600724946	7.301295296898977	1.0	0.0
LOC126322531	NW_026062185.1	366495	ras GTPase-activating-like protein rgaA	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0318412745454105	5.840419101217989	1.0	0.0
LOC126322532	NW_026062185.1	366495	multidrug resistance-associated protein 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0279982338777855	6.696030056878735	1.0	0.0
LOC126322534	NW_026062185.1	366495	uncharacterized LOC126322534	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0487625685177	5.390886572342219	1.0	0.0
LOC126322535	NW_026062185.1	366495	vacuolar protein sorting-associated protein 28-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0426608273442374	5.771840854583254	1.0	0.0
LOC126322537	NW_026062185.1	366495	CYFIP-related Rac1 interactor homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0215593980116681	7.060860218164112	1.0	0.0
LOC126322544	NW_026062185.1	366495	leucine-rich repeat protein lrrA-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.044216640322295	5.832022677209248	1.0	0.0
LOC126322547	NW_026062185.1	366495	uncharacterized LOC126322547	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445935454522398	5.9359287838259664	1.0	0.0
LOC126322548	NW_026062185.1	366495	serine/threonine-protein kinase pakC-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0279982338777855	6.857593338257425	1.0	0.0
LOC126322550	NW_026062185.1	366495	uncharacterized LOC126322550	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0139267445372453	7.9056112036961	1.0	0.0
LOC126322554	NW_026062185.1	366495	uncharacterized LOC126322554	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445935454522398	6.815875676001941	1.0	0.0
LOC126322557	NW_026062185.1	366495	uncharacterized LOC126322557	lncRNA	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0284991946561331	6.43524105750522	1.0	0.0
LOC126322562	NW_026062185.1	366495	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 homolog	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	1.4127709263462242e-26	24.027676714299258	1.0	0.0
LOC126322563	NW_026062185.1	366495	uncharacterized LOC126322563	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389818584399979	5.6655257050239545	1.001912045889101	-2.0
LOC126322570	NW_026062185.1	366495	uncharacterized LOC126322570	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0310681524382982	6.617305808673078	1.0	0.0
LOC126322573	NW_026062185.1	366495	uncharacterized LOC126322573	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0430467420458379	5.597651760217139	1.0	0.0
LOC126322575	NW_026062185.1	366495	uncharacterized LOC126322575	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0382255081061102	6.151957769729684	1.0	0.0
LOC126322579	NW_026062185.1	366495	CTD small phosphatase-like protein 2	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	5.280536442997958	1.0	0.0
LOC126322583	NW_026062185.1	366495	uncharacterized LOC126322583	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0275088540800155	6.558907418087268	1.0	0.0
LOC126322588	NW_026062185.1	366495	uncharacterized LOC126322588	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0306433873497688	6.078648137233994	1.0	0.0
LOC126322590	NW_026062185.1	366495	leucine-rich repeat protein SHOC-2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0380730306005511	6.680305378978444	1.0	0.0
LOC126322593	NW_026062185.1	366495	glutathione S-transferase D4-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	6.230548430018305	1.0	0.0
LOC126322599	NW_026062185.1	366495	proteasome inhibitor PI31 subunit-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	6.082178259101057	1.0	0.0
LOC126322603	NW_026062185.1	366495	uncharacterized LOC126322603	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.031421479980354	6.306044901486104	1.0	0.0
LOC126322604	NW_026062185.1	366495	T-complex protein 1 subunit theta-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	1.3161140138681666e-24	22.80672392890253	1.0	0.0
LOC126322607	NW_026062185.1	366495	uncharacterized LOC126322607	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0195546944975661	7.207475617544488	1.0	0.0
LOC126322614	NW_026062185.1	366495	uncharacterized LOC126322614	protein_coding	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0196281973216387	6.185019834028999	1.0	0.0
LOC126322619	NW_026062185.1	366495	uncharacterized LOC126322619	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.031421479980354	6.6685122430406585	1.0	0.0
LOC126322623	NW_026062185.1	366495	DNA-directed RNA polymerase III subunit RPC1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	6.10044965122677	1.0	0.0
LOC126322680	NW_026062196.1	207904	UBX domain-containing protein 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0420097118865425	5.582463266746841	1.0	0.0
LOC126322682	NW_026062196.1	207904	THO complex subunit 2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0342210450333798	6.0453466683619	1.0	0.0
LOC126322685	NW_026062196.1	207904	NAD kinase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	5.9784500902926485	1.0	0.0
LOC126322687	NW_026062196.1	207904	uncharacterized LOC126322687	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0069249401187379	7.793932866898864	1.0	0.0
LOC126322693	NW_026062196.1	207904	peroxisomal membrane protein PEX14-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0279982338777855	5.929843642061334	1.0	0.0
LOC126322694	NW_026062196.1	207904	uncharacterized LOC126322694	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0370448298176062	5.5831590729721565	1.0	0.0
LOC126322701	NW_026062196.1	207904	uncharacterized LOC126322701	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0380651734427211	7.138090466503539	1.0	0.0
LOC126322706	NW_026062196.1	207904	uncharacterized LOC126322706	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0413845037058324	5.55458455849247	1.0	0.0
LOC126322707	NW_026062196.1	207904	formin-like protein	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0371928674800214	5.680660899138735	1.0005202913631634	-1.0
LOC126322712	NW_026062196.1	207904	carboxy-terminal kinesin 2	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0410009863177951	5.966410174695943	1.0	0.0
LOC126322718	NW_026062196.1	207904	nuclear pore complex protein Nup160-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0318412745454105	6.445165039532192	1.0	0.0
LOC126322726	NW_026062196.1	207904	uncharacterized LOC126322726	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0325845808569807	6.021995695013684	1.0	0.0
LOC126322729	NW_026062196.1	207904	uncharacterized LOC126322729	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0438580948319292	5.308396334028035	1.0	0.0
LOC126322730	NW_026062196.1	207904	uncharacterized LOC126322730	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445534431079047	5.376571375698106	1.0	0.0
LOC126323236	NW_026062217.1	108767	titin-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.031421479980354	6.24022084311037	1.0	0.0
LOC126323238	NW_026062217.1	108767	autophagy-related protein 9-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0429096445544611	5.559573730286976	1.0	0.0
LOC126323239	NW_026062217.1	108767	vacuolar protein sorting-associated protein 45-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445935454522398	5.686704715487646	1.0	0.0
LOC126323241	NW_026062217.1	108767	adenylyl cyclase-associated protein-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0469470842316004	5.050917388532903	1.0	0.0
LOC126323244	NW_026062217.1	108767	START domain-containing protein 10-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0339546106696041	5.962728426448338	1.0	0.0
LOC126323246	NW_026062217.1	108767	splicing factor 3B subunit 4-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0365661602886898	5.375513608932338	1.0	0.0
LOC126323247	NW_026062217.1	108767	ADP-ribosylation factor 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0401228333051272	6.11190460648125	1.0	0.0
LOC126323249	NW_026062217.1	108767	uncharacterized LOC126323249	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0438300856812304	5.384447989465658	1.0	0.0
LOC126323253	NW_026062217.1	108767	superoxide dismutase [Fe]-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	9.009616068069544e-18	21.80798537388784	1.0	0.0
LOC126323254	NW_026062217.1	108767	peptidyl-prolyl cis-trans isomerase FKBP4-like	protein_coding	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0055387886592174	8.116364422384105	1.0	0.0
LOC126323255	NW_026062217.1	108767	splicing factor 3B subunit 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0473867269112177	5.167548407283974	1.0	0.0
LOC126323258	NW_026062217.1	108767	uncharacterized LOC126323258	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0462775836482765	5.965820354186425	1.0	0.0
LOC126323260	NW_026062217.1	108767	rho GTPase-activating protein gacW-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0456162316203064	5.662628561158015	1.0	0.0
LOC126323263	NW_026062217.1	108767	uncharacterized LOC126323263	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0387046495164412	6.192101623078957	1.0	0.0
LOC126323264	NW_026062217.1	108767	uncharacterized LOC126323264	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0325845808569807	6.486319280220341	1.0	0.0
LOC126323267	NW_026062217.1	108767	uncharacterized LOC126323267	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0178031433275999	6.502384835936594	1.0	0.0
LOC126323268	NW_026062217.1	108767	citrate/2-methylcitrate dehydratase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0496607406165008	5.648692537622528	1.0	0.0
LOC126323271	NW_026062217.1	108767	uncharacterized LOC126323271	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0452354216269371	6.154519095387929	1.0	0.0
LOC126323273	NW_026062217.1	108767	uncharacterized LOC126323273	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0275088540800155	6.666495906421442	1.0	0.0
LOC126323276	NW_026062217.1	108767	cardiolipin synthase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0472723700109022	5.545997425534726	1.0	0.0
LOC126323277	NW_026062217.1	108767	uncharacterized LOC126323277	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.031421479980354	6.941847303233077	1.0	0.0
LOC126323279	NW_026062217.1	108767	uncharacterized LOC126323279	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0382631983743167	5.253836901018448	1.0	0.0
LOC126323716	NW_026062229.1	248508	uncharacterized LOC126323716	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0339546106696041	5.838426175246646	1.0	0.0
LOC126323719	NW_026062229.1	248508	uncharacterized LOC126323719	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.04186315996553	5.320542700229593	1.0	0.0
LOC126323721	NW_026062229.1	248508	uncharacterized LOC126323721	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0319954514525205	5.896471929923404	1.0	0.0
LOC126323723	NW_026062229.1	248508	uncharacterized LOC126323723	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0397892210581392	5.947889779939147	1.0	0.0
LOC126323725	NW_026062229.1	248508	protein YIPF5 homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0484388389702582	5.455825733530821	1.0	0.0
LOC126323732	NW_026062229.1	248508	fimbrin-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0471550469822426	5.231858657752092	1.0	0.0
LOC126323738	NW_026062229.1	248508	pumilio homolog 3	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0284134621615519	6.710089336374727	1.0	0.0
LOC126323739	NW_026062229.1	248508	splicing factor U2AF 50 kDa subunit-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0232739527824719	7.073235555827331	1.0	0.0
LOC126323740	NW_026062229.1	248508	rho GTPase-activating protein gacJJ-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0457345536887499	5.413891588130713	1.0	0.0
LOC126323742	NW_026062229.1	248508	uncharacterized LOC126323742	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0095532778703645	7.776886527944257	1.0	0.0
