Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC124620054	gamma-aminobutyric acid type B receptor subunit 2	C GO:0016020 membrane
LOC124620054	gamma-aminobutyric acid type B receptor subunit 2	F GO:0004930 G protein-coupled receptor activity
LOC124620054	gamma-aminobutyric acid type B receptor subunit 2	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124619533	acylglycerol kinase, mitochondrial	F GO:0016301 kinase activity
LOC124619315	protein YIPF6	C GO:0016020 membrane
LOC124619318	LYR motif-containing protein 4	P GO:0016226 iron-sulfur cluster assembly
LOC124620058	KH domain-containing, RNA-binding, signal transduction-associated protein 2-like	F GO:0003723 RNA binding
LOC124620059	KH domain-containing, RNA-binding, signal transduction-associated protein 2-like	F GO:0003723 RNA binding
LOC124620060	KH domain-containing, RNA-binding, signal transduction-associated protein 3-like	F GO:0003723 RNA binding
LOC124619768	translation initiation factor IF-2-like	C GO:0005576 extracellular region
LOC124619768	translation initiation factor IF-2-like	F GO:0008061 chitin binding
LOC124619480	guanine nucleotide exchange factor MSS4	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC124619480	guanine nucleotide exchange factor MSS4	P GO:0007264 small GTPase-mediated signal transduction
LOC124619611	apoptosis-resistant E3 ubiquitin protein ligase 1	F GO:0004842 ubiquitin-protein transferase activity
LOC124619427	unnamed protein product	F GO:0005509 calcium ion binding
LOC124619412	uncharacterized protein LOC124619412 isoform X1	C GO:0016020 membrane
LOC124619412	uncharacterized protein LOC124619412 isoform X1	F GO:0008270 zinc ion binding
LOC124619820	unnamed protein product	C GO:0005840 ribosome
LOC124619820	unnamed protein product	F GO:0003735 structural constituent of ribosome
LOC124619820	unnamed protein product	P GO:0006412 translation
LOC124619772	unnamed protein product	C GO:0016020 membrane
LOC124619870	fatty acid 2-hydroxylase	F GO:0005488 binding
LOC124619870	fatty acid 2-hydroxylase	P GO:0006629 lipid metabolic process
LOC124620067	NF-kappa-B inhibitor-interacting Ras-like protein 2	F GO:0003924 GTPase activity
LOC124620067	NF-kappa-B inhibitor-interacting Ras-like protein 2	F GO:0005525 GTP binding
LOC124619662	lon protease homolog 2, peroxisomal-like	F GO:0004176 ATP-dependent peptidase activity
LOC124619662	lon protease homolog 2, peroxisomal-like	F GO:0004252 serine-type endopeptidase activity
LOC124619662	lon protease homolog 2, peroxisomal-like	F GO:0005524 ATP binding
LOC124619662	lon protease homolog 2, peroxisomal-like	F GO:0016887 ATP hydrolysis activity
LOC124619662	lon protease homolog 2, peroxisomal-like	P GO:0006508 proteolysis
LOC124619234	endoglucanase A-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC124619234	endoglucanase A-like	P GO:0005975 carbohydrate metabolic process
LOC124619235	endoglucanase A-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC124619235	endoglucanase A-like	P GO:0005975 carbohydrate metabolic process
LOC124619807	endoglucanase A-like isoform X1	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC124619807	endoglucanase A-like isoform X1	P GO:0005975 carbohydrate metabolic process
LOC124620070	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124619791	E3 SUMO-protein ligase ZBED1-like	F GO:0046983 protein dimerization activity
LOC124620075	dynein axonemal heavy chain 1-like	C GO:0030286 dynein complex
LOC124620075	dynein axonemal heavy chain 1-like	F GO:0005524 ATP binding
LOC124620075	dynein axonemal heavy chain 1-like	F GO:0008569 minus-end-directed microtubule motor activity
LOC124620075	dynein axonemal heavy chain 1-like	P GO:0007018 microtubule-based movement
LOC124620077	CD151 antigen-like	C GO:0016020 membrane
LOC124619574	glutamate dehydrogenase, mitochondrial	F GO:0016639 oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor
LOC124619574	glutamate dehydrogenase, mitochondrial	P GO:0006520 amino acid metabolic process
LOC124620078	putative neural-cadherin 2	F GO:0005509 calcium ion binding
LOC124620078	putative neural-cadherin 2	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC124620079	neural-cadherin-like	C GO:0016020 membrane
LOC124620079	neural-cadherin-like	F GO:0005509 calcium ion binding
LOC124620079	neural-cadherin-like	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC124619416	phosphoglucomutase-2 isoform X1	F GO:0016868 intramolecular phosphotransferase activity
LOC124619416	phosphoglucomutase-2 isoform X1	P GO:0005975 carbohydrate metabolic process
LOC124619417	START domain-containing protein 10-like isoform X1	F GO:0008289 lipid binding
LOC124619352	excitatory amino acid transporter isoform X1	C GO:0016020 membrane
LOC124619352	excitatory amino acid transporter isoform X1	F GO:0015293 symporter activity
LOC124620086	leucine-rich repeat-containing protein 9-like	F GO:0005515 protein binding
LOC124619573	protein dachsous	C GO:0016020 membrane
LOC124619573	protein dachsous	F GO:0005509 calcium ion binding
LOC124619573	protein dachsous	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC124620087	protein dachsous	C GO:0016020 membrane
LOC124620087	protein dachsous	F GO:0005509 calcium ion binding
LOC124620087	protein dachsous	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC124620088	52 kDa repressor of the inhibitor of the protein kinase-like	F GO:0046983 protein dimerization activity
LOC124619702	odorant receptor Or1-like	C GO:0016020 membrane
LOC124619702	odorant receptor Or1-like	F GO:0004984 olfactory receptor activity
LOC124619702	odorant receptor Or1-like	F GO:0005549 odorant binding
LOC124619702	odorant receptor Or1-like	P GO:0007608 sensory perception of smell
LOC124620091	C-terminal-binding protein-like	F GO:0051287 NAD binding
LOC124619503	CUGBP Elav-like family member 1	F GO:0003723 RNA binding
LOC124620092	uncharacterized protein LOC124620092	F GO:0003676 nucleic acid binding
LOC124620092	uncharacterized protein LOC124620092	F GO:0008270 zinc ion binding
LOC124619400	TATA-box-binding protein-like	F GO:0003677 DNA binding
LOC124619400	TATA-box-binding protein-like	P GO:0006352 DNA-templated transcription initiation
LOC124619535	sister chromatid cohesion protein DCC1 isoform X1	C GO:0031390 Ctf18 RFC-like complex
LOC124619535	sister chromatid cohesion protein DCC1 isoform X1	P GO:0007064 mitotic sister chromatid cohesion
LOC124619732	Hypothetical predicted protein	F GO:0005524 ATP binding
LOC124619732	Hypothetical predicted protein	P GO:0006468 protein phosphorylation
LOC124619732	Hypothetical predicted protein	F GO:0004674 protein serine/threonine kinase activity
LOC124620096	very low-density lipoprotein receptor-like	F GO:0005515 protein binding
LOC124619296	methyltransferase N6AMT1 isoform X1	F GO:0008168 methyltransferase activity
LOC124619357	protein SYS1 homolog	C GO:0000139 Golgi membrane
LOC124619834	flap endonuclease 1 isoform X1	F GO:0004518 nuclease activity
LOC124619747	probable ATP-dependent RNA helicase DDX27	F GO:0003676 nucleic acid binding
LOC124619747	probable ATP-dependent RNA helicase DDX27	F GO:0003724 RNA helicase activity
LOC124619747	probable ATP-dependent RNA helicase DDX27	F GO:0005524 ATP binding
LOC124619465	oxysterol-binding protein-related protein 6-like	F GO:0008289 lipid binding
LOC124620098	uncharacterized protein LOC124620098	F GO:0003924 GTPase activity
LOC124620098	uncharacterized protein LOC124620098	F GO:0005525 GTP binding
LOC124620101	sorbitol dehydrogenase-like	F GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
LOC124619853	YLP motif-containing protein 1 isoform X1	F GO:0005515 protein binding
LOC124619333	protein phosphatase 1 regulatory subunit 14C isoform X1	C GO:0005737 cytoplasm
LOC124619333	protein phosphatase 1 regulatory subunit 14C isoform X1	P GO:0042325 regulation of phosphorylation
LOC124620103	beta-galactosidase-1-like protein 2	P GO:0005975 carbohydrate metabolic process
LOC124620103	beta-galactosidase-1-like protein 2	F GO:0004565 beta-galactosidase activity
LOC124619644	beta-galactosidase-1-like protein 2	P GO:0005975 carbohydrate metabolic process
LOC124619644	beta-galactosidase-1-like protein 2	F GO:0004565 beta-galactosidase activity
LOC124619394	beta-galactosidase-1-like protein 2	P GO:0005975 carbohydrate metabolic process
LOC124619394	beta-galactosidase-1-like protein 2	F GO:0004565 beta-galactosidase activity
LOC124620104	multidrug resistance-associated protein 1-like	F GO:0005524 ATP binding
LOC124620104	multidrug resistance-associated protein 1-like	F GO:0016887 ATP hydrolysis activity
LOC124619877	multidrug resistance-associated protein 1	C GO:0016020 membrane
LOC124619877	multidrug resistance-associated protein 1	F GO:0005524 ATP binding
LOC124619877	multidrug resistance-associated protein 1	F GO:0016887 ATP hydrolysis activity
LOC124619877	multidrug resistance-associated protein 1	F GO:0140359 ABC-type transporter activity
LOC124619877	multidrug resistance-associated protein 1	P GO:0055085 transmembrane transport
LOC124620105	sorbitol dehydrogenase-like, partial	F GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
LOC124619799	luciferin sulfotransferase-like	F GO:0008146 sulfotransferase activity
LOC124620106	luciferin sulfotransferase-like	F GO:0008146 sulfotransferase activity
LOC124619814	luciferin sulfotransferase-like	F GO:0008146 sulfotransferase activity
LOC124619550	beclin-1-like protein	P GO:0006914 autophagy
LOC124619526	DNA mismatch repair protein Mlh1 isoform X1	F GO:0005524 ATP binding
LOC124619526	DNA mismatch repair protein Mlh1 isoform X1	F GO:0030983 mismatched DNA binding
LOC124619526	DNA mismatch repair protein Mlh1 isoform X1	P GO:0006298 mismatch repair
LOC124620107	kinesin-like protein KIF26A	F GO:0003777 microtubule motor activity
LOC124620107	kinesin-like protein KIF26A	F GO:0005524 ATP binding
LOC124620107	kinesin-like protein KIF26A	F GO:0008017 microtubule binding
LOC124620107	kinesin-like protein KIF26A	P GO:0007018 microtubule-based movement
LOC124619401	ATP-binding cassette sub-family G member 4-like isoform X1	F GO:0140359 ABC-type transporter activity
LOC124619655	protein borderless	F GO:0005515 protein binding
LOC124619554	mitogen-activated protein kinase 15-like isoform X1	F GO:0004672 protein kinase activity
LOC124619554	mitogen-activated protein kinase 15-like isoform X1	F GO:0005524 ATP binding
LOC124619554	mitogen-activated protein kinase 15-like isoform X1	P GO:0006468 protein phosphorylation
LOC124619313	leucine-rich PPR motif-containing protein, mitochondrial	F GO:0005515 protein binding
LOC124619447	syntaxin-5	C GO:0016020 membrane
LOC124619447	syntaxin-5	P GO:0016192 vesicle-mediated transport
LOC124620109	E3 ubiquitin-protein ligase TRIM9	F GO:0005515 protein binding
LOC124619383	uncharacterized protein LOC123865006	P GO:0007165 signal transduction
LOC124619358	ATP-dependent RNA helicase Ddx1	F GO:0003676 nucleic acid binding
LOC124619358	ATP-dependent RNA helicase Ddx1	F GO:0005515 protein binding
LOC124619358	ATP-dependent RNA helicase Ddx1	F GO:0005524 ATP binding
LOC124619303	protein lethal(2)denticleless	F GO:0005515 protein binding
LOC124619696	probable methyltransferase TARBP1	F GO:0003723 RNA binding
LOC124619696	probable methyltransferase TARBP1	P GO:0030488 tRNA methylation
LOC124619696	probable methyltransferase TARBP1	F GO:0016423 tRNA (guanine) methyltransferase activity
LOC124619511	ubiquitin thioesterase otubain-like	F GO:0016787 hydrolase activity
LOC124619511	ubiquitin thioesterase otubain-like	P GO:0016579 protein deubiquitination
LOC124619370	palmitoyltransferase ZDHHC3	F GO:0016409 palmitoyltransferase activity
LOC124619281	histone acetyltransferase KAT7	C GO:0005634 nucleus
LOC124619281	histone acetyltransferase KAT7	F GO:0004402 histone acetyltransferase activity
LOC124619281	histone acetyltransferase KAT7	F GO:0008270 zinc ion binding
LOC124619281	histone acetyltransferase KAT7	P GO:0006355 regulation of DNA-templated transcription
LOC124620110	two pore potassium channel protein sup-9	C GO:0016020 membrane
LOC124620110	two pore potassium channel protein sup-9	F GO:0005267 potassium channel activity
LOC124620110	two pore potassium channel protein sup-9	P GO:0071805 potassium ion transmembrane transport
LOC124620111	WD repeat-containing protein on Y chromosome	F GO:0005515 protein binding
LOC124619547	sodium-coupled monocarboxylate transporter 1-like	C GO:0016020 membrane
LOC124619547	sodium-coupled monocarboxylate transporter 1-like	F GO:0022857 transmembrane transporter activity
LOC124619547	sodium-coupled monocarboxylate transporter 1-like	P GO:0055085 transmembrane transport
LOC124620373	odorant receptor 43a-like	C GO:0016020 membrane
LOC124620373	odorant receptor 43a-like	F GO:0004984 olfactory receptor activity
LOC124620373	odorant receptor 43a-like	F GO:0005549 odorant binding
LOC124620373	odorant receptor 43a-like	P GO:0007608 sensory perception of smell
LOC124619721	sodium-coupled monocarboxylate transporter 1-like isoform X1	C GO:0016020 membrane
LOC124619721	sodium-coupled monocarboxylate transporter 1-like isoform X1	F GO:0022857 transmembrane transporter activity
LOC124619721	sodium-coupled monocarboxylate transporter 1-like isoform X1	P GO:0055085 transmembrane transport
LOC124619395	LOW QUALITY PROTEIN: uncharacterized protein LOC124802551	F GO:0004843 cysteine-type deubiquitinase activity
LOC124619395	LOW QUALITY PROTEIN: uncharacterized protein LOC124802551	P GO:0016579 protein deubiquitination
LOC124619397	tetratricopeptide repeat protein 12-like	F GO:0005515 protein binding
LOC124619858	EARP-interacting protein homolog	F GO:0005515 protein binding
LOC124619857	mitochondrial ribonuclease P catalytic subunit	F GO:0005515 protein binding
LOC124620114	inactive dipeptidyl peptidase 10-like	F GO:0008236 serine-type peptidase activity
LOC124620114	inactive dipeptidyl peptidase 10-like	P GO:0006508 proteolysis
LOC124619302	tubulin beta chain-like	C GO:0005874 microtubule
LOC124619302	tubulin beta chain-like	F GO:0003924 GTPase activity
LOC124619302	tubulin beta chain-like	F GO:0005200 structural constituent of cytoskeleton
LOC124619302	tubulin beta chain-like	F GO:0005525 GTP binding
LOC124619302	tubulin beta chain-like	P GO:0007017 microtubule-based process
LOC124619291	unnamed protein product	C GO:0030906 retromer, cargo-selective complex
LOC124619291	unnamed protein product	P GO:0015031 protein transport
LOC124619291	unnamed protein product	P GO:0042147 retrograde transport, endosome to Golgi
LOC124619222	partitioning defective protein 6	F GO:0005515 protein binding
LOC124619221	syntaxin-16	C GO:0016020 membrane
LOC124619221	syntaxin-16	P GO:0016192 vesicle-mediated transport
LOC124619350	5'-AMP-activated protein kinase subunit beta-1	F GO:0005515 protein binding
LOC124620117	uncharacterized protein LOC124620117	F GO:0003677 DNA binding
LOC124619647	leucine-rich repeat-containing protein 1-like	F GO:0005515 protein binding
LOC124619260	cleft lip and palate transmembrane protein 1 homolog	C GO:0016020 membrane
LOC124620118	KRAB-A domain-containing protein 2-like	F GO:0003676 nucleic acid binding
LOC124619707	menin	C GO:0005634 nucleus
LOC124619256	unnamed protein product	F GO:0140359 ABC-type transporter activity
LOC124620119	protein bark beetle	C GO:0016020 membrane
LOC124619408	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	C GO:0005789 endoplasmic reticulum membrane
LOC124619408	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	P GO:0018279 protein N-linked glycosylation via asparagine
LOC124619589	acylphosphatase-2	F GO:0003998 acylphosphatase activity
LOC124619753	stress-induced-phosphoprotein 1	F GO:0005515 protein binding
LOC124619292	xanthine dehydrogenase	F GO:0071949 FAD binding
LOC124619292	xanthine dehydrogenase	F GO:0004854 xanthine dehydrogenase activity
LOC124619292	xanthine dehydrogenase	F GO:0005506 iron ion binding
LOC124619292	xanthine dehydrogenase	F GO:0030151 molybdenum ion binding
LOC124619292	xanthine dehydrogenase	F GO:0051536 iron-sulfur cluster binding
LOC124620120	probable cytochrome P450 6a13	F GO:0004497 monooxygenase activity
LOC124620120	probable cytochrome P450 6a13	F GO:0005506 iron ion binding
LOC124620120	probable cytochrome P450 6a13	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC124620120	probable cytochrome P450 6a13	F GO:0020037 heme binding
LOC124620122	putative odorant receptor 92a	C GO:0016020 membrane
LOC124620122	putative odorant receptor 92a	F GO:0004984 olfactory receptor activity
LOC124620122	putative odorant receptor 92a	F GO:0005549 odorant binding
LOC124620122	putative odorant receptor 92a	P GO:0007608 sensory perception of smell
LOC124620123	odorant receptor 43a-like	C GO:0016020 membrane
LOC124620123	odorant receptor 43a-like	F GO:0004984 olfactory receptor activity
LOC124620123	odorant receptor 43a-like	F GO:0005549 odorant binding
LOC124620123	odorant receptor 43a-like	P GO:0007608 sensory perception of smell
LOC124620124	odorant receptor Or2-like	C GO:0016020 membrane
LOC124620124	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC124620124	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC124620124	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC124620125	uncharacterized protein LOC124620125	C GO:0016020 membrane
LOC124620125	uncharacterized protein LOC124620125	F GO:0004984 olfactory receptor activity
LOC124620125	uncharacterized protein LOC124620125	F GO:0005549 odorant binding
LOC124620125	uncharacterized protein LOC124620125	P GO:0007608 sensory perception of smell
LOC124620126	odorant receptor Or2-like	C GO:0016020 membrane
LOC124620126	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC124620126	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC124620126	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC124619327	odorant receptor SameORX	C GO:0016020 membrane
LOC124619327	odorant receptor SameORX	F GO:0004984 olfactory receptor activity
LOC124619327	odorant receptor SameORX	F GO:0005549 odorant binding
LOC124619327	odorant receptor SameORX	P GO:0007608 sensory perception of smell
LOC124619200	odorant receptor Or2-like	C GO:0016020 membrane
LOC124619200	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC124619200	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC124619200	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC124619354	odorant receptor Or2-like	C GO:0016020 membrane
LOC124619354	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC124619354	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC124619354	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC124620128	odorant receptor Or2-like	C GO:0016020 membrane
LOC124620128	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC124620128	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC124620128	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC124619278	putative odorant receptor 92a	C GO:0016020 membrane
LOC124619278	putative odorant receptor 92a	F GO:0004984 olfactory receptor activity
LOC124619278	putative odorant receptor 92a	F GO:0005549 odorant binding
LOC124619278	putative odorant receptor 92a	P GO:0007608 sensory perception of smell
LOC124620129	odorant receptor Or2-like	C GO:0016020 membrane
LOC124620129	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC124620129	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC124620129	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC124619915	odorant receptor Or2-like	C GO:0016020 membrane
LOC124619915	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC124619915	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC124619915	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC124620130	uncharacterized protein LOC124620130	C GO:0016020 membrane
LOC124620130	uncharacterized protein LOC124620130	F GO:0004984 olfactory receptor activity
LOC124620130	uncharacterized protein LOC124620130	F GO:0005549 odorant binding
LOC124620130	uncharacterized protein LOC124620130	P GO:0007608 sensory perception of smell
LOC124620132	uncharacterized protein LOC124620132	C GO:0016020 membrane
LOC124620132	uncharacterized protein LOC124620132	F GO:0004984 olfactory receptor activity
LOC124620132	uncharacterized protein LOC124620132	F GO:0005549 odorant binding
LOC124620132	uncharacterized protein LOC124620132	P GO:0007608 sensory perception of smell
LOC124620133	odorant receptor 65a-like	C GO:0016020 membrane
LOC124620133	odorant receptor 65a-like	F GO:0004984 olfactory receptor activity
LOC124620133	odorant receptor 65a-like	F GO:0005549 odorant binding
LOC124620133	odorant receptor 65a-like	P GO:0007608 sensory perception of smell
LOC124620134	odorant receptor Or2-like	C GO:0016020 membrane
LOC124620134	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC124620134	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC124620134	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC124619439	equilibrative nucleoside transporter 3	C GO:0016020 membrane
LOC124619439	equilibrative nucleoside transporter 3	F GO:0005337 nucleoside transmembrane transporter activity
LOC124619439	equilibrative nucleoside transporter 3	P GO:1901642 nucleoside transmembrane transport
LOC124619288	kelch domain-containing protein 3 isoform X2	F GO:0005515 protein binding
LOC124619456	putative inorganic phosphate cotransporter isoform X1	F GO:0022857 transmembrane transporter activity
LOC124619456	putative inorganic phosphate cotransporter isoform X1	P GO:0055085 transmembrane transport
LOC124619663	putative inorganic phosphate cotransporter	F GO:0022857 transmembrane transporter activity
LOC124619663	putative inorganic phosphate cotransporter	P GO:0055085 transmembrane transport
LOC124619443	NACHT domain- and WD repeat-containing protein 1	F GO:0005515 protein binding
LOC124619839	protein phosphatase 1 regulatory subunit 42-like	F GO:0005515 protein binding
LOC124619482	THO complex subunit 3	F GO:0005515 protein binding
LOC124619729	uncharacterized protein LOC124619729	F GO:0005509 calcium ion binding
LOC124619729	uncharacterized protein LOC124619729	F GO:0008017 microtubule binding
LOC124619743	guanine nucleotide-binding protein G(s) subunit alpha	F GO:0005525 GTP binding
LOC124619743	guanine nucleotide-binding protein G(s) subunit alpha	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124619743	guanine nucleotide-binding protein G(s) subunit alpha	F GO:0003924 GTPase activity
LOC124619743	guanine nucleotide-binding protein G(s) subunit alpha	F GO:0031683 G-protein beta/gamma-subunit complex binding
LOC124620144	neural-cadherin-like	C GO:0016020 membrane
LOC124620144	neural-cadherin-like	F GO:0005509 calcium ion binding
LOC124620144	neural-cadherin-like	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC124620145	neural-cadherin-like	C GO:0016020 membrane
LOC124620145	neural-cadherin-like	F GO:0005509 calcium ion binding
LOC124620145	neural-cadherin-like	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC124619699	polyphosphoinositide phosphatase isoform X3	F GO:0043813 phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity
LOC124619699	polyphosphoinositide phosphatase isoform X3	P GO:0036092 phosphatidylinositol-3-phosphate biosynthetic process
LOC124619699	polyphosphoinositide phosphatase isoform X3	P GO:0046856 phosphatidylinositol dephosphorylation
LOC124619559	39S ribosomal protein L4, mitochondrial	C GO:0005840 ribosome
LOC124619559	39S ribosomal protein L4, mitochondrial	F GO:0003735 structural constituent of ribosome
LOC124619559	39S ribosomal protein L4, mitochondrial	P GO:0006412 translation
LOC124619566	uncharacterized protein LOC124619566 isoform X1	C GO:0005856 cytoskeleton
LOC124619566	uncharacterized protein LOC124619566 isoform X1	C GO:0042995 cell projection
LOC124619237	ribonuclease Oy	F GO:0003723 RNA binding
LOC124619237	ribonuclease Oy	F GO:0033897 ribonuclease T2 activity
LOC124619459	UBX domain-containing protein 1-like	F GO:0005515 protein binding
LOC124619319	protein turtle-like	F GO:0005515 protein binding
LOC124619669	host cell factor 1-like isoform X1	F GO:0005515 protein binding
LOC124619940	ATP-binding cassette subfamily G member 4-like isoform X2	F GO:0005524 ATP binding
LOC124619940	ATP-binding cassette subfamily G member 4-like isoform X2	F GO:0016887 ATP hydrolysis activity
LOC124619941	cytidine deaminase-like	F GO:0008270 zinc ion binding
LOC124619941	cytidine deaminase-like	P GO:0009972 cytidine deamination
LOC124619941	cytidine deaminase-like	F GO:0004126 cytidine deaminase activity
LOC124619942	cytidine deaminase-like	F GO:0008270 zinc ion binding
LOC124619942	cytidine deaminase-like	P GO:0009972 cytidine deamination
LOC124619942	cytidine deaminase-like	F GO:0004126 cytidine deaminase activity
LOC124619916	odorant receptor coreceptor-like	C GO:0016020 membrane
LOC124619916	odorant receptor coreceptor-like	F GO:0004984 olfactory receptor activity
LOC124619916	odorant receptor coreceptor-like	F GO:0005549 odorant binding
LOC124619916	odorant receptor coreceptor-like	P GO:0007608 sensory perception of smell
LOC124620146	uncharacterized protein LOC124620146	C GO:0016020 membrane
LOC124620146	uncharacterized protein LOC124620146	F GO:0004984 olfactory receptor activity
LOC124620146	uncharacterized protein LOC124620146	F GO:0005549 odorant binding
LOC124620146	uncharacterized protein LOC124620146	P GO:0007608 sensory perception of smell
LOC124619621	dynein light chain roadblock-type 2	C GO:0005868 cytoplasmic dynein complex
LOC124619621	dynein light chain roadblock-type 2	P GO:0007018 microtubule-based movement
LOC124619629	E3 ubiquitin-protein ligase rnf8-like isoform X1	F GO:0005515 protein binding
LOC124620371	unnamed protein product	F GO:0003723 RNA binding
LOC124619846	probable peroxisomal membrane protein PEX13 isoform X1	C GO:0005777 peroxisome
LOC124619846	probable peroxisomal membrane protein PEX13 isoform X1	C GO:0016020 membrane
LOC124619846	probable peroxisomal membrane protein PEX13 isoform X1	F GO:0005515 protein binding
LOC124619846	probable peroxisomal membrane protein PEX13 isoform X1	P GO:0016560 protein import into peroxisome matrix, docking
LOC124619903	dolichol-phosphate mannosyltransferase subunit 1	F GO:0004582 dolichyl-phosphate beta-D-mannosyltransferase activity
LOC124619902	ethanolaminephosphotransferase 1-like	C GO:0016020 membrane
LOC124619902	ethanolaminephosphotransferase 1-like	F GO:0016780 phosphotransferase activity, for other substituted phosphate groups
LOC124619902	ethanolaminephosphotransferase 1-like	P GO:0008654 phospholipid biosynthetic process
LOC124619785	TD and POZ domain-containing protein 1-like	F GO:0005515 protein binding
LOC124620150	signal-induced proliferation-associated 1-like protein 2	F GO:0005096 GTPase activator activity
LOC124620150	signal-induced proliferation-associated 1-like protein 2	F GO:0005515 protein binding
LOC124620150	signal-induced proliferation-associated 1-like protein 2	P GO:0051056 regulation of small GTPase mediated signal transduction
LOC124619536	probable ATP-dependent RNA helicase spindle-E isoform X1	F GO:0003676 nucleic acid binding
LOC124619536	probable ATP-dependent RNA helicase spindle-E isoform X1	F GO:0005524 ATP binding
LOC124619330	low-density lipoprotein receptor-related protein 1	F GO:0005515 protein binding
LOC124620382	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	C GO:0005739 mitochondrion
LOC124620382	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	P GO:0022900 electron transport chain
LOC124620380	acyloxyacyl hydrolase-like	F GO:0016788 hydrolase activity, acting on ester bonds
LOC124620154	probable cytochrome P450 4e1	F GO:0004497 monooxygenase activity
LOC124620154	probable cytochrome P450 4e1	F GO:0005506 iron ion binding
LOC124620154	probable cytochrome P450 4e1	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC124620154	probable cytochrome P450 4e1	F GO:0020037 heme binding
LOC124619906	eukaryotic translation initiation factor 3 subunit K	F GO:0003743 translation initiation factor activity
LOC124619906	eukaryotic translation initiation factor 3 subunit K	F GO:0043022 ribosome binding
LOC124619906	eukaryotic translation initiation factor 3 subunit K	P GO:0006446 regulation of translational initiation
LOC124619906	eukaryotic translation initiation factor 3 subunit K	C GO:0005852 eukaryotic translation initiation factor 3 complex
LOC124619264	protein Njmu-R1-like isoform X1	C GO:0005802 trans-Golgi network
LOC124619264	protein Njmu-R1-like isoform X1	P GO:0099041 vesicle tethering to Golgi
LOC124619418	glycerol-3-phosphate acyltransferase 3-like isoform X3	F GO:0016746 acyltransferase activity
LOC124619362	ATP-binding cassette sub-family G member 1-like	F GO:0005524 ATP binding
LOC124619362	ATP-binding cassette sub-family G member 1-like	F GO:0016887 ATP hydrolysis activity
LOC124619251	ATP-binding cassette subfamily G member 4	C GO:0016020 membrane
LOC124619251	ATP-binding cassette subfamily G member 4	F GO:0005524 ATP binding
LOC124619251	ATP-binding cassette subfamily G member 4	F GO:0016887 ATP hydrolysis activity
