Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC126484209	molybdenum cofactor biosynthesis protein 1-like	P GO:0006777 Mo-molybdopterin cofactor biosynthetic process
LOC126484209	molybdenum cofactor biosynthesis protein 1-like	C GO:0019008 obsolete molybdopterin synthase complex
LOC126485159	cyclic pyranopterin monophosphate synthase-like	P GO:0006777 Mo-molybdopterin cofactor biosynthetic process
LOC126485158	molybdenum cofactor biosynthesis protein 1-like	C GO:0019008 obsolete molybdopterin synthase complex
LOC126485158	molybdenum cofactor biosynthesis protein 1-like	F GO:0005515 protein binding
LOC126485158	molybdenum cofactor biosynthesis protein 1-like	F GO:0051539 4 iron, 4 sulfur cluster binding
LOC126485158	molybdenum cofactor biosynthesis protein 1-like	P GO:0006777 Mo-molybdopterin cofactor biosynthetic process
LOC126484214	molybdenum cofactor biosynthesis protein 1-like	F GO:0003824 catalytic activity
LOC126484214	molybdenum cofactor biosynthesis protein 1-like	F GO:0051539 4 iron, 4 sulfur cluster binding
LOC126484214	molybdenum cofactor biosynthesis protein 1-like	P GO:0006777 Mo-molybdopterin cofactor biosynthetic process
LOC126484214	molybdenum cofactor biosynthesis protein 1-like	C GO:0019008 obsolete molybdopterin synthase complex
LOC126484078	uncharacterized protein LOC126484078	F GO:0005515 protein binding
LOC126483784	ankyrin repeat domain-containing protein 1-like	F GO:0005515 protein binding
LOC126484237	dipeptidase 1-like	F GO:0070573 metallodipeptidase activity
LOC126484237	dipeptidase 1-like	P GO:0006508 proteolysis
LOC126484515	UDP-glucosyltransferase 2-like isoform X1	F GO:0008194 UDP-glycosyltransferase activity
LOC126483816	U2 small nuclear ribonucleoprotein A'-like	F GO:0005515 protein binding
LOC126484361	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484362	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484264	protein roadkill-like	F GO:0005515 protein binding
LOC126484266	ankyrin repeat domain-containing protein 6-like	F GO:0005515 protein binding
LOC126484269	thyrotropin-releasing hormone receptor-like	C GO:0016020 membrane
LOC126484269	thyrotropin-releasing hormone receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC126484269	thyrotropin-releasing hormone receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126484388	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC126484388	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC126484388	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484388	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC126484278	trehalase-like	P GO:0005991 trehalose metabolic process
LOC126484278	trehalase-like	F GO:0004555 alpha,alpha-trehalase activity
LOC126484283	trehalase-like	P GO:0005991 trehalose metabolic process
LOC126484283	trehalase-like	F GO:0004555 alpha,alpha-trehalase activity
LOC126484418	Bardet-Biedl syndrome 4 protein-like	F GO:0005515 protein binding
LOC126484309	UDP-glycosyltransferase UGT5-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484094	UDP-glycosyltransferase UGT5-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484095	UDP-glycosyltransferase UGT5-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484096	unnamed protein product	F GO:0004497 monooxygenase activity
LOC126484096	unnamed protein product	F GO:0005506 iron ion binding
LOC126484096	unnamed protein product	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484096	unnamed protein product	F GO:0020037 heme binding
LOC126484097	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484099	UDP-glycosyltransferase UGT5-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484098	UDP-glycosyltransferase UGT5-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484382	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484201	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484204	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484202	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484655	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484203	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484074	electron transfer flavoprotein subunit alpha, mitochondrial	F GO:0009055 electron transfer activity
LOC126484074	electron transfer flavoprotein subunit alpha, mitochondrial	F GO:0050660 flavin adenine dinucleotide binding
LOC126484650	alkaline ceramidase	C GO:0016020 membrane
LOC126484650	alkaline ceramidase	F GO:0016811 hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
LOC126484650	alkaline ceramidase	P GO:0006672 ceramide metabolic process
LOC126484649	protein disulfide-isomerase A3	F GO:0003756 protein disulfide isomerase activity
LOC126484467	iron-sulfur cluster co-chaperone protein HscB	F GO:0001671 ATPase activator activity
LOC126484467	iron-sulfur cluster co-chaperone protein HscB	F GO:0051087 protein-folding chaperone binding
LOC126484467	iron-sulfur cluster co-chaperone protein HscB	P GO:0044571 [2Fe-2S] cluster assembly
LOC126484467	iron-sulfur cluster co-chaperone protein HscB	P GO:0051259 protein complex oligomerization
LOC126483847	adenylate kinase isoenzyme 6	F GO:0004017 adenylate kinase activity
LOC126483847	adenylate kinase isoenzyme 6	F GO:0005524 ATP binding
LOC126483847	adenylate kinase isoenzyme 6	F GO:0016887 ATP hydrolysis activity
LOC126484270	mitochondrial potassium channel ATP-binding subunit-like isoform X2	C GO:0016020 membrane
LOC126484270	mitochondrial potassium channel ATP-binding subunit-like isoform X2	F GO:0005524 ATP binding
LOC126484270	mitochondrial potassium channel ATP-binding subunit-like isoform X2	F GO:0140359 ABC-type transporter activity
LOC126484270	mitochondrial potassium channel ATP-binding subunit-like isoform X2	P GO:0055085 transmembrane transport
LOC126484614	transitional endoplasmic reticulum ATPase TER94	F GO:0016887 ATP hydrolysis activity
LOC126484614	transitional endoplasmic reticulum ATPase TER94	F GO:0005524 ATP binding
LOC126484659	Down syndrome cell adhesion molecule-like protein Dscam2	F GO:0005515 protein binding
LOC126484351	leptin receptor gene-related protein isoform X2	C GO:0016020 membrane
LOC126483678	chromatin-remodeling ATPase INO80-like	F GO:0003677 DNA binding
LOC126483678	chromatin-remodeling ATPase INO80-like	F GO:0005524 ATP binding
LOC126483678	chromatin-remodeling ATPase INO80-like	F GO:0140658 ATP-dependent chromatin remodeler activity
LOC126484245	RNA-binding protein spenito	F GO:0003723 RNA binding
LOC126485100	Ras-like protein	F GO:0003924 GTPase activity
LOC126485100	Ras-like protein	F GO:0005525 GTP binding
LOC126485098	glucosidase 2 subunit beta	F GO:0005509 calcium ion binding
LOC126485098	glucosidase 2 subunit beta	F GO:0005515 protein binding
LOC126483910	probable protein BRICK1-B	C GO:0005856 cytoskeleton
LOC126483910	probable protein BRICK1-B	C GO:0031209 SCAR complex
LOC126483910	probable protein BRICK1-B	F GO:0044877 protein-containing complex binding
LOC126483910	probable protein BRICK1-B	P GO:0007015 actin filament organization
LOC126484415	CCR4-NOT transcription complex subunit 11	C GO:0030014 CCR4-NOT complex
LOC126484345	general transcription factor IIF subunit 1	C GO:0005634 nucleus
LOC126484345	general transcription factor IIF subunit 1	F GO:0003677 DNA binding
LOC126484345	general transcription factor IIF subunit 1	P GO:0006367 transcription initiation at RNA polymerase II promoter
LOC126484345	general transcription factor IIF subunit 1	P GO:0032968 positive regulation of transcription elongation by RNA polymerase II
LOC126484662	peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2-like	C GO:0016020 membrane
LOC126484662	peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2-like	F GO:0003824 catalytic activity
LOC126484662	peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2-like	F GO:0005515 protein binding
LOC126484662	peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2-like	P GO:0006518 peptide metabolic process
LOC126483906	DNA replication licensing factor MCM4	C GO:0042555 MCM complex
LOC126483906	DNA replication licensing factor MCM4	F GO:0003677 DNA binding
LOC126483906	DNA replication licensing factor MCM4	F GO:0003678 DNA helicase activity
LOC126483906	DNA replication licensing factor MCM4	F GO:0005524 ATP binding
LOC126483906	DNA replication licensing factor MCM4	P GO:0006270 DNA replication initiation
LOC126483906	DNA replication licensing factor MCM4	P GO:0032508 DNA duplex unwinding
LOC126483872	unnamed protein product	F GO:0004497 monooxygenase activity
LOC126483872	unnamed protein product	F GO:0005506 iron ion binding
LOC126483872	unnamed protein product	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126483872	unnamed protein product	F GO:0020037 heme binding
LOC126484664	E3 ubiquitin-protein ligase TRIM71-like	F GO:0005515 protein binding
LOC126484135	CCR4-NOT transcription complex subunit 10-B	F GO:0005515 protein binding
LOC126484665	doublesex- and mab-3-related transcription factor A2-like	F GO:0043565 sequence-specific DNA binding
LOC126484665	doublesex- and mab-3-related transcription factor A2-like	P GO:0006355 regulation of DNA-templated transcription
LOC126483863	lysozyme-like	F GO:0003796 lysozyme activity
LOC126483862	lysozyme-like	F GO:0003796 lysozyme activity
LOC126484669	uncharacterized protein LOC126484669	F GO:0005515 protein binding
LOC126484187	serine/threonine-protein kinase TBK1	F GO:0004672 protein kinase activity
LOC126484187	serine/threonine-protein kinase TBK1	F GO:0005524 ATP binding
LOC126484187	serine/threonine-protein kinase TBK1	P GO:0006468 protein phosphorylation
LOC126483718	protein MTSS 1 isoform X3	F GO:0003779 actin binding
LOC126484672	sodium channel protein 60E-like	P GO:0006814 sodium ion transport
LOC126484672	sodium channel protein 60E-like	P GO:0055085 transmembrane transport
LOC126484672	sodium channel protein 60E-like	C GO:0001518 voltage-gated sodium channel complex
LOC126484672	sodium channel protein 60E-like	F GO:0005248 voltage-gated sodium channel activity
LOC126484563	hydroxylysine kinase isoform X1	F GO:0016740 transferase activity
LOC126483882	hillarin	F GO:0046872 metal ion binding
LOC126485110	ankyrin homolog	F GO:0005515 protein binding
LOC126484676	speckle-type POZ protein-like	F GO:0005515 protein binding
LOC126484677	probable cytochrome P450 6d5	F GO:0004497 monooxygenase activity
LOC126484677	probable cytochrome P450 6d5	F GO:0005506 iron ion binding
LOC126484677	probable cytochrome P450 6d5	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484677	probable cytochrome P450 6d5	F GO:0020037 heme binding
LOC126484678	probable cytochrome P450 6a14	F GO:0004497 monooxygenase activity
LOC126484678	probable cytochrome P450 6a14	F GO:0005506 iron ion binding
LOC126484678	probable cytochrome P450 6a14	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484678	probable cytochrome P450 6a14	F GO:0020037 heme binding
LOC126483762	membrane metallo-endopeptidase-like 1	P GO:0006508 proteolysis
LOC126483762	membrane metallo-endopeptidase-like 1	F GO:0004222 metalloendopeptidase activity
LOC126484679	transcription factor MafA-like	F GO:0003677 DNA binding
LOC126484679	transcription factor MafA-like	F GO:0003700 DNA-binding transcription factor activity
LOC126484679	transcription factor MafA-like	P GO:0006355 regulation of DNA-templated transcription
LOC126485161	RB1-inducible coiled-coil protein 1 isoform X1	P GO:0000045 autophagosome assembly
LOC126485161	RB1-inducible coiled-coil protein 1 isoform X1	P GO:0000422 autophagy of mitochondrion
LOC126484682	meiotic recombination protein SPO11	F GO:0005524 ATP binding
LOC126484682	meiotic recombination protein SPO11	F GO:0003677 DNA binding
LOC126484682	meiotic recombination protein SPO11	C GO:0005694 chromosome
LOC126484682	meiotic recombination protein SPO11	F GO:0003918 DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
LOC126484682	meiotic recombination protein SPO11	P GO:0042138 meiotic DNA double-strand break formation
LOC126483960	unnamed protein product	P GO:0006508 proteolysis
LOC126484540	venom dipeptidyl peptidase 4-like	F GO:0008236 serine-type peptidase activity
LOC126484540	venom dipeptidyl peptidase 4-like	P GO:0006508 proteolysis
LOC126484123	venom dipeptidyl peptidase 4-like	F GO:0008236 serine-type peptidase activity
LOC126484123	venom dipeptidyl peptidase 4-like	P GO:0006508 proteolysis
LOC126484462	RNA 3'-terminal phosphate cyclase	F GO:0003963 RNA-3'-phosphate cyclase activity
LOC126484462	RNA 3'-terminal phosphate cyclase	P GO:0006396 RNA processing
LOC126484296	ATPase ASNA1 homolog	F GO:0005524 ATP binding
LOC126484296	ATPase ASNA1 homolog	F GO:0016887 ATP hydrolysis activity
LOC126484688	putative odorant receptor 71a	C GO:0016020 membrane
LOC126484688	putative odorant receptor 71a	F GO:0004984 olfactory receptor activity
LOC126484688	putative odorant receptor 71a	F GO:0005549 odorant binding
LOC126484688	putative odorant receptor 71a	P GO:0007608 sensory perception of smell
LOC126484689	O-acyltransferase like protein-like	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC126483777	interleukin-1 receptor-associated kinase 1-like	F GO:0004672 protein kinase activity
LOC126483777	interleukin-1 receptor-associated kinase 1-like	F GO:0005515 protein binding
LOC126483777	interleukin-1 receptor-associated kinase 1-like	F GO:0005524 ATP binding
LOC126483777	interleukin-1 receptor-associated kinase 1-like	P GO:0006468 protein phosphorylation
LOC126483777	interleukin-1 receptor-associated kinase 1-like	P GO:0007165 signal transduction
LOC126484473	SOSS complex subunit C homolog	P GO:0006281 DNA repair
LOC126484473	SOSS complex subunit C homolog	C GO:0070876 SOSS complex
LOC126484472	rRNA N6-adenosine-methyltransferase METTL5	F GO:0008168 methyltransferase activity
LOC126484477	DNA methyltransferase 1-associated protein 1	C GO:0005634 nucleus
LOC126484477	DNA methyltransferase 1-associated protein 1	P GO:0045892 negative regulation of DNA-templated transcription
LOC126484690	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126484357	methyl farnesoate epoxidase-like	F GO:0004497 monooxygenase activity
LOC126484357	methyl farnesoate epoxidase-like	F GO:0005506 iron ion binding
LOC126484357	methyl farnesoate epoxidase-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484357	methyl farnesoate epoxidase-like	F GO:0020037 heme binding
LOC126484320	RNA polymerase II transcriptional coactivator	F GO:0003677 DNA binding
LOC126484320	RNA polymerase II transcriptional coactivator	P GO:0006355 regulation of DNA-templated transcription
LOC126484319	snurportin-1 isoform X1	F GO:0005515 protein binding
LOC126484624	venom dipeptidyl peptidase 4-like	F GO:0008236 serine-type peptidase activity
LOC126484624	venom dipeptidyl peptidase 4-like	P GO:0006508 proteolysis
LOC126483968	serine/threonine-protein kinase Nek7-like	F GO:0004672 protein kinase activity
LOC126483968	serine/threonine-protein kinase Nek7-like	F GO:0005524 ATP binding
LOC126483968	serine/threonine-protein kinase Nek7-like	P GO:0006468 protein phosphorylation
LOC126484143	UDP-glucosyltransferase 2-like	F GO:0008194 UDP-glycosyltransferase activity
LOC126485103	breast cancer anti-estrogen resistance protein 3 homolog	F GO:0001784 phosphotyrosine residue binding
LOC126485103	breast cancer anti-estrogen resistance protein 3 homolog	P GO:0007264 small GTPase-mediated signal transduction
LOC126485103	breast cancer anti-estrogen resistance protein 3 homolog	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC126484291	stomatin-like protein 2, mitochondrial isoform X2	C GO:0016020 membrane
LOC126484697	protein Wnt-1-like	C GO:0005576 extracellular region
LOC126484697	protein Wnt-1-like	F GO:0005102 signaling receptor binding
LOC126484697	protein Wnt-1-like	P GO:0007275 multicellular organism development
LOC126484697	protein Wnt-1-like	P GO:0016055 Wnt signaling pathway
LOC126484698	lysozyme-like	F GO:0003796 lysozyme activity
LOC126483849	lysozyme-like	F GO:0003796 lysozyme activity
LOC126484699	whirlin-like	F GO:0005515 protein binding
LOC126484707	G-protein coupled receptor dmsr-1-like	F GO:0008528 G protein-coupled peptide receptor activity
LOC126484707	G-protein coupled receptor dmsr-1-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126484707	G-protein coupled receptor dmsr-1-like	C GO:0016020 membrane
LOC126484708	G-protein coupled receptor dmsr-1-like	F GO:0008528 G protein-coupled peptide receptor activity
LOC126484708	G-protein coupled receptor dmsr-1-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126484708	G-protein coupled receptor dmsr-1-like	C GO:0016020 membrane
LOC126484709	cell cycle control protein 50A-like	C GO:0016020 membrane
LOC126484456	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC126484456	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC126484456	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484456	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC126484712	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC126484712	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC126484712	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484712	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC126484713	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC126484713	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC126484713	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484713	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC126484321	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC126484321	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC126484321	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484321	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC126484484	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC126484484	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC126484484	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484484	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC126484714	probable cytochrome P450 6d4	F GO:0004497 monooxygenase activity
LOC126484714	probable cytochrome P450 6d4	F GO:0005506 iron ion binding
LOC126484714	probable cytochrome P450 6d4	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484714	probable cytochrome P450 6d4	F GO:0020037 heme binding
LOC126484003	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC126484003	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC126484003	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484003	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC126484002	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC126484002	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC126484002	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484002	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC126484004	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC126484004	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC126484004	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484004	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC126484364	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC126484364	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC126484364	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484364	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC126484224	probable cytochrome P450 6a14	F GO:0004497 monooxygenase activity
LOC126484224	probable cytochrome P450 6a14	F GO:0005506 iron ion binding
LOC126484224	probable cytochrome P450 6a14	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484224	probable cytochrome P450 6a14	F GO:0020037 heme binding
LOC126484500	probable cytochrome P450 6a14	F GO:0004497 monooxygenase activity
LOC126484500	probable cytochrome P450 6a14	F GO:0005506 iron ion binding
LOC126484500	probable cytochrome P450 6a14	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484500	probable cytochrome P450 6a14	F GO:0020037 heme binding
LOC126485130	venom dipeptidyl peptidase 4-like	F GO:0008236 serine-type peptidase activity
LOC126485130	venom dipeptidyl peptidase 4-like	P GO:0006508 proteolysis
LOC126483648	angiomotin-like 2a isoform X3	P GO:0031110 regulation of microtubule polymerization or depolymerization
LOC126484061	prolactin regulatory element-binding protein	F GO:0005515 protein binding
LOC126484389	centrosomin isoform X1	C GO:0015630 microtubule cytoskeleton
LOC126484389	centrosomin isoform X1	F GO:0005515 protein binding
LOC126484389	centrosomin isoform X1	P GO:0000226 microtubule cytoskeleton organization
LOC126484389	centrosomin isoform X1	P GO:0050794 regulation of cellular process
LOC126484390	integrator complex subunit 11	C GO:0005634 nucleus
LOC126484390	integrator complex subunit 11	P GO:0031123 RNA 3'-end processing
LOC126484717	dynein intermediate chain 2, ciliary-like	F GO:0005515 protein binding
LOC126483781	leucine-rich PPR motif-containing protein, mitochondrial-like isoform X2	F GO:0005515 protein binding
LOC126484719	uncharacterized protein LOC126484719	F GO:0005515 protein binding
LOC126484721	insulin receptor-like	F GO:0004672 protein kinase activity
LOC126484721	insulin receptor-like	F GO:0005515 protein binding
LOC126484721	insulin receptor-like	F GO:0005524 ATP binding
LOC126484721	insulin receptor-like	P GO:0006468 protein phosphorylation
LOC126484724	sodium/hydrogen exchanger 9B2-like	F GO:0015297 antiporter activity
LOC126484724	sodium/hydrogen exchanger 9B2-like	C GO:0016020 membrane
LOC126484724	sodium/hydrogen exchanger 9B2-like	P GO:1902600 proton transmembrane transport
LOC126483805	beta-hexosaminidase subunit beta-like	P GO:0005975 carbohydrate metabolic process
LOC126483805	beta-hexosaminidase subunit beta-like	F GO:0004563 beta-N-acetylhexosaminidase activity
LOC126484251	unnamed protein product	F GO:0004497 monooxygenase activity
LOC126484251	unnamed protein product	F GO:0005506 iron ion binding
LOC126484251	unnamed protein product	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484251	unnamed protein product	F GO:0020037 heme binding
LOC126483879	cytochrome P450 6k1-like isoform X1	F GO:0004497 monooxygenase activity
LOC126483879	cytochrome P450 6k1-like isoform X1	F GO:0005506 iron ion binding
LOC126483879	cytochrome P450 6k1-like isoform X1	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126483879	cytochrome P450 6k1-like isoform X1	F GO:0020037 heme binding
LOC126484393	beta-hexosaminidase subunit beta-like	P GO:0005975 carbohydrate metabolic process
LOC126484393	beta-hexosaminidase subunit beta-like	F GO:0004563 beta-N-acetylhexosaminidase activity
LOC126484085	ras-related protein Rab-43	F GO:0003924 GTPase activity
LOC126484085	ras-related protein Rab-43	F GO:0005525 GTP binding
LOC126484733	probable cytochrome P450 6a14	F GO:0004497 monooxygenase activity
LOC126484733	probable cytochrome P450 6a14	F GO:0005506 iron ion binding
LOC126484733	probable cytochrome P450 6a14	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484733	probable cytochrome P450 6a14	F GO:0020037 heme binding
LOC126484083	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC126484083	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC126484083	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484083	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC126484082	unnamed protein product	F GO:0004497 monooxygenase activity
LOC126484082	unnamed protein product	F GO:0005506 iron ion binding
LOC126484082	unnamed protein product	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484082	unnamed protein product	F GO:0020037 heme binding
LOC126484736	leucine-zipper-like transcriptional regulator 1	F GO:0005515 protein binding
LOC126484337	TD and POZ domain-containing protein 1-like	F GO:0005515 protein binding
LOC126484737	GA-binding protein subunit beta-1-like	F GO:0005515 protein binding
LOC126483712	leucine-zipper-like transcriptional regulator 1	F GO:0005515 protein binding
LOC126484588	monocarboxylate transporter 2-like	F GO:0022857 transmembrane transporter activity
LOC126484588	monocarboxylate transporter 2-like	P GO:0055085 transmembrane transport
LOC126483950	monocarboxylate transporter 12-B-like	F GO:0022857 transmembrane transporter activity
LOC126483950	monocarboxylate transporter 12-B-like	P GO:0055085 transmembrane transport
LOC126484738	monocarboxylate transporter 1-like	F GO:0022857 transmembrane transporter activity
LOC126484738	monocarboxylate transporter 1-like	P GO:0055085 transmembrane transport
LOC126484739	monocarboxylate transporter 2-like	F GO:0022857 transmembrane transporter activity
LOC126484739	monocarboxylate transporter 2-like	P GO:0055085 transmembrane transport
LOC126484740	monocarboxylate transporter 1-like	F GO:0022857 transmembrane transporter activity
LOC126484740	monocarboxylate transporter 1-like	P GO:0055085 transmembrane transport
LOC126484223	monocarboxylate transporter 1-like	F GO:0022857 transmembrane transporter activity
LOC126484223	monocarboxylate transporter 1-like	P GO:0055085 transmembrane transport
LOC126483994	monocarboxylate transporter 1-like	F GO:0022857 transmembrane transporter activity
LOC126483994	monocarboxylate transporter 1-like	P GO:0055085 transmembrane transport
LOC126484322	monocarboxylate transporter 12-like	F GO:0022857 transmembrane transporter activity
LOC126484322	monocarboxylate transporter 12-like	P GO:0055085 transmembrane transport
LOC126485164	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	P GO:0022900 electron transport chain
LOC126485165	60S ribosomal protein L12	C GO:0005840 ribosome
LOC126485165	60S ribosomal protein L12	F GO:0003735 structural constituent of ribosome
LOC126485165	60S ribosomal protein L12	P GO:0006412 translation
LOC126483616	UDP-glucose 4-epimerase-like isoform X1	C GO:0005739 mitochondrion
LOC126483616	UDP-glucose 4-epimerase-like isoform X1	F GO:0003978 UDP-glucose 4-epimerase activity
LOC126483616	UDP-glucose 4-epimerase-like isoform X1	P GO:0006012 galactose metabolic process
LOC126483616	UDP-glucose 4-epimerase-like isoform X1	P GO:0050684 regulation of mRNA processing
LOC126484746	probable cytochrome P450 6a14	F GO:0004497 monooxygenase activity
LOC126484746	probable cytochrome P450 6a14	F GO:0005506 iron ion binding
LOC126484746	probable cytochrome P450 6a14	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484746	probable cytochrome P450 6a14	F GO:0020037 heme binding
LOC126484747	probable cytochrome P450 6a14	F GO:0004497 monooxygenase activity
LOC126484747	probable cytochrome P450 6a14	F GO:0005506 iron ion binding
LOC126484747	probable cytochrome P450 6a14	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484747	probable cytochrome P450 6a14	F GO:0020037 heme binding
LOC126484748	probable cytochrome P450 6a14	F GO:0004497 monooxygenase activity
LOC126484748	probable cytochrome P450 6a14	F GO:0005506 iron ion binding
LOC126484748	probable cytochrome P450 6a14	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126484748	probable cytochrome P450 6a14	F GO:0020037 heme binding
LOC126484044	histone H3-8-like	F GO:0003677 DNA binding
LOC126484044	histone H3-8-like	F GO:0046982 protein heterodimerization activity
