Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC126281894	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281569	probable basic-leucine zipper transcription factor Q isoform X1	F GO:0005515 protein binding
LOC126281623	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281623	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281622	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281622	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126282089	muscle-specific protein 20	F GO:0005515 protein binding
LOC126282305	odorant receptor Or2-like	C GO:0016020 membrane
LOC126282305	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126282305	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126282305	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126282224	DNA repair protein complementing XP-C cells homolog	F GO:0003677 DNA binding
LOC126281195	XP_047120876.1 calumenin	F GO:0005509 calcium ion binding
LOC126281560	60S ribosomal protein L21	C GO:0005840 ribosome
LOC126281560	60S ribosomal protein L21	F GO:0003735 structural constituent of ribosome
LOC126281560	60S ribosomal protein L21	P GO:0006412 translation
LOC126282261	ubiquitin carboxyl-terminal hydrolase 12	F GO:0004843 cysteine-type deubiquitinase activity
LOC126282261	ubiquitin carboxyl-terminal hydrolase 12	P GO:0016579 protein deubiquitination
LOC126282262	N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase-like	F GO:0016787 hydrolase activity
LOC126282308	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126282308	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281662	unnamed protein product	F GO:0004435 phosphatidylinositol phospholipase C activity
LOC126281662	unnamed protein product	P GO:0006629 lipid metabolic process
LOC126281662	unnamed protein product	P GO:0035556 intracellular signal transduction
LOC126281558	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281558	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281534	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281534	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281510	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281510	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281348	malignant T-cell-amplified sequence 1 homolog	F GO:0003723 RNA binding
LOC126281346	RNA-binding protein 41-like isoform X1	F GO:0003676 nucleic acid binding
LOC126281347	WD repeat-containing protein 18	F GO:0005515 protein binding
LOC126281885	prostaglandin reductase 1-like	C GO:0005737 cytoplasm
LOC126281885	prostaglandin reductase 1-like	F GO:0032440 2-alkenal reductase [NAD(P)+] activity
LOC126281885	prostaglandin reductase 1-like	F GO:0047522 15-oxoprostaglandin 13-oxidase [NAD(P)+] activity
LOC126282310	myogenesis-regulating glycosidase-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126282310	myogenesis-regulating glycosidase-like	P GO:0005975 carbohydrate metabolic process
LOC126282311	myogenesis-regulating glycosidase-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126282311	myogenesis-regulating glycosidase-like	P GO:0005975 carbohydrate metabolic process
LOC126281679	myogenesis-regulating glycosidase-like isoform X1	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281679	myogenesis-regulating glycosidase-like isoform X1	P GO:0005975 carbohydrate metabolic process
LOC126281682	myogenesis-regulating glycosidase-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281682	myogenesis-regulating glycosidase-like	P GO:0005975 carbohydrate metabolic process
LOC126281678	myogenesis-regulating glycosidase-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281678	myogenesis-regulating glycosidase-like	P GO:0005975 carbohydrate metabolic process
LOC126281681	myogenesis-regulating glycosidase-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281681	myogenesis-regulating glycosidase-like	P GO:0005975 carbohydrate metabolic process
LOC126282313	myogenesis-regulating glycosidase-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126282313	myogenesis-regulating glycosidase-like	P GO:0005975 carbohydrate metabolic process
LOC126281683	myogenesis-regulating glycosidase-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281683	myogenesis-regulating glycosidase-like	P GO:0005975 carbohydrate metabolic process
LOC126281684	myogenesis-regulating glycosidase-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281684	myogenesis-regulating glycosidase-like	P GO:0005975 carbohydrate metabolic process
LOC126281686	furin-like protease 1	P GO:0006508 proteolysis
LOC126281686	furin-like protease 1	F GO:0004252 serine-type endopeptidase activity
LOC126281339	gamma-butyrobetaine dioxygenase-like	F GO:0016491 oxidoreductase activity
LOC126281338	peptidyl-prolyl cis-trans isomerase FKBP4-like isoform X1	F GO:0003755 peptidyl-prolyl cis-trans isomerase activity
LOC126281340	46 kDa FK506-binding nuclear protein	F GO:0003755 peptidyl-prolyl cis-trans isomerase activity
LOC126281344	cleavage and polyadenylation specificity factor subunit 6 isoform X7	F GO:0003723 RNA binding
LOC126282140	probable arginine--tRNA ligase, cytoplasmic isoform X1	F GO:0005515 protein binding
LOC126282139	tetratricopeptide repeat protein 5-like	F GO:0005515 protein binding
LOC126282138	E3 ubiquitin-protein ligase SHPRH	F GO:0005524 ATP binding
LOC126282138	E3 ubiquitin-protein ligase SHPRH	F GO:0140658 ATP-dependent chromatin remodeler activity
LOC126282208	F-box/WD repeat-containing protein 2-like isoform X1	F GO:0005515 protein binding
LOC126282211	DNA-directed RNA polymerase III subunit RPC7-like	P GO:0006383 transcription by RNA polymerase III
LOC126282207	modular serine protease-like	F GO:0004252 serine-type endopeptidase activity
LOC126282207	modular serine protease-like	F GO:0005515 protein binding
LOC126282207	modular serine protease-like	P GO:0006508 proteolysis
LOC126282315	myogenesis-regulating glycosidase-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126282315	myogenesis-regulating glycosidase-like	P GO:0005975 carbohydrate metabolic process
LOC126281651	broad-complex core protein isoforms 1/2/3/4/5-like	F GO:0005515 protein binding
LOC126282006	uncharacterized protein LOC126282006	F GO:0005515 protein binding
LOC126281980	uncharacterized protein LOC126281980	F GO:0005515 protein binding
LOC126281979	uncharacterized protein LOC126281979	F GO:0005515 protein binding
LOC126282523	apoptosis-inducing factor 1, mitochondrial	F GO:0016491 oxidoreductase activity
LOC126282523	apoptosis-inducing factor 1, mitochondrial	F GO:0046983 protein dimerization activity
LOC126282523	apoptosis-inducing factor 1, mitochondrial	F GO:0050660 flavin adenine dinucleotide binding
LOC126282014	sema domain-containing protein	F GO:0005515 protein binding
LOC126281361	sema domain-containing protein	F GO:0005515 protein binding
LOC126281600	semaphorin-2A-like isoform X1	F GO:0005515 protein binding
LOC126281230	elongation of very long chain fatty acids protein 4-like isoform X2	C GO:0016020 membrane
LOC126281230	elongation of very long chain fatty acids protein 4-like isoform X2	F GO:0009922 fatty acid elongase activity
LOC126282215	dynamin-1-like protein	F GO:0003924 GTPase activity
LOC126282215	dynamin-1-like protein	F GO:0005525 GTP binding
LOC126282217	katanin p60 ATPase-containing subunit A-like 2	F GO:0005515 protein binding
LOC126282217	katanin p60 ATPase-containing subunit A-like 2	F GO:0005524 ATP binding
LOC126282217	katanin p60 ATPase-containing subunit A-like 2	F GO:0016887 ATP hydrolysis activity
LOC126282219	survival motor neuron protein isoform X2	C GO:0005634 nucleus
LOC126282219	survival motor neuron protein isoform X2	C GO:0005737 cytoplasm
LOC126282219	survival motor neuron protein isoform X2	F GO:0003723 RNA binding
LOC126282219	survival motor neuron protein isoform X2	P GO:0006397 mRNA processing
LOC126281177	secretory carrier-associated membrane protein 1	C GO:0016020 membrane
LOC126281177	secretory carrier-associated membrane protein 1	P GO:0015031 protein transport
LOC126281178	tumor necrosis factor alpha-induced protein 8-like protein isoform X1	P GO:0042981 regulation of apoptotic process
LOC126281431	geranylgeranyl transferase type-1 subunit beta	C GO:0005953 CAAX-protein geranylgeranyltransferase complex
LOC126281431	geranylgeranyl transferase type-1 subunit beta	F GO:0004661 protein geranylgeranyltransferase activity
LOC126281431	geranylgeranyl transferase type-1 subunit beta	P GO:0018344 protein geranylgeranylation
LOC126282327	protein abrupt-like	F GO:0005515 protein binding
LOC126282328	uncharacterized protein LOC126282328	F GO:0005515 protein binding
LOC126281582	protein O-mannosyl-transferase TMTC2-like	F GO:0005515 protein binding
LOC126282205	G kinase-anchoring protein 1-like	C GO:0005794 Golgi apparatus
LOC126282205	G kinase-anchoring protein 1-like	P GO:0007165 signal transduction
LOC126282191	XP_049766534.1 synapsin	C GO:0008021 synaptic vesicle
LOC126282191	XP_049766534.1 synapsin	F GO:0005524 ATP binding
LOC126282191	XP_049766534.1 synapsin	F GO:0046872 metal ion binding
LOC126282191	XP_049766534.1 synapsin	P GO:0007269 neurotransmitter secretion
LOC126282193	metalloproteinase inhibitor 3 isoform X1	F GO:0005515 protein binding
LOC126282193	metalloproteinase inhibitor 3 isoform X1	F GO:0008191 metalloendopeptidase inhibitor activity
LOC126281537	polyamine-transporting ATPase 13A3-like	C GO:0016020 membrane
LOC126281537	polyamine-transporting ATPase 13A3-like	F GO:0005215 transporter activity
LOC126281537	polyamine-transporting ATPase 13A3-like	F GO:0005524 ATP binding
LOC126281537	polyamine-transporting ATPase 13A3-like	F GO:0016887 ATP hydrolysis activity
LOC126281538	RNA polymerase II elongation factor Ell-like	C GO:0008023 transcription elongation factor complex
LOC126281538	RNA polymerase II elongation factor Ell-like	P GO:0006368 transcription elongation by RNA polymerase II
LOC126281539	hsp70-Hsp90 organizing protein 3-like	F GO:0005515 protein binding
LOC126281924	epoxide hydrolase 4-like	F GO:0003824 catalytic activity
LOC126281320	protein Fe65 homolog	F GO:0005515 protein binding
LOC126281605	trypsin alpha-3-like	F GO:0004252 serine-type endopeptidase activity
LOC126281605	trypsin alpha-3-like	P GO:0006508 proteolysis
LOC126281373	neuroendocrine convertase 1-like	P GO:0006508 proteolysis
LOC126281373	neuroendocrine convertase 1-like	F GO:0004252 serine-type endopeptidase activity
LOC126281996	Heterogeneous nuclear ribonucleoprotein 27C	F GO:0003676 nucleic acid binding
LOC126281994	chondroitin sulfate synthase 1	C GO:0032580 Golgi cisterna membrane
LOC126281994	chondroitin sulfate synthase 1	F GO:0008376 acetylgalactosaminyltransferase activity
LOC126282231	bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like	C GO:0016020 membrane
LOC126282231	bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like	P GO:0055085 transmembrane transport
LOC126282233	bumetanide-sensitive sodium-(potassium)-chloride cotransporter	F GO:0015377 chloride:monoatomic cation symporter activity
LOC126282233	bumetanide-sensitive sodium-(potassium)-chloride cotransporter	P GO:0006811 monoatomic ion transport
LOC126282233	bumetanide-sensitive sodium-(potassium)-chloride cotransporter	P GO:0055085 transmembrane transport
LOC126282233	bumetanide-sensitive sodium-(potassium)-chloride cotransporter	C GO:0016020 membrane
LOC126281383	probable cytochrome P450 6a20	F GO:0004497 monooxygenase activity
LOC126281383	probable cytochrome P450 6a20	F GO:0005506 iron ion binding
LOC126281383	probable cytochrome P450 6a20	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126281383	probable cytochrome P450 6a20	F GO:0020037 heme binding
LOC126281382	probable cytochrome P450 6a20	F GO:0004497 monooxygenase activity
LOC126281382	probable cytochrome P450 6a20	F GO:0005506 iron ion binding
LOC126281382	probable cytochrome P450 6a20	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126281382	probable cytochrome P450 6a20	F GO:0020037 heme binding
LOC126281385	cytochrome P450 6j1-like	F GO:0004497 monooxygenase activity
LOC126281385	cytochrome P450 6j1-like	F GO:0005506 iron ion binding
LOC126281385	cytochrome P450 6j1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126281385	cytochrome P450 6j1-like	F GO:0020037 heme binding
LOC126281376	cytochrome P450 6a2-like	F GO:0004497 monooxygenase activity
LOC126281376	cytochrome P450 6a2-like	F GO:0005506 iron ion binding
LOC126281376	cytochrome P450 6a2-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126281376	cytochrome P450 6a2-like	F GO:0020037 heme binding
LOC126281508	probable cytochrome P450 6a13	F GO:0004497 monooxygenase activity
LOC126281508	probable cytochrome P450 6a13	F GO:0005506 iron ion binding
LOC126281508	probable cytochrome P450 6a13	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126281508	probable cytochrome P450 6a13	F GO:0020037 heme binding
LOC126281209	regulator of nonsense transcripts 1	F GO:0005524 ATP binding
LOC126281209	regulator of nonsense transcripts 1	F GO:0003677 DNA binding
LOC126281209	regulator of nonsense transcripts 1	F GO:0008270 zinc ion binding
LOC126281209	regulator of nonsense transcripts 1	F GO:0003723 RNA binding
LOC126281209	regulator of nonsense transcripts 1	F GO:0003724 RNA helicase activity
LOC126281209	regulator of nonsense transcripts 1	P GO:0000184 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
LOC126281209	regulator of nonsense transcripts 1	C GO:0005737 cytoplasm
LOC126281209	regulator of nonsense transcripts 1	F GO:0016787 hydrolase activity
LOC126282339	G-protein coupled receptor dmsr-1-like	F GO:0008528 G protein-coupled peptide receptor activity
LOC126282339	G-protein coupled receptor dmsr-1-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126282339	G-protein coupled receptor dmsr-1-like	C GO:0016020 membrane
LOC126281461	G-protein coupled receptor dmsr-1-like	F GO:0008528 G protein-coupled peptide receptor activity
LOC126281461	G-protein coupled receptor dmsr-1-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126281461	G-protein coupled receptor dmsr-1-like	C GO:0016020 membrane
LOC126282341	lipase 3-like	P GO:0006629 lipid metabolic process
LOC126281986	lipase 3-like	F GO:0016788 hydrolase activity, acting on ester bonds
LOC126281986	lipase 3-like	P GO:0006629 lipid metabolic process
LOC126281222	O-acyltransferase like protein-like	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC126281268	N-acetylgalactosaminyltransferase 6	C GO:0005794 Golgi apparatus
LOC126281268	N-acetylgalactosaminyltransferase 6	C GO:0016020 membrane
LOC126281268	N-acetylgalactosaminyltransferase 6	F GO:0016740 transferase activity
LOC126281636	XP_047121130.1 cyclin-A2-like	F GO:0016538 cyclin-dependent protein serine/threonine kinase regulator activity
LOC126281636	XP_047121130.1 cyclin-A2-like	P GO:0044772 mitotic cell cycle phase transition
LOC126281187	histone-lysine N-methyltransferase SUV39H1-like isoform X1	C GO:0000178 exosome (RNase complex)
LOC126281187	histone-lysine N-methyltransferase SUV39H1-like isoform X1	C GO:0005634 nucleus
LOC126281187	histone-lysine N-methyltransferase SUV39H1-like isoform X1	F GO:0005515 protein binding
LOC126281187	histone-lysine N-methyltransferase SUV39H1-like isoform X1	F GO:0008270 zinc ion binding
LOC126281187	histone-lysine N-methyltransferase SUV39H1-like isoform X1	F GO:0042054 histone methyltransferase activity
LOC126281187	histone-lysine N-methyltransferase SUV39H1-like isoform X1	P GO:0006396 RNA processing
LOC126281187	histone-lysine N-methyltransferase SUV39H1-like isoform X1	P GO:0006401 RNA catabolic process
LOC126281190	exosome complex component RRP45-like	C GO:0005622 intracellular anatomical structure
LOC126281194	histone deacetylase complex subunit SAP30 homolog isoform X2	F GO:0005515 protein binding
LOC126281192	N-acetylglucosamine-6-phosphate deacetylase	P GO:0006044 N-acetylglucosamine metabolic process
LOC126281192	N-acetylglucosamine-6-phosphate deacetylase	F GO:0008448 N-acetylglucosamine-6-phosphate deacetylase activity
LOC126281189	B-box type zinc finger protein ncl-1-like	F GO:0008270 zinc ion binding
LOC126282345	insulin-like growth factor-binding protein complex acid labile subunit	F GO:0005515 protein binding
LOC126282273	protein polybromo-1 isoform X8	F GO:0005515 protein binding
LOC126282346	S-adenosylmethionine synthase isoform X1	F GO:0004478 methionine adenosyltransferase activity
LOC126282346	S-adenosylmethionine synthase isoform X1	P GO:0006556 S-adenosylmethionine biosynthetic process
LOC126281541	lutropin-choriogonadotropic hormone receptor-like	C GO:0016020 membrane
LOC126281541	lutropin-choriogonadotropic hormone receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC126281541	lutropin-choriogonadotropic hormone receptor-like	F GO:0016500 protein-hormone receptor activity
LOC126281541	lutropin-choriogonadotropic hormone receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126282058	lutropin-choriogonadotropic hormone receptor-like	C GO:0016020 membrane
LOC126282058	lutropin-choriogonadotropic hormone receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC126282058	lutropin-choriogonadotropic hormone receptor-like	F GO:0005515 protein binding
LOC126282058	lutropin-choriogonadotropic hormone receptor-like	F GO:0016500 protein-hormone receptor activity
LOC126282058	lutropin-choriogonadotropic hormone receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126281261	zinc finger protein 330 homolog	C GO:0005634 nucleus
LOC126281261	zinc finger protein 330 homolog	F GO:0008270 zinc ion binding
LOC126282046	uncharacterized protein LOC126282046	F GO:0005515 protein binding
LOC126282049	glycine receptor subunit alpha-3 isoform X2	F GO:0005216 monoatomic ion channel activity
LOC126282049	glycine receptor subunit alpha-3 isoform X2	F GO:0004888 transmembrane signaling receptor activity
LOC126282049	glycine receptor subunit alpha-3 isoform X2	P GO:0034220 monoatomic ion transmembrane transport
LOC126282049	glycine receptor subunit alpha-3 isoform X2	C GO:0016020 membrane
LOC126281271	von Willebrand factor A domain-containing protein 8	F GO:0005524 ATP binding
LOC126281271	von Willebrand factor A domain-containing protein 8	F GO:0016887 ATP hydrolysis activity
LOC126281284	histone deacetylase 11	F GO:0004407 histone deacetylase activity
LOC126281285	forkhead box protein K1-like isoform X1	F GO:0003700 DNA-binding transcription factor activity
LOC126281285	forkhead box protein K1-like isoform X1	F GO:0043565 sequence-specific DNA binding
LOC126281285	forkhead box protein K1-like isoform X1	P GO:0006355 regulation of DNA-templated transcription
LOC126281287	protein ILRUN	F GO:0005515 protein binding
LOC126281259	cobalamin trafficking protein CblD	P GO:0009235 cobalamin metabolic process
LOC126281936	probable ATP-dependent RNA helicase DDX10	F GO:0003723 RNA binding
LOC126281936	probable ATP-dependent RNA helicase DDX10	F GO:0003724 RNA helicase activity
LOC126281936	probable ATP-dependent RNA helicase DDX10	F GO:0005524 ATP binding
LOC126281936	probable ATP-dependent RNA helicase DDX10	F GO:0016787 hydrolase activity
LOC126281937	Bardet-Biedl syndrome 7 protein homolog isoform X1	F GO:0005515 protein binding
LOC126281939	alkylated DNA repair protein alkB homolog 8	F GO:0008757 S-adenosylmethionine-dependent methyltransferase activity
LOC126281938	THO complex subunit 2 isoform X3	C GO:0000347 THO complex
LOC126281938	THO complex subunit 2 isoform X3	P GO:0006397 mRNA processing
LOC126281938	THO complex subunit 2 isoform X3	P GO:0006406 mRNA export from nucleus
LOC126281928	dual oxidase-like	F GO:0004601 peroxidase activity
LOC126281928	dual oxidase-like	P GO:0006979 response to oxidative stress
LOC126281928	dual oxidase-like	F GO:0005509 calcium ion binding
LOC126281928	dual oxidase-like	F GO:0020037 heme binding
LOC126281929	GPI mannosyltransferase 2	F GO:0000009 alpha-1,6-mannosyltransferase activity
LOC126281929	GPI mannosyltransferase 2	F GO:0004376 glycolipid mannosyltransferase activity
LOC126281929	GPI mannosyltransferase 2	P GO:0006506 GPI anchor biosynthetic process
LOC126281930	dual oxidase maturation factor 1-like isoform X2	C GO:0005783 endoplasmic reticulum
LOC126281930	dual oxidase maturation factor 1-like isoform X2	C GO:0016020 membrane
LOC126281930	dual oxidase maturation factor 1-like isoform X2	F GO:0000030 mannosyltransferase activity
LOC126281295	probable protein phosphatase 2C T23F11.1 isoform X1	F GO:0004722 protein serine/threonine phosphatase activity
LOC126281295	probable protein phosphatase 2C T23F11.1 isoform X1	F GO:0046872 metal ion binding
LOC126281167	peptidyl-prolyl cis-trans isomerase D isoform X1	F GO:0003755 peptidyl-prolyl cis-trans isomerase activity
LOC126281167	peptidyl-prolyl cis-trans isomerase D isoform X1	P GO:0000413 protein peptidyl-prolyl isomerization
LOC126281168	60S ribosomal protein L27a	C GO:0015934 large ribosomal subunit
LOC126281168	60S ribosomal protein L27a	F GO:0003735 structural constituent of ribosome
LOC126281168	60S ribosomal protein L27a	P GO:0006412 translation
LOC126281169	WD repeat domain phosphoinositide-interacting protein 4-like	F GO:0005515 protein binding
LOC126281845	splicing factor 3A subunit 2	C GO:0005634 nucleus
LOC126281845	splicing factor 3A subunit 2	F GO:0003676 nucleic acid binding
LOC126281845	splicing factor 3A subunit 2	F GO:0008270 zinc ion binding
LOC126281355	asparagine--tRNA ligase, cytoplasmic	F GO:0003676 nucleic acid binding
LOC126281355	asparagine--tRNA ligase, cytoplasmic	F GO:0005524 ATP binding
LOC126281355	asparagine--tRNA ligase, cytoplasmic	F GO:0004816 asparagine-tRNA ligase activity
LOC126281355	asparagine--tRNA ligase, cytoplasmic	P GO:0006421 asparaginyl-tRNA aminoacylation
LOC126282352	paired mesoderm homeobox protein 2A-like	F GO:0003677 DNA binding
LOC126281595	mediator of RNA polymerase II transcription subunit 25 isoform X2	C GO:0005634 nucleus
LOC126281596	rho GTPase-activating protein 26 isoform X3	C GO:0005737 cytoplasm
LOC126281596	rho GTPase-activating protein 26 isoform X3	F GO:0005515 protein binding
LOC126281598	ets DNA-binding protein pokkuri	F GO:0003700 DNA-binding transcription factor activity
LOC126281598	ets DNA-binding protein pokkuri	F GO:0043565 sequence-specific DNA binding
LOC126281598	ets DNA-binding protein pokkuri	P GO:0006355 regulation of DNA-templated transcription
LOC126281336	helix-loop-helix protein 3-like	F GO:0046983 protein dimerization activity
LOC126281223	dual specificity mitogen-activated protein kinase kinase dSOR1 isoform X1	F GO:0004672 protein kinase activity
LOC126281223	dual specificity mitogen-activated protein kinase kinase dSOR1 isoform X1	F GO:0005524 ATP binding
LOC126281223	dual specificity mitogen-activated protein kinase kinase dSOR1 isoform X1	P GO:0006468 protein phosphorylation
LOC126281224	40S ribosomal protein S13	C GO:0005840 ribosome
LOC126281224	40S ribosomal protein S13	F GO:0003735 structural constituent of ribosome
LOC126281224	40S ribosomal protein S13	P GO:0006412 translation
LOC126281478	glycogen-binding subunit 76A	F GO:0005515 protein binding
LOC126281321	leucine--tRNA ligase, cytoplasmic	F GO:0005524 ATP binding
LOC126281321	leucine--tRNA ligase, cytoplasmic	P GO:0006429 leucyl-tRNA aminoacylation
LOC126281321	leucine--tRNA ligase, cytoplasmic	F GO:0004823 leucine-tRNA ligase activity
LOC126281321	leucine--tRNA ligase, cytoplasmic	F GO:0002161 aminoacyl-tRNA editing activity
LOC126281324	uncharacterized protein LOC126281324	P GO:0032007 negative regulation of TOR signaling
LOC126281324	uncharacterized protein LOC126281324	P GO:0048011 neurotrophin TRK receptor signaling pathway
LOC126281246	eukaryotic translation initiation factor 3 subunit M	F GO:0003743 translation initiation factor activity
LOC126281246	eukaryotic translation initiation factor 3 subunit M	C GO:0005852 eukaryotic translation initiation factor 3 complex
LOC126281245	cysteine--tRNA ligase, cytoplasmic isoform X1	F GO:0036094 small molecule binding
LOC126281499	multidrug resistance protein homolog 49-like	C GO:0016020 membrane
LOC126281499	multidrug resistance protein homolog 49-like	F GO:0005524 ATP binding
LOC126281499	multidrug resistance protein homolog 49-like	F GO:0016887 ATP hydrolysis activity
LOC126281499	multidrug resistance protein homolog 49-like	F GO:0140359 ABC-type transporter activity
LOC126281499	multidrug resistance protein homolog 49-like	P GO:0055085 transmembrane transport
LOC126281500	multidrug resistance protein homolog 49-like isoform X1	C GO:0016020 membrane
LOC126281500	multidrug resistance protein homolog 49-like isoform X1	F GO:0005524 ATP binding
LOC126281500	multidrug resistance protein homolog 49-like isoform X1	F GO:0016887 ATP hydrolysis activity
LOC126281502	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	F GO:0008318 protein prenyltransferase activity
LOC126281502	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	P GO:0018342 protein prenylation
LOC126281446	aldehyde dehydrogenase, mitochondrial	F GO:0016620 oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
LOC126281447	sodium channel protein para	P GO:0006814 sodium ion transport
LOC126281447	sodium channel protein para	P GO:0055085 transmembrane transport
LOC126281447	sodium channel protein para	F GO:0005509 calcium ion binding
LOC126281447	sodium channel protein para	C GO:0001518 voltage-gated sodium channel complex
LOC126281447	sodium channel protein para	F GO:0005248 voltage-gated sodium channel activity
LOC126281448	protein croquemort-like	C GO:0016020 membrane
LOC126282266	lysoplasmalogenase-like protein TMEM86A isoform X1	C GO:0016020 membrane
LOC126282268	LIRP isoform X1	C GO:0005576 extracellular region
LOC126282268	LIRP isoform X1	F GO:0005179 hormone activity
LOC126281459	protein O-mannosyl-transferase Tmtc3	F GO:0005515 protein binding
LOC126281881	tetraspanin-2A	C GO:0016020 membrane
LOC126281884	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281884	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281951	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281951	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281533	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281533	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281988	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281988	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126282359	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126282359	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281990	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281990	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281989	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281989	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281671	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281671	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281670	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281670	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281669	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281669	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281665	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281665	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281666	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281666	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
LOC126281667	myrosinase 1-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126281667	myrosinase 1-like	P GO:0005975 carbohydrate metabolic process
