Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC124789524	cytochrome P450 4d2-like isoform X3	F GO:0020037 heme binding
LOC124788708	cytochrome P450 4V2-like	F GO:0004497 monooxygenase activity
LOC124788708	cytochrome P450 4V2-like	F GO:0005506 iron ion binding
LOC124788708	cytochrome P450 4V2-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC124788708	cytochrome P450 4V2-like	F GO:0020037 heme binding
LOC124788709	cytochrome P450 4C1-like	F GO:0004497 monooxygenase activity
LOC124788709	cytochrome P450 4C1-like	F GO:0005506 iron ion binding
LOC124788709	cytochrome P450 4C1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC124788709	cytochrome P450 4C1-like	F GO:0020037 heme binding
LOC124788710	aminopeptidase N-like	F GO:0008237 metallopeptidase activity
LOC124788710	aminopeptidase N-like	F GO:0008270 zinc ion binding
LOC124788710	aminopeptidase N-like	P GO:0006508 proteolysis
LOC124789872	ATP-dependent RNA helicase abstrakt	F GO:0003676 nucleic acid binding
LOC124789872	ATP-dependent RNA helicase abstrakt	F GO:0003724 RNA helicase activity
LOC124789872	ATP-dependent RNA helicase abstrakt	F GO:0005524 ATP binding
LOC124789872	ATP-dependent RNA helicase abstrakt	F GO:0008270 zinc ion binding
LOC124789872	ATP-dependent RNA helicase abstrakt	P GO:0000398 mRNA splicing, via spliceosome
LOC124787830	uncharacterized protein LOC124787830 isoform X1	P GO:0007165 signal transduction
LOC124789800	vascular endothelial growth factor A-A-like	C GO:0016020 membrane
LOC124789800	vascular endothelial growth factor A-A-like	F GO:0008083 growth factor activity
LOC124788716	chondroitin proteoglycan 2-like	C GO:0005576 extracellular region
LOC124788716	chondroitin proteoglycan 2-like	F GO:0008061 chitin binding
LOC124787977	peritrophin-1-like	C GO:0005576 extracellular region
LOC124787977	peritrophin-1-like	F GO:0008061 chitin binding
LOC124788717	peritrophin-1-like	C GO:0005576 extracellular region
LOC124788717	peritrophin-1-like	F GO:0008061 chitin binding
LOC124787673	peritrophin-1-like	C GO:0005576 extracellular region
LOC124787673	peritrophin-1-like	F GO:0008061 chitin binding
LOC124788718	peritrophin-1-like	C GO:0005576 extracellular region
LOC124788718	peritrophin-1-like	F GO:0008061 chitin binding
LOC124790096	peritrophin-1-like	C GO:0005576 extracellular region
LOC124790096	peritrophin-1-like	F GO:0008061 chitin binding
LOC124788720	uncharacterized protein LOC124788720	C GO:0005576 extracellular region
LOC124788720	uncharacterized protein LOC124788720	F GO:0008061 chitin binding
LOC124788721	probable chitinase 10	C GO:0005576 extracellular region
LOC124788721	probable chitinase 10	F GO:0008061 chitin binding
LOC124788722	probable chitinase 10	C GO:0005576 extracellular region
LOC124788722	probable chitinase 10	F GO:0008061 chitin binding
LOC124787703	phospholipid-transporting ATPase ABCA1-like isoform X2	C GO:0016020 membrane
LOC124787703	phospholipid-transporting ATPase ABCA1-like isoform X2	F GO:0005524 ATP binding
LOC124787703	phospholipid-transporting ATPase ABCA1-like isoform X2	F GO:0016887 ATP hydrolysis activity
LOC124787703	phospholipid-transporting ATPase ABCA1-like isoform X2	F GO:0140359 ABC-type transporter activity
LOC124789520	lariat debranching enzyme	F GO:0016788 hydrolase activity, acting on ester bonds
LOC124789520	lariat debranching enzyme	P GO:0006397 mRNA processing
LOC124788725	MFS-type transporter clz9-like	F GO:0003676 nucleic acid binding
LOC124790133	mitochondrial ornithine transporter 1-like isoform X2	C GO:0016020 membrane
LOC124788219	low-density lipoprotein receptor-related protein 6	F GO:0005515 protein binding
LOC124789320	chitobiosyldiphosphodolichol beta-mannosyltransferase	F GO:0016757 glycosyltransferase activity
LOC124789321	NHP2-like protein 1	C GO:0005730 nucleolus
LOC124789321	NHP2-like protein 1	F GO:0003723 RNA binding
LOC124788726	dipeptidase 1-like	F GO:0070573 metallodipeptidase activity
LOC124788726	dipeptidase 1-like	P GO:0006508 proteolysis
LOC124788728	dipeptidase 1-like	F GO:0070573 metallodipeptidase activity
LOC124788728	dipeptidase 1-like	P GO:0006508 proteolysis
LOC124789352	paired amphipathic helix protein Sin3a-like	P GO:0006355 regulation of DNA-templated transcription
LOC124788730	5-hydroxytryptamine receptor-like	C GO:0016020 membrane
LOC124788730	5-hydroxytryptamine receptor-like	F GO:0004930 G protein-coupled receptor activity
LOC124788730	5-hydroxytryptamine receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788732	uncharacterized protein LOC124788732	F GO:0000166 nucleotide binding
LOC124788732	uncharacterized protein LOC124788732	F GO:0003677 DNA binding
LOC124788732	uncharacterized protein LOC124788732	F GO:0003887 DNA-directed DNA polymerase activity
LOC124788732	uncharacterized protein LOC124788732	P GO:0006260 DNA replication
LOC124788734	uncharacterized protein LOC124788734	C GO:0005576 extracellular region
LOC124788734	uncharacterized protein LOC124788734	F GO:0008061 chitin binding
LOC124788735	peritrophin-44-like	C GO:0005576 extracellular region
LOC124788735	peritrophin-44-like	F GO:0008061 chitin binding
LOC124789675	octopamine receptor beta-2R	C GO:0016020 membrane
LOC124789675	octopamine receptor beta-2R	F GO:0004930 G protein-coupled receptor activity
LOC124789675	octopamine receptor beta-2R	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788738	neuropeptide F receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788738	neuropeptide F receptor-like	C GO:0016020 membrane
LOC124788738	neuropeptide F receptor-like	F GO:0004983 neuropeptide Y receptor activity
LOC124787934	ATP-dependent RNA helicase DHX8	F GO:0003676 nucleic acid binding
LOC124787934	ATP-dependent RNA helicase DHX8	F GO:0003724 RNA helicase activity
LOC124787934	ATP-dependent RNA helicase DHX8	F GO:0005524 ATP binding
LOC124787934	ATP-dependent RNA helicase DHX8	P GO:0000398 mRNA splicing, via spliceosome
LOC124787936	mitochondrial ribonuclease P protein 1 homolog	C GO:0005739 mitochondrion
LOC124787936	mitochondrial ribonuclease P protein 1 homolog	P GO:0008033 tRNA processing
LOC124789879	pentatricopeptide repeat-containing protein 1, mitochondrial	F GO:0005515 protein binding
LOC124789477	eukaryotic translation initiation factor 3 subunit L	F GO:0003743 translation initiation factor activity
LOC124789477	eukaryotic translation initiation factor 3 subunit L	C GO:0005852 eukaryotic translation initiation factor 3 complex
LOC124787978	knirps-related protein-like	F GO:0003700 DNA-binding transcription factor activity
LOC124787978	knirps-related protein-like	F GO:0008270 zinc ion binding
LOC124787978	knirps-related protein-like	F GO:0043565 sequence-specific DNA binding
LOC124787978	knirps-related protein-like	P GO:0006355 regulation of DNA-templated transcription
LOC124788745	knirps-related protein-like	F GO:0003700 DNA-binding transcription factor activity
LOC124788745	knirps-related protein-like	F GO:0008270 zinc ion binding
LOC124788745	knirps-related protein-like	F GO:0043565 sequence-specific DNA binding
LOC124788745	knirps-related protein-like	P GO:0006355 regulation of DNA-templated transcription
LOC124789576	protein embryonic gonad-like	F GO:0003700 DNA-binding transcription factor activity
LOC124789576	protein embryonic gonad-like	F GO:0008270 zinc ion binding
LOC124789576	protein embryonic gonad-like	F GO:0043565 sequence-specific DNA binding
LOC124789576	protein embryonic gonad-like	P GO:0006355 regulation of DNA-templated transcription
LOC124787689	acyl-protein thioesterase 1	F GO:0016787 hydrolase activity
LOC124787734	puromycin-sensitive aminopeptidase-like	F GO:0008233 peptidase activity
LOC124787734	puromycin-sensitive aminopeptidase-like	F GO:0046872 metal ion binding
LOC124788135	F-box only protein 32	F GO:0005515 protein binding
LOC124789404	nuclear envelope phosphatase-regulatory subunit 1	C GO:0071595 Nem1-Spo7 phosphatase complex
LOC124789404	nuclear envelope phosphatase-regulatory subunit 1	P GO:0035307 obsolete positive regulation of protein dephosphorylation
LOC124788191	hypothetical protein ONE63_006077	F GO:0031267 small GTPase binding
LOC124788016	mitochondrial dimethyladenosine transferase 1	F GO:0000179 rRNA (adenine-N6,N6-)-dimethyltransferase activity
LOC124788016	mitochondrial dimethyladenosine transferase 1	P GO:0006364 rRNA processing
LOC124788747	sodium channel protein Nach-like	C GO:0016020 membrane
LOC124788747	sodium channel protein Nach-like	F GO:0005272 sodium channel activity
LOC124788747	sodium channel protein Nach-like	P GO:0006814 sodium ion transport
LOC124788281	uncharacterized protein LOC124788281 isoform X1	F GO:0046983 protein dimerization activity
LOC124788751	probable sodium/potassium/calcium exchanger CG1090	C GO:0016020 membrane
LOC124788751	probable sodium/potassium/calcium exchanger CG1090	P GO:0055085 transmembrane transport
LOC124788302	tetratricopeptide repeat protein 1-like	F GO:0005515 protein binding
LOC124787931	probable RNA helicase armi	F GO:0004386 helicase activity
LOC124790054	hexosaminidase D-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC124790054	hexosaminidase D-like	P GO:0005975 carbohydrate metabolic process
LOC124790075	proliferation marker protein Ki-67-like	F GO:0005515 protein binding
LOC124788645	ninjurin-1-like isoform X2	C GO:0016020 membrane
LOC124788645	ninjurin-1-like isoform X2	P GO:0007155 cell adhesion
LOC124788645	ninjurin-1-like isoform X2	P GO:0042246 tissue regeneration
LOC124789737	serine/threonine-protein kinase 32A	F GO:0004672 protein kinase activity
LOC124789737	serine/threonine-protein kinase 32A	F GO:0005524 ATP binding
LOC124789737	serine/threonine-protein kinase 32A	P GO:0006468 protein phosphorylation
LOC124789354	4-hydroxybutyrate coenzyme A transferase	F GO:0008410 CoA-transferase activity
LOC124788009	V-type proton ATPase subunit B	C GO:0033180 proton-transporting V-type ATPase, V1 domain
LOC124788009	V-type proton ATPase subunit B	F GO:0005524 ATP binding
LOC124788009	V-type proton ATPase subunit B	F GO:0046961 proton-transporting ATPase activity, rotational mechanism
LOC124788009	V-type proton ATPase subunit B	P GO:0046034 ATP metabolic process
LOC124788009	V-type proton ATPase subunit B	P GO:1902600 proton transmembrane transport
LOC124789908	uncharacterized protein LOC124789908	C GO:0005667 transcription regulator complex
LOC124789908	uncharacterized protein LOC124789908	P GO:0006355 regulation of DNA-templated transcription
LOC124789169	39S ribosomal protein L21, mitochondrial isoform X1	C GO:0005840 ribosome
LOC124787926	rab GDP dissociation inhibitor alpha	F GO:0005093 Rab GDP-dissociation inhibitor activity
LOC124787926	rab GDP dissociation inhibitor alpha	P GO:0007264 small GTPase-mediated signal transduction
LOC124787926	rab GDP dissociation inhibitor alpha	P GO:0015031 protein transport
LOC124788426	phospholipid-transporting ATPase VA isoform X3	C GO:0016020 membrane
LOC124788426	phospholipid-transporting ATPase VA isoform X3	F GO:0005524 ATP binding
LOC124788426	phospholipid-transporting ATPase VA isoform X3	F GO:0016887 ATP hydrolysis activity
LOC124788286	ATP-dependent (S)-NAD(P)H-hydrate dehydratase isoform X1	F GO:0016836 hydro-lyase activity
LOC124788758	uncharacterized protein LOC124788758	F GO:0004252 serine-type endopeptidase activity
LOC124788758	uncharacterized protein LOC124788758	P GO:0006508 proteolysis
LOC124789648	28S ribosomal protein S34, mitochondrial	C GO:0005739 mitochondrion
LOC124789648	28S ribosomal protein S34, mitochondrial	F GO:0003735 structural constituent of ribosome
LOC124789562	radical SAM superfamily domain-containing protein	F GO:0003824 catalytic activity
LOC124789562	radical SAM superfamily domain-containing protein	F GO:0051536 iron-sulfur cluster binding
LOC124788261	xylose isomerase-like	F GO:0009045 xylose isomerase activity
LOC124788261	xylose isomerase-like	P GO:0005975 carbohydrate metabolic process
LOC124787993	hypothetical protein RR48_02348	F GO:0016740 transferase activity
LOC124787993	hypothetical protein RR48_02348	P GO:0008152 metabolic process
LOC124789345	dynein axonemal assembly factor 11	F GO:0005515 protein binding
LOC124788195	ras-related protein Rab-10	F GO:0003924 GTPase activity
LOC124788195	ras-related protein Rab-10	F GO:0005525 GTP binding
LOC124789768	tonsoku-like protein isoform X1	F GO:0005515 protein binding
LOC124789537	tRNA N6-adenosine threonylcarbamoyltransferase isoform X1	F GO:0016740 transferase activity
LOC124788762	synaptotagmin-5, partial	C GO:0016020 membrane
LOC124789572	gamma-glutamyl hydrolase-like	F GO:0008242 omega peptidase activity
LOC124790100	DIS3-like exonuclease 2	F GO:0003723 RNA binding
LOC124790100	DIS3-like exonuclease 2	F GO:0004540 RNA nuclease activity
LOC124787929	E3 ubiquitin-protein ligase MARCHF6	F GO:0008270 zinc ion binding
LOC124788773	thioredoxin, mitochondrial-like	F GO:0015035 protein-disulfide reductase activity
LOC124789491	thioredoxin, mitochondrial-like	F GO:0015035 protein-disulfide reductase activity
LOC124789367	GTP-binding protein Di-Ras1	F GO:0003924 GTPase activity
LOC124789367	GTP-binding protein Di-Ras1	F GO:0005525 GTP binding
LOC124788774	lipase member H-like	F GO:0016298 lipase activity
LOC124788774	lipase member H-like	P GO:0006629 lipid metabolic process
LOC124789668	ORM1-like protein 3	C GO:0005789 endoplasmic reticulum membrane
LOC124788211	2-aminoethanethiol dioxygenase isoform X1	F GO:0016702 oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
LOC124789748	dynactin subunit 2-like	C GO:0005869 dynactin complex
LOC124789748	dynactin subunit 2-like	P GO:0007017 microtubule-based process
LOC124790131	tRNA pseudouridine synthase-like 1 isoform X3	P GO:0001522 pseudouridine synthesis
LOC124790131	tRNA pseudouridine synthase-like 1 isoform X3	F GO:0003723 RNA binding
LOC124790131	tRNA pseudouridine synthase-like 1 isoform X3	F GO:0009982 pseudouridine synthase activity
LOC124790132	dual specificity protein phosphatase 19	P GO:0006470 protein dephosphorylation
LOC124790045	protein RER1	C GO:0016020 membrane
LOC124788288	coenzyme Q-binding protein COQ10 homolog A, mitochondrial-like isoform X1	F GO:0048039 ubiquinone binding
LOC124788288	coenzyme Q-binding protein COQ10 homolog A, mitochondrial-like isoform X1	P GO:0045333 cellular respiration
LOC124789981	peptidyl-prolyl cis-trans isomerase H	F GO:0003755 peptidyl-prolyl cis-trans isomerase activity
LOC124789981	peptidyl-prolyl cis-trans isomerase H	P GO:0000413 protein peptidyl-prolyl isomerization
LOC124789997	sodium channel protein Nach-like	C GO:0016020 membrane
LOC124789997	sodium channel protein Nach-like	F GO:0005272 sodium channel activity
LOC124789997	sodium channel protein Nach-like	P GO:0006814 sodium ion transport
LOC124789588	LOW QUALITY PROTEIN: small RNA degrading nuclease 5	F GO:0003676 nucleic acid binding
LOC124787895	BTB/POZ domain-containing protein 1-like isoform X1	F GO:0005515 protein binding
LOC124788777	triokinase/FMN cyclase-like	F GO:0004371 glycerone kinase activity
LOC124788777	triokinase/FMN cyclase-like	P GO:0006071 glycerol metabolic process
LOC124787787	tetraspanin-33-like	C GO:0016020 membrane
LOC124787792	disks large-associated protein 5-like	P GO:0023052 signaling
LOC124787790	mpv17-like protein 2 isoform X1	C GO:0016020 membrane
LOC124787742	N-acetylneuraminate 9-O-acetyltransferase isoform X1	C GO:0005794 Golgi apparatus
LOC124787742	N-acetylneuraminate 9-O-acetyltransferase isoform X1	C GO:0016020 membrane
LOC124787742	N-acetylneuraminate 9-O-acetyltransferase isoform X1	F GO:0016740 transferase activity
LOC124787742	N-acetylneuraminate 9-O-acetyltransferase isoform X1	P GO:0005975 carbohydrate metabolic process
LOC124788215	protein phosphatase 1 regulatory subunit 16A	F GO:0005515 protein binding
LOC124788779	atherin	P GO:0016311 dephosphorylation
LOC124788272	cytochrome P450 4g15-like	F GO:0004497 monooxygenase activity
LOC124788272	cytochrome P450 4g15-like	F GO:0005506 iron ion binding
LOC124788272	cytochrome P450 4g15-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC124788272	cytochrome P450 4g15-like	F GO:0020037 heme binding
LOC124788540	1-phosphatidylinositol 3-phosphate 5-kinase	F GO:0005524 ATP binding
LOC124788540	1-phosphatidylinositol 3-phosphate 5-kinase	F GO:0000285 1-phosphatidylinositol-3-phosphate 5-kinase activity
LOC124788540	1-phosphatidylinositol 3-phosphate 5-kinase	F GO:0046872 metal ion binding
LOC124788540	1-phosphatidylinositol 3-phosphate 5-kinase	P GO:0046488 phosphatidylinositol metabolic process
LOC124788540	1-phosphatidylinositol 3-phosphate 5-kinase	P GO:0035556 intracellular signal transduction
LOC124788780	serine/threonine-protein kinase 33-like	F GO:0004672 protein kinase activity
LOC124788780	serine/threonine-protein kinase 33-like	F GO:0005524 ATP binding
LOC124788780	serine/threonine-protein kinase 33-like	P GO:0006468 protein phosphorylation
LOC124788781	serine/threonine-protein kinase 33-like	F GO:0004672 protein kinase activity
LOC124788781	serine/threonine-protein kinase 33-like	F GO:0005524 ATP binding
LOC124788781	serine/threonine-protein kinase 33-like	P GO:0006468 protein phosphorylation
LOC124788783	uncharacterized PE-PGRS family protein PE_PGRS54-like	C GO:0005576 extracellular region
LOC124788783	uncharacterized PE-PGRS family protein PE_PGRS54-like	F GO:0008061 chitin binding
LOC124787857	cytochrome P450 4g15	F GO:0004497 monooxygenase activity
LOC124787857	cytochrome P450 4g15	F GO:0005506 iron ion binding
LOC124787857	cytochrome P450 4g15	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC124787857	cytochrome P450 4g15	F GO:0020037 heme binding
LOC124789484	TWiK family of potassium channels protein 7	C GO:0016020 membrane
LOC124789484	TWiK family of potassium channels protein 7	F GO:0005267 potassium channel activity
LOC124789484	TWiK family of potassium channels protein 7	P GO:0071805 potassium ion transmembrane transport
LOC124789688	TIP41-like protein	P GO:0043666 obsolete regulation of phosphoprotein phosphatase activity
LOC124790084	uncharacterized protein LOC124790084	C GO:0005576 extracellular region
LOC124790084	uncharacterized protein LOC124790084	F GO:0008061 chitin binding
LOC124789850	cell wall protein DAN4-like	C GO:0005576 extracellular region
LOC124789850	cell wall protein DAN4-like	F GO:0008061 chitin binding
LOC124789741	uncharacterized protein LOC124789741	F GO:0046983 protein dimerization activity
LOC124788348	achaete-scute homolog 1a-like	F GO:0046983 protein dimerization activity
LOC124788788	inactive pancreatic lipase-related protein 1-like	F GO:0016298 lipase activity
LOC124788788	inactive pancreatic lipase-related protein 1-like	P GO:0006629 lipid metabolic process
LOC124788789	protein kinase C-binding protein NELL1-like	F GO:0005515 protein binding
LOC124787717	uncharacterized protein LOC124787717	F GO:0046872 metal ion binding
LOC124789451	splicing factor YJU2	P GO:0000398 mRNA splicing, via spliceosome
LOC124788273	hypothetical protein B566_EDAN011566	F GO:0005506 iron ion binding
LOC124788273	hypothetical protein B566_EDAN011566	F GO:0016491 oxidoreductase activity
LOC124788273	hypothetical protein B566_EDAN011566	P GO:0008610 lipid biosynthetic process
LOC124790067	adenylate cyclase type 9	P GO:0009190 cyclic nucleotide biosynthetic process
LOC124790067	adenylate cyclase type 9	P GO:0035556 intracellular signal transduction
LOC124788792	gamma-aminobutyric acid receptor alpha-like	P GO:0034220 monoatomic ion transmembrane transport
LOC124788792	gamma-aminobutyric acid receptor alpha-like	C GO:0016020 membrane
LOC124788792	gamma-aminobutyric acid receptor alpha-like	F GO:0004890 GABA-A receptor activity
LOC124788792	gamma-aminobutyric acid receptor alpha-like	F GO:0005230 extracellular ligand-gated monoatomic ion channel activity
LOC124788138	uncharacterized protein LOC124788138 isoform X1	C GO:0016020 membrane
LOC124788138	uncharacterized protein LOC124788138 isoform X1	P GO:0006811 monoatomic ion transport
LOC124789792	gamma-aminobutyric acid receptor subunit beta-like isoform X1	P GO:0034220 monoatomic ion transmembrane transport
LOC124789792	gamma-aminobutyric acid receptor subunit beta-like isoform X1	C GO:0016020 membrane
LOC124789792	gamma-aminobutyric acid receptor subunit beta-like isoform X1	F GO:0004890 GABA-A receptor activity
LOC124789792	gamma-aminobutyric acid receptor subunit beta-like isoform X1	F GO:0005230 extracellular ligand-gated monoatomic ion channel activity
LOC124789608	low-density lipoprotein receptor-related protein 4	F GO:0005515 protein binding
LOC124788340	ABC transporter G family member 23	F GO:0005524 ATP binding
LOC124788340	ABC transporter G family member 23	F GO:0016887 ATP hydrolysis activity
LOC124788022	UDP-galactose translocator	F GO:0015165 pyrimidine nucleotide-sugar transmembrane transporter activity
LOC124788022	UDP-galactose translocator	C GO:0000139 Golgi membrane
LOC124788022	UDP-galactose translocator	P GO:0090481 pyrimidine nucleotide-sugar transmembrane transport
LOC124788480	exosome complex component CSL4	C GO:0000178 exosome (RNase complex)
LOC124788480	exosome complex component CSL4	F GO:0003723 RNA binding
LOC124788255	formin-J-like isoform X3	C GO:0000922 spindle pole
LOC124788255	formin-J-like isoform X3	C GO:0005634 nucleus
LOC124788255	formin-J-like isoform X3	C GO:0005737 cytoplasm
LOC124788255	formin-J-like isoform X3	C GO:0005815 microtubule organizing center
LOC124788255	formin-J-like isoform X3	C GO:0005874 microtubule
LOC124788255	formin-J-like isoform X3	F GO:0003712 transcription coregulator activity
LOC124788255	formin-J-like isoform X3	F GO:0003723 RNA binding
LOC124788255	formin-J-like isoform X3	F GO:0043015 gamma-tubulin binding
LOC124788255	formin-J-like isoform X3	P GO:0006355 regulation of DNA-templated transcription
LOC124788255	formin-J-like isoform X3	P GO:0007020 microtubule nucleation
LOC124789735	disks large-associated protein 5-like	P GO:0023052 signaling
LOC124788798	prolactin-releasing peptide receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788798	prolactin-releasing peptide receptor-like	C GO:0016020 membrane
LOC124788798	prolactin-releasing peptide receptor-like	F GO:0004983 neuropeptide Y receptor activity
LOC124788799	prolactin-releasing peptide receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788799	prolactin-releasing peptide receptor-like	C GO:0016020 membrane
LOC124788799	prolactin-releasing peptide receptor-like	F GO:0004983 neuropeptide Y receptor activity
LOC124788282	prolactin-releasing peptide receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788282	prolactin-releasing peptide receptor-like	C GO:0016020 membrane
LOC124788282	prolactin-releasing peptide receptor-like	F GO:0004983 neuropeptide Y receptor activity
LOC124788800	peptidoglycan-recognition protein SC2-like	F GO:0008745 N-acetylmuramoyl-L-alanine amidase activity
LOC124788800	peptidoglycan-recognition protein SC2-like	P GO:0009253 peptidoglycan catabolic process
LOC124788801	peptidoglycan-recognition protein 1-like	F GO:0008745 N-acetylmuramoyl-L-alanine amidase activity
LOC124788801	peptidoglycan-recognition protein 1-like	P GO:0009253 peptidoglycan catabolic process
LOC124789687	protein scarlet-like	C GO:0016020 membrane
LOC124789687	protein scarlet-like	F GO:0005524 ATP binding
LOC124789687	protein scarlet-like	F GO:0016887 ATP hydrolysis activity
LOC124789687	protein scarlet-like	F GO:0140359 ABC-type transporter activity
LOC124788045	hypothetical protein B566_EDAN002159	F GO:0004497 monooxygenase activity
LOC124788045	hypothetical protein B566_EDAN002159	F GO:0005506 iron ion binding
LOC124788045	hypothetical protein B566_EDAN002159	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC124788045	hypothetical protein B566_EDAN002159	F GO:0020037 heme binding
LOC124789349	tripartite motif-containing protein 2-like isoform X1	F GO:0005515 protein binding
LOC124789349	tripartite motif-containing protein 2-like isoform X1	F GO:0008270 zinc ion binding
LOC124789479	probable tRNA pseudouridine synthase 1 isoform X3	P GO:0001522 pseudouridine synthesis
LOC124789479	probable tRNA pseudouridine synthase 1 isoform X3	F GO:0003723 RNA binding
LOC124789479	probable tRNA pseudouridine synthase 1 isoform X3	P GO:0006396 RNA processing
LOC124789479	probable tRNA pseudouridine synthase 1 isoform X3	F GO:0009982 pseudouridine synthase activity
LOC124789980	large neutral amino acids transporter small subunit 1	C GO:0016020 membrane
LOC124789980	large neutral amino acids transporter small subunit 1	F GO:0022857 transmembrane transporter activity
LOC124789980	large neutral amino acids transporter small subunit 1	P GO:0055085 transmembrane transport
LOC124788210	patched domain-containing protein 3	C GO:0016020 membrane
LOC124790097	pro-corazonin-like	F GO:0071858 corazonin receptor binding
LOC124790097	pro-corazonin-like	P GO:0045823 positive regulation of heart contraction
LOC124787640	aspartate aminotransferase, cytoplasmic	F GO:0008483 transaminase activity
LOC124787640	aspartate aminotransferase, cytoplasmic	F GO:0030170 pyridoxal phosphate binding
LOC124787640	aspartate aminotransferase, cytoplasmic	P GO:0006520 amino acid metabolic process
LOC124787640	aspartate aminotransferase, cytoplasmic	P GO:0009058 biosynthetic process
LOC124788381	aspartate aminotransferase, cytoplasmic-like	F GO:0008483 transaminase activity
LOC124788381	aspartate aminotransferase, cytoplasmic-like	F GO:0030170 pyridoxal phosphate binding
LOC124788381	aspartate aminotransferase, cytoplasmic-like	P GO:0006520 amino acid metabolic process
LOC124788381	aspartate aminotransferase, cytoplasmic-like	P GO:0009058 biosynthetic process
LOC124789359	juvenile hormone esterase-like	F GO:0052689 carboxylic ester hydrolase activity
LOC124788816	uncharacterized protein LOC124788816	F GO:0008270 zinc ion binding
LOC124789685	potassium voltage-gated channel protein Shab	P GO:0006813 potassium ion transport
LOC124789685	potassium voltage-gated channel protein Shab	F GO:0005249 voltage-gated potassium channel activity
LOC124789685	potassium voltage-gated channel protein Shab	P GO:0055085 transmembrane transport
LOC124789685	potassium voltage-gated channel protein Shab	C GO:0008076 voltage-gated potassium channel complex
LOC124789685	potassium voltage-gated channel protein Shab	P GO:0051260 protein homooligomerization
LOC124788821	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	F GO:0005515 protein binding
LOC124788822	neuropeptide Y receptor type 2-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124788822	neuropeptide Y receptor type 2-like	C GO:0016020 membrane
LOC124788822	neuropeptide Y receptor type 2-like	F GO:0004983 neuropeptide Y receptor activity
LOC124788823	zinc finger BED domain-containing protein 4-like	F GO:0046983 protein dimerization activity
LOC124788826	trypsin-like	F GO:0004252 serine-type endopeptidase activity
LOC124788826	trypsin-like	P GO:0006508 proteolysis
LOC124790073	supervillin isoform X2	F GO:0003779 actin binding
LOC124788089	hypothetical protein ANN_24070	C GO:0016020 membrane
LOC124788089	hypothetical protein ANN_24070	F GO:0005337 nucleoside transmembrane transporter activity
LOC124788089	hypothetical protein ANN_24070	P GO:1901642 nucleoside transmembrane transport
LOC124789490	low molecular weight phosphotyrosine protein phosphatase 1-like	F GO:0004726 non-membrane spanning protein tyrosine phosphatase activity
LOC124789490	low molecular weight phosphotyrosine protein phosphatase 1-like	C GO:0005737 cytoplasm
LOC124789490	low molecular weight phosphotyrosine protein phosphatase 1-like	P GO:0006470 protein dephosphorylation
LOC124789490	low molecular weight phosphotyrosine protein phosphatase 1-like	F GO:0003993 acid phosphatase activity
LOC124788088	tetratricopeptide repeat protein 17 isoform X2	F GO:0005515 protein binding
LOC124789921	soma ferritin	F GO:0008199 ferric iron binding
LOC124787614	protein phosphatase PP2A 55 kDa regulatory subunit isoform X1	C GO:0000159 protein phosphatase type 2A complex
LOC124787614	protein phosphatase PP2A 55 kDa regulatory subunit isoform X1	F GO:0005515 protein binding
LOC124787614	protein phosphatase PP2A 55 kDa regulatory subunit isoform X1	F GO:0019888 protein phosphatase regulator activity
LOC124788830	zinc carboxypeptidase-like	F GO:0004181 metallocarboxypeptidase activity
LOC124788830	zinc carboxypeptidase-like	F GO:0008270 zinc ion binding
LOC124788830	zinc carboxypeptidase-like	P GO:0006508 proteolysis
LOC124789762	zinc carboxypeptidase-like	F GO:0004181 metallocarboxypeptidase activity
LOC124789762	zinc carboxypeptidase-like	F GO:0008270 zinc ion binding
LOC124789762	zinc carboxypeptidase-like	P GO:0006508 proteolysis
LOC124789841	zinc carboxypeptidase-like	F GO:0004181 metallocarboxypeptidase activity
LOC124789841	zinc carboxypeptidase-like	F GO:0008270 zinc ion binding
LOC124789841	zinc carboxypeptidase-like	P GO:0006508 proteolysis
LOC124788831	zinc carboxypeptidase-like	F GO:0004181 metallocarboxypeptidase activity
