"DEG_family","gene_id","Description","gene_biotype","eggNOG_Description","eggNOG_name","GOs","KEGG_ko","KEGG_Pathway","PFAMs","annotation_text","base_physiology_theme","phase_related","phase_reference_source","physiology_theme"
"Diet DEGs in infected","LOC126268031","uncharacterized LOC126268031","protein_coding","","","GO:0005575,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0045595,GO:0050789,GO:0050793,GO:0050794,GO:0065007","","","PH","uncharacterized LOC126268031 | | | PH |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126268093","calcium-activated chloride channel regulator 3A-1-like","protein_coding","Calcium-activated chloride channel N terminal","","","","","","calcium-activated chloride channel regulator 3A-1-like | Calcium-activated chloride channel N terminal | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126268161","glucose transporter type 1","protein_coding","Sugar (and other) transporter","Glut1","GO:0002791,GO:0002793,GO:0007275,GO:0007591,GO:0007593,GO:0008150,GO:0010646,GO:0010647,GO:0010817,GO:0021700,GO:0022404,GO:0023051,GO:0023056,GO:0032501,GO:0032502,GO:0032879,GO:0033500,GO:0042303,GO:0042335,GO:0042592,GO:0042593,GO:0043473,GO:0046883,GO:0046887,GO:0048066,GO:0048067,GO:0048085,GO:0048518,GO:0048522,GO:0048856,GO:0048878,GO:0050789,GO:0050794,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0065007,GO:0065008,GO:0090087,GO:0090276,GO:0090277,GO:1903530,GO:1903532","ko:K07299","ko04066,ko04911,ko04919,ko04920,ko04922,ko04931,ko04976,ko05166,ko05200,ko05211,ko05230,map04066,map04911,map04919,map04920,map04922,map04931,map04976,map05166,map05200,map05211,map05230","Sugar_tr","glucose transporter type 1 | Sugar (and other) transporter | Glut1 | Sugar_tr | ko04066,ko04911,ko04919,ko04920,ko04922,ko04931,ko04976,ko05166,ko05200,ko05211,ko05230,map04066,map04911,map04919,map04920,map04922,map04931,map04976,map05166,map05200,map05211,map05230","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126268170","sodium-coupled monocarboxylate transporter 1-like","protein_coding","Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family","","","","","","sodium-coupled monocarboxylate transporter 1-like | Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126268172","sodium-coupled monocarboxylate transporter 2-like","protein_coding","Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family","","","","","","sodium-coupled monocarboxylate transporter 2-like | Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126268173","sodium-coupled monocarboxylate transporter 1-like","protein_coding","Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family","","","","","","sodium-coupled monocarboxylate transporter 1-like | Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126269352","glutamate-gated chloride channel-like","protein_coding","Neurotransmitter-gated ion-channel transmembrane region","","GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005230,GO:0005231,GO:0005234,GO:0005253,GO:0005254,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0007154,GO:0007165,GO:0007166,GO:0007267,GO:0007268,GO:0008068,GO:0008150,GO:0008509,GO:0009987,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015276,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0023052,GO:0031224,GO:0032501,GO:0034220,GO:0042391,GO:0044425,GO:0050789,GO:0050794,GO:0050877,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0060078,GO:0060079,GO:0065007,GO:0065008,GO:0098656,GO:0098660,GO:0098661,GO:0098916,GO:0099095,GO:0099536,GO:0099537,GO:0099565,GO:1902476,GO:1905114","ko:K05273","","Neur_chan_LBD,Neur_chan_memb","glutamate-gated chloride channel-like | Neurotransmitter-gated ion-channel transmembrane region | | Neur_chan_LBD,Neur_chan_memb |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126269368","glutamate-gated chloride channel-like","protein_coding","Neurotransmitter-gated ion-channel transmembrane region","GluCl","GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005230,GO:0005231,GO:0005234,GO:0005253,GO:0005254,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0007154,GO:0007165,GO:0007166,GO:0007267,GO:0007268,GO:0008068,GO:0008150,GO:0008509,GO:0009987,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015276,GO:0015318,GO:0015698,GO:0016020,GO:0016021,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0023052,GO:0031224,GO:0032501,GO:0034220,GO:0042391,GO:0044425,GO:0050789,GO:0050794,GO:0050877,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0060078,GO:0060079,GO:0065007,GO:0065008,GO:0098656,GO:0098660,GO:0098661,GO:0098916,GO:0099095,GO:0099536,GO:0099537,GO:0099565,GO:1902476,GO:1905114","ko:K05273","","Neur_chan_LBD,Neur_chan_memb","glutamate-gated chloride channel-like | Neurotransmitter-gated ion-channel transmembrane region | GluCl | Neur_chan_LBD,Neur_chan_memb |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126269651","synaptic vesicle glycoprotein 2A-like","protein_coding","synaptic vesicle","","GO:0005575,GO:0016020,GO:0016021,GO:0031224,GO:0044425","ko:K06258","ko04512,map04512","MFS_1","synaptic vesicle glycoprotein 2A-like | synaptic vesicle | | MFS_1 | ko04512,map04512","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126269980","fibrillin-3-like","protein_coding","Complement Clr-like EGF-like","","","ko:K17307","","EGF_CA,FXa_inhibition,HYR,Sushi,cEGF","fibrillin-3-like | Complement Clr-like EGF-like | | EGF_CA,FXa_inhibition,HYR,Sushi,cEGF |","Immune-related",FALSE,"Not phase-related","Immune-related"
"Diet DEGs in infected","LOC126269996","aminopeptidase N-like","protein_coding","zinc ion binding. It is involved in the biological process described with proteolysis","","GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0008270,GO:0009056,GO:0009987,GO:0016787,GO:0019538,GO:0033218,GO:0034641,GO:0042277,GO:0043167,GO:0043169,GO:0043170,GO:0043171,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0070006,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575","","","ERAP1_C,Peptidase_M1","aminopeptidase N-like | zinc ion binding. It is involved in the biological process described with proteolysis | | ERAP1_C,Peptidase_M1 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126270956","follistatin-related protein 5-like","protein_coding","Kazal type serine protease inhibitors","","","","","EF-hand_5,EF-hand_8,I-set,Ig_3,Kazal_2","follistatin-related protein 5-like | Kazal type serine protease inhibitors | | EF-hand_5,EF-hand_8,I-set,Ig_3,Kazal_2 |","Immune-related",FALSE,"Not phase-related","Immune-related"
"Diet DEGs in infected","LOC126271869","neuronal acetylcholine receptor subunit alpha-7","protein_coding","Acetylcholine-activated cation-selective channel activity. It is involved in the biological process described with ion transport","","GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005230,GO:0005231,GO:0005261,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005892,GO:0006810,GO:0006811,GO:0006812,GO:0007154,GO:0007165,GO:0007166,GO:0007267,GO:0007268,GO:0007271,GO:0008150,GO:0008324,GO:0009636,GO:0009987,GO:0015075,GO:0015267,GO:0015276,GO:0015318,GO:0016020,GO:0016021,GO:0017085,GO:0019725,GO:0022803,GO:0022824,GO:0022834,GO:0022835,GO:0022836,GO:0022838,GO:0022839,GO:0022848,GO:0022857,GO:0022890,GO:0023052,GO:0030594,GO:0031224,GO:0031226,GO:0032501,GO:0032991,GO:0034220,GO:0034702,GO:0038023,GO:0042221,GO:0042391,GO:0042592,GO:0043235,GO:0044425,GO:0044459,GO:0044464,GO:0046716,GO:0050789,GO:0050794,GO:0050877,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0060078,GO:0060079,GO:0060089,GO:0060249,GO:0065007,GO:0065008,GO:0071944,GO:0098655,GO:0098796,GO:0098797,GO:0098802,GO:0098916,GO:0098960,GO:0099094,GO:0099529,GO:0099536,GO:0099537,GO:0099565,GO:1902495,GO:1904315,GO:1905114,GO:1990351","ko:K05312","","Neur_chan_LBD,Neur_chan_memb","neuronal acetylcholine receptor subunit alpha-7 | Acetylcholine-activated cation-selective channel activity. It is involved in the biological process described with ion transport | | Neur_chan_LBD,Neur_chan_memb |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126271872","peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2-like","protein_coding","It is involved in the biological process described with peptide metabolic process","","GO:0003674,GO:0003824,GO:0004598,GO:0005575,GO:0005576,GO:0008150,GO:0008152,GO:0009987,GO:0016829,GO:0016840,GO:0016842,GO:0044237,GO:0140096","ko:K18200","","NHL","peptidyl-alpha-hydroxyglycine alpha-amidating lyase 2-like | It is involved in the biological process described with peptide metabolic process | | NHL |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126271954","aromatic-L-amino-acid decarboxylase-like","protein_coding","Pyridoxal-dependent decarboxylase conserved domain","","","","","","aromatic-L-amino-acid decarboxylase-like | Pyridoxal-dependent decarboxylase conserved domain | | |","Other / unannotated genes",FALSE,"Head phase DEG","Other / unannotated genes"
"Diet DEGs in infected","LOC126272116","villin-1","protein_coding","Actin binding. It is involved in the biological process described with cytoskeleton organization","qua","GO:0002009,GO:0002165,GO:0003674,GO:0003779,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006996,GO:0007010,GO:0007015,GO:0007275,GO:0007399,GO:0007444,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0008092,GO:0008150,GO:0008544,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009913,GO:0009987,GO:0016043,GO:0022008,GO:0030029,GO:0030030,GO:0030036,GO:0030154,GO:0030182,GO:0030855,GO:0032501,GO:0032502,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0035315,GO:0035316,GO:0035317,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0048513,GO:0048563,GO:0048569,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048869,GO:0060429,GO:0060562,GO:0071840,GO:0097435,GO:0120036","ko:K05761,ko:K08017","","Gelsolin,VHP","villin-1 | Actin binding. It is involved in the biological process described with cytoskeleton organization | qua | Gelsolin,VHP |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272144","cytochrome P450 6k1-like","protein_coding","cytochrome p450","","","ko:K14999","","p450","cytochrome P450 6k1-like | cytochrome p450 | | p450 |","Detoxification / stress",FALSE,"Not phase-related","Detoxification / stress"
"Diet DEGs in infected","LOC126272232","synaptic vesicle glycoprotein 2B-like","protein_coding","It is involved in the biological process described with transmembrane transport","","","","","MFS_1,Sugar_tr","synaptic vesicle glycoprotein 2B-like | It is involved in the biological process described with transmembrane transport | | MFS_1,Sugar_tr |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272263","zwei Ig domain protein zig-8-like","protein_coding","Immunoglobulin V-set domain","","GO:0003008,GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0007600,GO:0007606,GO:0008150,GO:0009987,GO:0016020,GO:0016043,GO:0031252,GO:0031253,GO:0031256,GO:0032501,GO:0032589,GO:0042995,GO:0043005,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0050808,GO:0050877,GO:0071840,GO:0071944,GO:0097458,GO:0098590,GO:0120025,GO:0120038","","","I-set,Ig_3","zwei Ig domain protein zig-8-like | Immunoglobulin V-set domain | | I-set,Ig_3 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272382","peroxiredoxin-6-like","protein_coding","activity. It is involved in the biological process described with oxidation-reduction process","","","ko:K00430","ko00940,ko01100,ko01110,map00940,map01100,map01110","1-cysPrx_C,AhpC-TSA","peroxiredoxin-6-like | activity. It is involved in the biological process described with oxidation-reduction process | | 1-cysPrx_C,AhpC-TSA | ko00940,ko01100,ko01110,map00940,map01100,map01110","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272465","vesicular glutamate transporter 1-like","protein_coding","It is involved in the biological process described with transmembrane transport","","GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0051179,GO:0051234,GO:0055085","ko:K08193","","MFS_1","vesicular glutamate transporter 1-like | It is involved in the biological process described with transmembrane transport | | MFS_1 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272485","synaptic vesicle glycoprotein 2B-like","protein_coding","It is involved in the biological process described with transmembrane transport","","","","","MFS_1,Sugar_tr","synaptic vesicle glycoprotein 2B-like | It is involved in the biological process described with transmembrane transport | | MFS_1,Sugar_tr |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272510","uncharacterized LOC126272510","protein_coding","Domain first found in C1r, C1s, uEGF, and bone morphogenetic protein.","","","ko:K14616","ko04977,map04977","CUB","uncharacterized LOC126272510 | Domain first found in C1r, C1s, uEGF, and bone morphogenetic protein. | | CUB | ko04977,map04977","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272582","uncharacterized LOC126272582","protein_coding","It is involved in the biological process described with vesicle-mediated transport","","","","","Syntaxin_2","uncharacterized LOC126272582 | It is involved in the biological process described with vesicle-mediated transport | | Syntaxin_2 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272600","adhesion G protein-coupled receptor A2-like","protein_coding","7 transmembrane receptor (Secretin family)","","","","","7tm_2","adhesion G protein-coupled receptor A2-like | 7 transmembrane receptor (Secretin family) | | 7tm_2 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272684","cytochrome P450 6k1-like","protein_coding","cytochrome P450","","","","","","cytochrome P450 6k1-like | cytochrome P450 | | |","Detoxification / stress",FALSE,"Not phase-related","Detoxification / stress"
"Diet DEGs in infected","LOC126272706","probable salivary secreted peptide","protein_coding","Transcription activator MBF2","","","","","MBF2","probable salivary secreted peptide | Transcription activator MBF2 | | MBF2 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272742","limbic system-associated membrane protein","protein_coding","Immunoglobulin C-2 Type","","","","","","limbic system-associated membrane protein | Immunoglobulin C-2 Type | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272837","cytochrome P450 6k1-like","protein_coding","heme binding. It is involved in the biological process described with oxidation-reduction process","","","ko:K14999","","p450","cytochrome P450 6k1-like | heme binding. It is involved in the biological process described with oxidation-reduction process | | p450 |","Detoxification / stress",FALSE,"Not phase-related","Detoxification / stress"
"Diet DEGs in infected","LOC126272850","protein rolling stone-like","protein_coding","","","","","","","protein rolling stone-like | | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272900","synaptic vesicle glycoprotein 2A-like","protein_coding","It is involved in the biological process described with transmembrane transport","","","","","MFS_1,Sugar_tr","synaptic vesicle glycoprotein 2A-like | It is involved in the biological process described with transmembrane transport | | MFS_1,Sugar_tr |","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Diet DEGs in infected","LOC126272947","lachesin-like","protein_coding","Immunoglobulin V-set domain","","","","","I-set,Ig_3","lachesin-like | Immunoglobulin V-set domain | | I-set,Ig_3 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126272992","uncharacterized LOC126272992","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126272992 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126273020","uncharacterized LOC126273020","protein_coding","Thaumatin family","","","","","","uncharacterized LOC126273020 | Thaumatin family | | |","Antimicrobial peptides",FALSE,"Not phase-related","Antimicrobial peptides"
"Diet DEGs in infected","LOC126273058","cytochrome P450 6k1-like","protein_coding","cytochrome p450","","","","","","cytochrome P450 6k1-like | cytochrome p450 | | |","Detoxification / stress",FALSE,"Not phase-related","Detoxification / stress"
"Diet DEGs in infected","LOC126273067","uncharacterized LOC126273067","protein_coding","May mediate accelerated ATP-independent bidirectional transbilayer migration of phospholipids upon binding calcium ions that results in a loss of phospholipid asymmetry in the plasma membrane","","GO:0003674,GO:0005215,GO:0005319,GO:0005548,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0007009,GO:0008150,GO:0009987,GO:0010256,GO:0010876,GO:0015711,GO:0015748,GO:0015914,GO:0016020,GO:0016043,GO:0017121,GO:0017128,GO:0033036,GO:0051179,GO:0051234,GO:0061024,GO:0065007,GO:0065008,GO:0071702,GO:0071840,GO:0097035","","","Scramblase","uncharacterized LOC126273067 | May mediate accelerated ATP-independent bidirectional transbilayer migration of phospholipids upon binding calcium ions that results in a loss of phospholipid asymmetry in the plasma membrane | | Scramblase |","Lipid synthesis / metabolism",FALSE,"Not phase-related","Lipid synthesis / metabolism"
"Diet DEGs in infected","LOC126273117","probable cytochrome P450 6a13","protein_coding","heme binding. It is involved in the biological process described with oxidation-reduction process","","","ko:K14999","","p450","probable cytochrome P450 6a13 | heme binding. It is involved in the biological process described with oxidation-reduction process | | p450 |","Detoxification / stress",TRUE,"Head + thorax phase DEG","Detoxification / stress"
"Diet DEGs in infected","LOC126273177","uncharacterized LOC126273177","protein_coding","Metal ion binding","","","","","zf-met","uncharacterized LOC126273177 | Metal ion binding | | zf-met |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126273193","uncharacterized LOC126273193","protein_coding","carbohydrate binding","","GO:0003674,GO:0004888,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0030246,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0038023,GO:0044425,GO:0044459,GO:0044464,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007,GO:0071944","","","Lectin_C","uncharacterized LOC126273193 | carbohydrate binding | | Lectin_C |","Immune-related",FALSE,"Not phase-related","Immune-related"
"Diet DEGs in infected","LOC126273233","venom carboxylesterase-6-like","protein_coding","Belongs to the type-B carboxylesterase lipase family","","","","","","venom carboxylesterase-6-like | Belongs to the type-B carboxylesterase lipase family | | |","Lipid synthesis / metabolism",FALSE,"Not phase-related","Lipid synthesis / metabolism"
"Diet DEGs in infected","LOC126273249","whirlin-like","protein_coding","Domain present in PSD-95, Dlg, and ZO-1/2.","","GO:0000902,GO:0000904,GO:0001654,GO:0001745,GO:0001751,GO:0001754,GO:0005575,GO:0006928,GO:0006935,GO:0006996,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007423,GO:0007610,GO:0007622,GO:0007623,GO:0007626,GO:0008150,GO:0008582,GO:0009605,GO:0009653,GO:0009887,GO:0009987,GO:0010646,GO:0010648,GO:0016043,GO:0019725,GO:0022008,GO:0022898,GO:0023051,GO:0023057,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032409,GO:0032411,GO:0032412,GO:0032414,GO:0032501,GO:0032502,GO:0032879,GO:0032989,GO:0032990,GO:0034762,GO:0034764,GO:0034765,GO:0034767,GO:0040008,GO:0040011,GO:0042051,GO:0042052,GO:0042221,GO:0042330,GO:0042461,GO:0042462,GO:0042592,GO:0043269,GO:0043270,GO:0044087,GO:0044093,GO:0045202,GO:0045475,GO:0046530,GO:0046716,GO:0048468,GO:0048511,GO:0048512,GO:0048513,GO:0048518,GO:0048519,GO:0048523,GO:0048592,GO:0048638,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048749,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050804,GO:0050805,GO:0050807,GO:0050896,GO:0051049,GO:0051050,GO:0051128,GO:0051239,GO:0051960,GO:0051963,GO:0060249,GO:0061564,GO:0065007,GO:0065008,GO:0065009,GO:0071840,GO:0072499,GO:0090596,GO:0097485,GO:0099177,GO:0120036,GO:0120039,GO:1900073,GO:1900074,GO:1904396,GO:2000026","ko:K21879","","PDZ","whirlin-like | Domain present in PSD-95, Dlg, and ZO-1/2. | | PDZ |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126273254","developmental protein eyes absent-like","protein_coding",NA,NA,NA,NA,NA,NA,"developmental protein eyes absent-like | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126273333","uncharacterized LOC126273333","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126273333 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126273366","uncharacterized LOC126273366","protein_coding","GTPase activity","","","","","","uncharacterized LOC126273366 | GTPase activity | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126277399","frequenin-1","protein_coding","Calcium ion binding","","GO:0001505,GO:0003674,GO:0005488,GO:0005509,GO:0006140,GO:0006810,GO:0006836,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007528,GO:0008047,GO:0008048,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010562,GO:0010646,GO:0010851,GO:0010853,GO:0016043,GO:0019219,GO:0019220,GO:0019222,GO:0023051,GO:0023052,GO:0023061,GO:0030234,GO:0030249,GO:0030250,GO:0030808,GO:0030810,GO:0031279,GO:0031281,GO:0031282,GO:0031284,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032879,GO:0032940,GO:0043085,GO:0043167,GO:0043169,GO:0044093,GO:0045935,GO:0045937,GO:0045981,GO:0046872,GO:0046903,GO:0046928,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0050804,GO:0050808,GO:0051046,GO:0051049,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051339,GO:0051349,GO:0051588,GO:0051641,GO:0051649,GO:0060341,GO:0062012,GO:0062013,GO:0065007,GO:0065008,GO:0065009,GO:0071840,GO:0080090,GO:0098772,GO:0098916,GO:0099177,GO:0099536,GO:0099537,GO:0099643,GO:1900371,GO:1900373,GO:1900542,GO:1900544,GO:1903530","ko:K19932","","EF-hand_1,EF-hand_5,EF-hand_7","frequenin-1 | Calcium ion binding | | EF-hand_1,EF-hand_5,EF-hand_7 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126277896","inositol oxygenase-like","protein_coding","Myo-inositol oxygenase","","","ko:K00469","ko00053,ko00562,map00053,map00562","MIOX","inositol oxygenase-like | Myo-inositol oxygenase | | MIOX | ko00053,ko00562,map00053,map00562","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126277947","translation initiation factor IF-2-like","protein_coding","Chitin-binding domain type 2","","","","","CBM_14","translation initiation factor IF-2-like | Chitin-binding domain type 2 | | CBM_14 |","Protein synthesis / storage",FALSE,"Not phase-related","Protein synthesis / storage"
"Diet DEGs in infected","LOC126278050","uncharacterized LOC126278050","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126278050 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126278105","uncharacterized LOC126278105","protein_coding","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","","GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007155,GO:0007157,GO:0008150,GO:0016020,GO:0016021,GO:0022610,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944,GO:0098609,GO:0098742","","","","uncharacterized LOC126278105 | heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126278130","facilitated trehalose transporter Tret1-like","protein_coding","Transmembrane transporter activity. It is involved in the biological process described with transmembrane transport","","","ko:K08145","","Sugar_tr","facilitated trehalose transporter Tret1-like | Transmembrane transporter activity. It is involved in the biological process described with transmembrane transport | | Sugar_tr |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126278133","uncharacterized LOC126278133","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126278133 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126278174","uncharacterized LOC126278174","protein_coding","","","","","","","uncharacterized LOC126278174 | | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126278211","sodium-coupled monocarboxylate transporter 1-like","protein_coding","Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family","","","","","SSF","sodium-coupled monocarboxylate transporter 1-like | Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family | | SSF |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Diet DEGs in infected","LOC126278220","uncharacterized LOC126278220","protein_coding","It is involved in the biological process described with neuropeptide signaling pathway","","GO:0003674,GO:0008047,GO:0008150,GO:0009893,GO:0010604,GO:0010952,GO:0016504,GO:0019222,GO:0030162,GO:0030234,GO:0031323,GO:0031325,GO:0032268,GO:0032270,GO:0043085,GO:0044093,GO:0045862,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051336,GO:0051345,GO:0052547,GO:0060255,GO:0061134,GO:0065007,GO:0065009,GO:0080090,GO:0098772","","","Secretogranin_V","uncharacterized LOC126278220 | It is involved in the biological process described with neuropeptide signaling pathway | | Secretogranin_V |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
