method	qseqid	gene_id	seqid	qlen	sseqid	taxid	scientific_name	broad_group	lineage	pident	length	qcovhsp	evalue	bitscore	stitle
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	XP_012747968.1	1410327	Acytostelium subglobosum LB1	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Acytostelium;Acytostelium subglobosum;Acytostelium subglobosum LB1	55.0	556	100	3.12e-213	619	XP_012747968.1 hypothetical protein SAMD00019534_122990 [Acytostelium subglobosum LB1]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	XP_065572847.1	6661	Artemia franciscana	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Branchiopoda;Sarsostraca;Anostraca;Artemiidae;Artemia;Artemia franciscana	54.2	550	99.1	9.13e-213	617	XP_065572847.1 threonine--tRNA ligase 1, cytoplasmic-like isoform X3 [Artemia franciscana]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	VVC36880.1	506608	Cinara cedri	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Paraneoptera;Hemiptera;Sternorrhyncha;Aphidomorpha;Aphidoidea;Aphididae;Lachninae;Cinara;Cinara cedri	54.5	550	99.1	3.31e-212	619	VVC36880.1 TGS,Threonyl/alanyl tRNA synthetase, SAD,Beta-grasp domain,Threonine-tRNA ligase catalytic core [Cinara cedri]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	CAI6354569.1	13131	Macrosiphum euphorbiae	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Paraneoptera;Hemiptera;Sternorrhyncha;Aphidomorpha;Aphidoidea;Aphididae;Aphidinae;Macrosiphini;Macrosiphum;Macrosiphum euphorbiae	54.4	551	99.3	3.36e-212	611	CAI6354569.1 unnamed protein product [Macrosiphum euphorbiae]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	XP_055711176.1	29031	Phlebotomus papatasi	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Diptera;Nematocera;Psychodomorpha;Psychodoidea;Psychodidae;Phlebotominae;Phlebotomus;Phlebotomus;Phlebotomus papatasi	54.7	554	99.8	3.63e-212	617	XP_055711176.1 threonine--tRNA ligase 1, cytoplasmic isoform X1 [Phlebotomus papatasi]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	RNA21114.1	10195	Brachionus plicatilis	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Monogononta;Pseudotrocha;Ploima;Brachionidae;Brachionus;Brachionus plicatilis	53.6	554	99.5	4.36e-212	616	RNA21114.1 threonine--tRNA cytoplasmic isoform X2 [Brachionus plicatilis]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	CAF1156796.1	249248	Adineta ricciae	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Adinetida;Adinetidae;Adineta;Adineta ricciae	53.7	555	99.6	7.18e-212	617	CAF1156796.1 unnamed protein product [Adineta ricciae]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	XP_058123957.1	139045	Anopheles coustani	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Diptera;Nematocera;Culicomorpha;Culicoidea;Culicidae;Anophelinae;Anopheles;Anopheles;Laticorn;Myzorhynchus;coustani group;Anopheles coustani	54.0	554	99.8	1.03e-211	615	XP_058123957.1 threonine--tRNA ligase 1, cytoplasmic isoform X3 [Anopheles coustani]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	KAK7868017.1	2509291	Gryllus longicercus	Other Orthoptera	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Orthoptera;Ensifera;Gryllidea;Grylloidea;Gryllidae;Gryllinae;Gryllus;Gryllus longicercus	54.0	554	99.8	1.20e-211	615	KAK7868017.1 hypothetical protein R5R35_010190 [Gryllus longicercus]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	OUM54886.1	5477	[Candida] boidinii	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Pichiales;Pichiaceae;Ogataea;Ogataea/Candida clade;[Candida] boidinii	52.8	557	99.3	1.61e-211	616	OUM54886.1 hypothetical protein BVG19_g4331 [[Candida] boidinii]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	XP_030832161.1	7668	Strongylocentrotus purpuratus	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Strongylocentrotidae;Strongylocentrotus;Strongylocentrotus purpuratus	53.2	553	99.6	1.72e-211	615	XP_030832161.1 threonine--tRNA ligase, cytoplasmic isoform X2 [Strongylocentrotus purpuratus]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	XP_063702115.1	469753	Culicoides brevitarsis	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Diptera;Nematocera;Culicomorpha;Chironomoidea;Ceratopogonidae;Ceratopogoninae;Culicoidini;Culicoides;Avaritia;Culicoides brevitarsis	53.4	554	99.8	2.29e-211	615	XP_063702115.1 threonine--tRNA ligase 1, cytoplasmic isoform X2 [Culicoides brevitarsis]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	XP_034188003.2	1437193	Osmia lignaria lignaria	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Hymenoptera;Apocrita;Aculeata;Apoidea;Anthophila;Megachilidae;Megachilinae;Osmiini;Osmia;Osmia lignaria;Osmia lignaria lignaria	54.7	552	99.5	2.33e-211	614	XP_034188003.2 threonine--tRNA ligase isoform X1 [Osmia lignaria lignaria]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	KAG7897984.1	460523	Ogataea polymorpha	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Pichiales;Pichiaceae;Ogataea;Ogataea polymorpha	52.7	556	99.3	2.49e-211	614	KAG7897984.1 hypothetical protein KL935_004537 [Ogataea polymorpha]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	XP_044577162.1	32391	Cotesia glomerata	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Hymenoptera;Apocrita;Ichneumonoidea;Braconidae;Microgastrinae;Cotesia;Cotesia glomerata	54.5	552	99.5	3.51e-211	616	XP_044577162.1 threonine--tRNA ligase 1, cytoplasmic isoform X1 [Cotesia glomerata]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	KAF2070642.1	133409	Polysphondylium violaceum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Polysphondylium;Polysphondylium violaceum	54.1	556	100	5.25e-211	613	KAF2070642.1 hypothetical protein CYY_008036 [Polysphondylium violaceum]
DIAMOND nr_cluster_seq	XP_049850007.1	LOC126320584	NW_026062105.1	554	XP_037295094.1	7130	Manduca sexta	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Amphiesmenoptera;Lepidoptera;Glossata;Neolepidoptera;Heteroneura;Ditrysia;Obtectomera;Bombycoidea;Sphingidae;Sphinginae;Sphingini;Manduca;Manduca sexta	54.5	550	99.1	6.84e-211	613	XP_037295094.1 threonine--tRNA ligase 1, cytoplasmic isoform X2 [Manduca sexta]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	RWS17731.1	1965070	Dinothrombium tinctorium	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Trombidiformes;Prostigmata;Anystina;Parasitengona;Trombidioidea;Trombidiidae;Dinothrombium;Dinothrombium tinctorium	53.1	574	99.5	9.13e-219	634	RWS17731.1 threonine-tRNA ligase: cytoplasmic-like protein [Dinothrombium tinctorium]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_004351232.1	261658	Cavenderia fasciculata	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Cavenderiaceae;Cavenderia;Cavenderia fasciculata	53.3	555	100	3.89e-216	626	XP_004351232.1 threonyl-tRNA synthetase [Cavenderia fasciculata]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	CAF0919816.1	104777	Brachionus calyciflorus	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Monogononta;Pseudotrocha;Ploima;Brachionidae;Brachionus;Brachionus calyciflorus	54.8	555	99.6	4.09e-216	627	CAF0919816.1 unnamed protein product [Brachionus calyciflorus]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_019875198.1	116153	Aethina tumida	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Neuropteroidea;Coleoptera;Polyphaga;Cucujiformia;Cucujoidea;Nitidulidae;Nitidulinae;Aethina;Aethina tumida	55.8	554	99.8	1.80e-214	622	XP_019875198.1 threonine--tRNA ligase 1, cytoplasmic isoform X2 [Aethina tumida]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	KAL6076618.1	66527	Balamuthia mandrillaris	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Balamuthiidae;Balamuthia;Balamuthia mandrillaris	53.4	552	99.5	1.86e-214	622	KAL6076618.1 putative threonine--tRNA ligase 1, cytoplasmic [Balamuthia mandrillaris]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_026679692.1	121845	Diaphorina citri	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Paraneoptera;Hemiptera;Sternorrhyncha;Psylloidea;Psyllidae;Diaphorininae;Diaphorina;Diaphorina citri	54.3	554	99.6	2.20e-214	616	XP_026679692.1 threonine--tRNA ligase, cytoplasmic isoform X1 [Diaphorina citri]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_020429426.1	670386	Heterostelium album PN500	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Heterostelium;Heterostelium album;Heterostelium album PN500	54.7	556	100	1.43e-213	620	XP_020429426.1 threonyl-tRNA synthetase [Heterostelium album PN500]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	GLV43432.1	49296	Carabus blaptoides fortunei	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Neuropteroidea;Coleoptera;Adephaga;Caraboidea;Carabidae;Carabinae;Carabini;Carabina;Carabus;Damaster;Carabus blaptoides;Carabus blaptoides fortunei	54.5	554	99.8	1.77e-213	620	GLV43432.1 Threonyl-tRNA synthetase [Carabus blaptoides fortunei]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_012747968.1	1410327	Acytostelium subglobosum LB1	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Acytostelium;Acytostelium subglobosum;Acytostelium subglobosum LB1	55.0	556	100	3.12e-213	619	XP_012747968.1 hypothetical protein SAMD00019534_122990 [Acytostelium subglobosum LB1]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_065572847.1	6661	Artemia franciscana	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Branchiopoda;Sarsostraca;Anostraca;Artemiidae;Artemia;Artemia franciscana	54.2	550	99.1	9.13e-213	617	XP_065572847.1 threonine--tRNA ligase 1, cytoplasmic-like isoform X3 [Artemia franciscana]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	VVC36880.1	506608	Cinara cedri	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Paraneoptera;Hemiptera;Sternorrhyncha;Aphidomorpha;Aphidoidea;Aphididae;Lachninae;Cinara;Cinara cedri	54.5	550	99.1	3.31e-212	619	VVC36880.1 TGS,Threonyl/alanyl tRNA synthetase, SAD,Beta-grasp domain,Threonine-tRNA ligase catalytic core [Cinara cedri]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	CAI6354569.1	13131	Macrosiphum euphorbiae	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Paraneoptera;Hemiptera;Sternorrhyncha;Aphidomorpha;Aphidoidea;Aphididae;Aphidinae;Macrosiphini;Macrosiphum;Macrosiphum euphorbiae	54.4	551	99.3	3.36e-212	611	CAI6354569.1 unnamed protein product [Macrosiphum euphorbiae]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_055711176.1	29031	Phlebotomus papatasi	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Diptera;Nematocera;Psychodomorpha;Psychodoidea;Psychodidae;Phlebotominae;Phlebotomus;Phlebotomus;Phlebotomus papatasi	54.7	554	99.8	3.63e-212	617	XP_055711176.1 threonine--tRNA ligase 1, cytoplasmic isoform X1 [Phlebotomus papatasi]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	RNA21114.1	10195	Brachionus plicatilis	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Monogononta;Pseudotrocha;Ploima;Brachionidae;Brachionus;Brachionus plicatilis	53.6	554	99.5	4.36e-212	616	RNA21114.1 threonine--tRNA cytoplasmic isoform X2 [Brachionus plicatilis]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	CAF1156796.1	249248	Adineta ricciae	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Adinetida;Adinetidae;Adineta;Adineta ricciae	53.7	555	99.6	7.18e-212	617	CAF1156796.1 unnamed protein product [Adineta ricciae]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_058123957.1	139045	Anopheles coustani	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Diptera;Nematocera;Culicomorpha;Culicoidea;Culicidae;Anophelinae;Anopheles;Anopheles;Laticorn;Myzorhynchus;coustani group;Anopheles coustani	54.0	554	99.8	1.03e-211	615	XP_058123957.1 threonine--tRNA ligase 1, cytoplasmic isoform X3 [Anopheles coustani]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	KAK7868017.1	2509291	Gryllus longicercus	Other Orthoptera	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Orthoptera;Ensifera;Gryllidea;Grylloidea;Gryllidae;Gryllinae;Gryllus;Gryllus longicercus	54.0	554	99.8	1.20e-211	615	KAK7868017.1 hypothetical protein R5R35_010190 [Gryllus longicercus]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	OUM54886.1	5477	[Candida] boidinii	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Pichiales;Pichiaceae;Ogataea;Ogataea/Candida clade;[Candida] boidinii	52.8	557	99.3	1.61e-211	616	OUM54886.1 hypothetical protein BVG19_g4331 [[Candida] boidinii]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_030832161.1	7668	Strongylocentrotus purpuratus	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Echinozoa;Echinoidea;Euechinoidea;Echinacea;Camarodonta;Echinidea;Strongylocentrotidae;Strongylocentrotus;Strongylocentrotus purpuratus	53.2	553	99.6	1.72e-211	615	XP_030832161.1 threonine--tRNA ligase, cytoplasmic isoform X2 [Strongylocentrotus purpuratus]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_063702115.1	469753	Culicoides brevitarsis	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Diptera;Nematocera;Culicomorpha;Chironomoidea;Ceratopogonidae;Ceratopogoninae;Culicoidini;Culicoides;Avaritia;Culicoides brevitarsis	53.4	554	99.8	2.29e-211	615	XP_063702115.1 threonine--tRNA ligase 1, cytoplasmic isoform X2 [Culicoides brevitarsis]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_034188003.2	1437193	Osmia lignaria lignaria	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Hymenoptera;Apocrita;Aculeata;Apoidea;Anthophila;Megachilidae;Megachilinae;Osmiini;Osmia;Osmia lignaria;Osmia lignaria lignaria	54.7	552	99.5	2.33e-211	614	XP_034188003.2 threonine--tRNA ligase isoform X1 [Osmia lignaria lignaria]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	KAG7897984.1	460523	Ogataea polymorpha	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Pichiales;Pichiaceae;Ogataea;Ogataea polymorpha	52.7	556	99.3	2.49e-211	614	KAG7897984.1 hypothetical protein KL935_004537 [Ogataea polymorpha]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_044577162.1	32391	Cotesia glomerata	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Hymenoptera;Apocrita;Ichneumonoidea;Braconidae;Microgastrinae;Cotesia;Cotesia glomerata	54.5	552	99.5	3.51e-211	616	XP_044577162.1 threonine--tRNA ligase 1, cytoplasmic isoform X1 [Cotesia glomerata]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	KAF2070642.1	133409	Polysphondylium violaceum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Polysphondylium;Polysphondylium violaceum	54.1	556	100	5.25e-211	613	KAF2070642.1 hypothetical protein CYY_008036 [Polysphondylium violaceum]
DIAMOND nr_cluster_seq	XP_049850008.1	LOC126320584	NW_026062105.1	554	XP_037295094.1	7130	Manduca sexta	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Endopterygota;Aparaglossata;Panorpida;Amphiesmenoptera;Lepidoptera;Glossata;Neolepidoptera;Heteroneura;Ditrysia;Obtectomera;Bombycoidea;Sphingidae;Sphinginae;Sphingini;Manduca;Manduca sexta	54.5	550	99.1	6.84e-211	613	XP_037295094.1 threonine--tRNA ligase 1, cytoplasmic isoform X2 [Manduca sexta]
DIAMOND nr_cluster_seq	XP_049850009.1	LOC126320584	NW_026062105.1	102	KAG7467979.1	7932	Megalops atlanticus	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Elopocephalai;Elopocephala;Elopomorpha;Elopiformes;Megalopidae;Megalops;Megalops atlanticus	52.2	69	63.7	6.22e-11	68.9	KAG7467979.1 hypothetical protein MATL_G00137910 [Megalops atlanticus]
DIAMOND nr_cluster_seq	XP_049850009.1	LOC126320584	NW_026062105.1	102	XP_036399389.1	118141	Megalops cyprinoides	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Elopocephalai;Elopocephala;Elopomorpha;Elopiformes;Megalopidae;Megalops;Megalops cyprinoides	52.2	69	63.7	8.49e-11	68.6	XP_036399389.1 threonine--tRNA ligase 1, cytoplasmic-like [Megalops cyprinoides]
DIAMOND nr_cluster_seq	XP_049850009.1	LOC126320584	NW_026062105.1	102	XP_073990310.1	13249	Rhodnius prolixus	Other Arthropoda	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Altocrustacea;Allotriocarida;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Eumetabola;Paraneoptera;Hemiptera;Prosorrhyncha;Heteroptera;Euheteroptera;Neoheteroptera;Panheteroptera;Cimicomorpha;Reduvioidea;Reduviidae;Triatominae;Rhodnius;Rhodnius prolixus	42.4	92	86.3	1.57e-10	67.8	XP_073990310.1 threonine--tRNA ligase isoform X1 [Rhodnius prolixus]
