gene_id	seqid	description_official	gene_biotype	DEG_context	comparisons	directions	focused_origin_audit	mapping_support	competitive_host_retained_fraction	integrated_evidence	nucleotide_support_corrected	nucleotide_groups	nucleotide_taxa	nucleotide_max_identity	nucleotide_max_query_coverage	protein_support	fresh_significant_contrasts	fresh_higher_in	fresh_max_abs_log2FC	fresh_min_padj
LOC126315373	NW_026061960.1	uncharacterized LOC126315373	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Arthropod/orthopteran protein support only	No informative external hit					Broader arthropod support	infected_diet33_vs50	Infected diet 50	5.816392039600063	0.009995117653741021
LOC126317445	NW_026062018.1	serine/threonine-protein phosphatase 6 catalytic subunit-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous;Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.579384585823006	0.009995117653741021
LOC126323260	NW_026062217.1	rho GTPase-activating protein gacW-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.860733979396409	0.009995117653741021
LOC126326547	NW_026062344.1	dual specificity protein kinase shkC-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.285384161729169	0.009995117653741021
LOC126329917	NW_026062549.1	uncharacterized LOC126329917	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.0738954236371185	0.009995117653741021
LOC126318444	NW_026062051.1	sarcoplasmic reticulum histidine-rich calcium-binding protein-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					No informative hit;Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.625271809160997	0.009996309143867094
LOC126320754	NW_026062120.1	GTPase-activating Rap/Ran-GAP domain-like protein 3	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Other-metazoan protein support only	No informative external hit					Other metazoan support	infected_diet33_vs50	Infected diet 50	5.0862798004152	0.009996309143867094
LOC126304749	NW_026061732.1	uncharacterized LOC126304749	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Bacteria	Pelagibius sp.	66.09	50	Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.382635765825148	0.010060170194679018
LOC126304760	NW_026061732.1	uncharacterized LOC126304760	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.7719424486634825	0.010060170194679018
LOC126305007	NW_026061743.1	arpin-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.519775398465832	0.010060170194679018
LOC126313372	NW_026061886.1	uncharacterized LOC126313372	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.3183832943616896	0.010060170194679018
LOC126315270	NW_026061960.1	elongin-C-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.951682477468381	0.010060170194679018
LOC126315271	NW_026061960.1	2-oxoglutarate dehydrogenase, mitochondrial-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.128205331383758	0.010060170194679018
LOC126315356	NW_026061960.1	uncharacterized LOC126315356	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	6.408572590134999	0.010060170194679018
LOC126316738	NW_026061988.1	glucose-6-phosphate 1-dehydrogenase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Other Eukaryota	Acytostelium subglobosum LB1	65.793	31	Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.698249987613773	0.010060170194679018
LOC126317474	NW_026062018.1	tRNA (guanine(26)-N(2))-dimethyltransferase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous;Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.708180574808894	0.010060170194679018
LOC126318294	NW_026062048.1	F-actin-capping protein subunit beta-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.668374389578641	0.010060170194679018
LOC126318433	NW_026062051.1	SEC14-like protein 2	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Other-metazoan protein support only	No informative external hit					Other metazoan support	infected_diet33_vs50	Infected diet 50	5.81041104201726	0.010060170194679018
LOC126318636	NW_026062056.1	uncharacterized LOC126318636	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Fungi	Cryptococcus wingfieldii CBS 7118	70.119	22	Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.704217172120984	0.010060170194679018
LOC126319850	NW_026062071.1	uncharacterized LOC126319850	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.111824642239505	0.010060170194679018
LOC126319975	NW_026062071.1	uncharacterized LOC126319975	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	5.817436280836618	0.010060170194679018
LOC126320447	NW_026062097.1	uncharacterized LOC126320447	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.65870322022409	0.010060170194679018
LOC126320487	NW_026062097.1	probable ATP-dependent RNA helicase ddx10	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.892299834645599	0.010060170194679018
LOC126320766	NW_026062120.1	uncharacterized LOC126320766	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.8960296762970135	0.010060170194679018
LOC126322416	NW_026062176.1	uncharacterized LOC126322416	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.692908930079348	0.010060170194679018
LOC126322547	NW_026062185.1	uncharacterized LOC126322547	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.026450533249813	0.010060170194679018
LOC126322573	NW_026062185.1	uncharacterized LOC126322573	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.688203052396443	0.010060170194679018
LOC126322694	NW_026062196.1	uncharacterized LOC126322694	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.674394572449996	0.010060170194679018
LOC126323246	NW_026062217.1	splicing factor 3B subunit 4-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Conflicting nucleotide and protein evidence	Non-metazoan only	Other Eukaryota	Salpingoeca rosetta	68.687	23	Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.421856615981328	0.010060170194679018
LOC126323255	NW_026062217.1	splicing factor 3B subunit 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from Orthoptera/Arthropoda	Other arthropod	Other Arthropoda	Anopheles arabiensis;Anopheles coluzzii;Anopheles gambiae;Anopheles merus	76.483	59	Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.467887594625381	0.010060170194679018
LOC126323740	NW_026062229.1	rho GTPase-activating protein gacJJ-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.627779280726489	0.010060170194679018
LOC126323759	NW_026062229.1	ABC transporter C family member 8-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.326663473623899	0.010060170194679018
LOC126323914	NW_026062236.1	uncharacterized LOC126323914	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.729059481902789	0.010060170194679018
LOC126324036	NW_026062244.1	mini-chromosome maintenance complex-binding protein-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.818308366914252	0.010060170194679018
LOC126324070	NW_026062244.1	ras-like protein rasG	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Fungi;Other Eukaryota	Dictyostelium discoideum;Dictyostelium discoideum AX4;Dictyostelium purpureum;Radiomyces spectabilis	69.62	21	Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.387690913306228	0.010060170194679018
LOC126324482	NW_026062249.1	elongator complex protein 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.803540583201055	0.010060170194679018
LOC126325477	NW_026062282.1	double-strand-break repair protein rad21 homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.642314869609971	0.010060170194679018
LOC126325491	NW_026062282.1	uncharacterized LOC126325491	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.406001735190621	0.010060170194679018
LOC126326077	NW_026062315.1	large subunit GTPase 1 homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.911955840420079	0.010060170194679018
LOC126326568	NW_026062344.1	uncharacterized LOC126326568	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	6.152073032995384	0.010060170194679018
LOC126326584	NW_026062344.1	uncharacterized LOC126326584	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.173225020695786	0.010060170194679018
LOC126328054	NW_026062425.1	glutamate--cysteine ligase catalytic subunit-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous;Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.4784751104675955	0.010060170194679018
LOC126329590	NW_026062521.1	TELO2-interacting protein 1 homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Other-metazoan protein support only	No informative external hit					Other metazoan support	infected_diet33_vs50	Infected diet 50	5.942414503045453	0.010060170194679018
LOC126315407	NW_026061960.1	uncharacterized LOC126315407	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.136133150254228	0.0100657951401931
LOC126317081	NW_026062009.1	uncharacterized LOC126317081	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.015916688294444	0.0100657951401931
LOC126319864	NW_026062071.1	uncharacterized LOC126319864	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Conflicting nucleotide and protein evidence	Non-metazoan only	Plants	Triticum aestivum;Zea mays	69.714	35	Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.649608244415675	0.0100657951401931
LOC126323719	NW_026062229.1	uncharacterized LOC126323719	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.411700396458317	0.0100657951401931
LOC126324033	NW_026062244.1	probable sphingosine-1-phosphate phosphatase	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.705063184844267	0.0100657951401931
LOC126322419	NW_026062176.1	uncharacterized LOC126322419	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.064082255419358	0.010069755818934203
LOC126325836	NW_026062299.1	uncharacterized LOC126325836	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	5.945735157103115	0.010077990359626554
LOC126323279	NW_026062217.1	uncharacterized LOC126323279	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from Orthoptera/Arthropoda	Other arthropod	Other Arthropoda	Anopheles arabiensis;Anopheles coluzzii;Anopheles gambiae;Anopheles merus	70.986	35	Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.427508968813838	0.010087167567822098
LOC126313328	NW_026061886.1	uncharacterized LOC126313328	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.814683278617837	0.01009824151013192
LOC126318274	NW_026062048.1	uncharacterized LOC126318274	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.044629471488962	0.01009824151013192
LOC126325825	NW_026062299.1	uncharacterized LOC126325825	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.776764211669507	0.01009824151013192
LOC126315336	NW_026061960.1	uncharacterized LOC126315336	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.663549151298744	0.010099734256252187
LOC126316931	NW_026062003.1	ankyrin repeat, PH and SEC7 domain containing protein secG-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous;Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.953039906569886	0.010099734256252187
LOC126317501	NW_026062018.1	uncharacterized LOC126317501	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	5.751404454351906	0.010099734256252187
LOC126320422	NW_026062097.1	charged multivesicular body protein 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Other Eukaryota	Cavenderia fasciculata	69.835	20	Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.811117644320021	0.010099734256252187
LOC126304977	NW_026061743.1	dnaJ homolog subfamily C member 21-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Arthropod/orthopteran protein support only	No informative external hit					Broader arthropod support	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.074594859613278	0.010126079359688291
LOC126319876	NW_026062071.1	inositol 2-dehydrogenase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Arthropod/orthopteran protein support only	No informative external hit					Broader arthropod support	infected_diet33_vs50	Infected diet 50	6.348506923168618	0.010139253155670833
LOC126320593	NW_026062105.1	uncharacterized LOC126320593	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit						infected_diet33_vs50	Infected diet 50	5.698632858537172	0.010139253155670833
LOC126315214	NW_026061960.1	uncharacterized LOC126315214	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.097039795319799	0.010153210197761556
LOC126315295	NW_026061960.1	protein AATF-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	6.065390590286866	0.010153210197761556
LOC126316698	NW_026061985.1	uncharacterized LOC126316698	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.537044432386281	0.010153210197761556
LOC126317091	NW_026062009.1	uncharacterized LOC126317091	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.80000199677771	0.010153210197761556
LOC126320386	NW_026062097.1	serine/threonine-protein kinase/endoribonuclease IRE1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.8594129721216275	0.010153210197761556
LOC126323249	NW_026062217.1	uncharacterized LOC126323249	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit						infected_diet33_vs50	Infected diet 50	5.635547766874956	0.010153210197761556
LOC126323773	NW_026062229.1	uncharacterized LOC126323773	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit						infected_diet33_vs50	Infected diet 50	5.739406679512427	0.010153210197761556
LOC126325493	NW_026062282.1	ATP-dependent RNA helicase ddx24-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.331394107133811	0.010153210197761556
LOC126322730	NW_026062196.1	uncharacterized LOC126322730	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.566259788188937	0.010171231743989229
LOC126322523	NW_026062185.1	mitochondrial-processing peptidase subunit alpha-2-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.945576620248497	0.010195783937274504
LOC126323888	NW_026062236.1	transducin beta-like protein 3	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.757930885192385	0.010195783937274504
LOC126316446	NW_026061974.1	uncharacterized LOC126316446	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	5.558834455461386	0.010212249632795834
LOC126322378	NW_026062176.1	uncharacterized LOC126322378	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.516416882258692	0.010212253561782219
LOC126315288	NW_026061960.1	stress-activated protein kinase alpha-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.816574905798064	0.010216106538702842
LOC126316911	NW_026062003.1	uncharacterized LOC126316911	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	5.627078557110594	0.010216106538702842
LOC126322554	NW_026062185.1	uncharacterized LOC126322554	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	7.084582665700692	0.010216106538702842
LOC126318193	NW_026062043.1	uncharacterized LOC126318193	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.551720117314785	0.01022011497849184
LOC126318706	NW_026062059.1	ras-related GTP-binding protein A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous;Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.646256779983612	0.01022011497849184
LOC126323765	NW_026062229.1	uncharacterized LOC126323765	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from Orthoptera/Arthropoda	Other arthropod	Other Arthropoda	Daphnia lumholtzi	67.655	28	Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.390425081300825	0.01022011497849184
