gene_id	seqid	description_official	gene_biotype	DEG_context	comparisons	directions	focused_origin_audit	mapping_support	competitive_host_retained_fraction	integrated_evidence	nucleotide_support_corrected	nucleotide_groups	nucleotide_taxa	nucleotide_max_identity	nucleotide_max_query_coverage	protein_support	fresh_significant_contrasts	fresh_higher_in	fresh_max_abs_log2FC	fresh_min_padj
LOC126325880	NW_026062299.1	GPALPP motifs-containing protein 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	5.457342259596335	0.01412398294954999
LOC126316460	NW_026061974.1	GPI transamidase component PIG-T-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.416605340643684	0.014126333241317748
LOC126320589	NW_026062105.1	uncharacterized LOC126320589	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.667675375212357	0.014126333241317748
LOC126323241	NW_026062217.1	adenylyl cyclase-associated protein-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.04925042904455	0.014126333241317748
LOC126326555	NW_026062344.1	uncharacterized LOC126326555	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	5.497725047083257	0.014126333241317748
LOC126317445	NW_026062018.1	serine/threonine-protein phosphatase 6 catalytic subunit-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous;Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.25948620712551	0.014135282073257456
LOC126325946	NW_026062302.1	serine/threonine-protein kinase STK11-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous;Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.392446278980859	0.014135282073257456
LOC126316741	NW_026061988.1	uncharacterized LOC126316741	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.329920206448945	0.014162690613919374
LOC126334343	NW_026062990.1	uncharacterized LOC126334343	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Bacteria	Gemmatimonadota bacterium	69.349	51	Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.494485901330608	0.014162690613919374
LOC126316698	NW_026061985.1	uncharacterized LOC126316698	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.297494201655499	0.014198532188121234
LOC126329068	NW_026062491.1	uncharacterized LOC126329068	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.320083144969728	0.014198532188121234
LOC126329092	NW_026062491.1	telomerase-binding protein EST1A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.282518975482184	0.014198532188121234
LOC126315309	NW_026061960.1	folic acid synthesis protein FOL1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.641914475206339	0.014203506638643922
LOC126316445	NW_026061974.1	exocyst complex component 7-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.560684390984209	0.014203506638643922
LOC126317501	NW_026062018.1	uncharacterized LOC126317501	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	5.454074808061521	0.014203506638643922
LOC126323255	NW_026062217.1	splicing factor 3B subunit 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from Orthoptera/Arthropoda	Other arthropod	Other Arthropoda	Anopheles arabiensis;Anopheles coluzzii;Anopheles gambiae;Anopheles merus	76.483	59	Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.1652582855026274	0.014203506638643922
LOC126323276	NW_026062217.1	cardiolipin synthase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.5468501197439375	0.014203506638643922
LOC126329065	NW_026062491.1	elongation factor 1-alpha-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Other Eukaryota	Aphanomyces invadans;Pygsuia biforma;Tetrahymena pyriformis;Tetrahymena thermophila;Tetrahymena thermophila SB210	71.294	74	Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.221126158335682	0.014203506638643922
LOC126332788	NW_026062803.1	uncharacterized LOC126332788	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit						infected_diet33_vs50	Infected diet 50	5.629313859978745	0.014203506638643922
LOC126334342	NW_026062990.1	phosphoribosylamine--glycine ligase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Fungi	Aspergillus campestris IBT 28561	67.478	62	Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.7815856199734	0.014211206131428332
LOC126315248	NW_026061960.1	uncharacterized LOC126315248	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.607513904021595	0.014275371279979163
LOC126314439	NW_026061953.1	uncharacterized LOC126314439	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.377033387403132	0.014303332016979586
LOC126314424	NW_026061953.1	trafficking protein particle complex subunit 3-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.420153803315746	0.014311901995297055
LOC126315249	NW_026061960.1	uncharacterized LOC126315249	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.592973692474859	0.014316296093831943
LOC126316686	NW_026061985.1	uncharacterized LOC126316686	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.672769249294463	0.014316296093831943
LOC126319913	NW_026062071.1	uncharacterized LOC126319913	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.3547155160172455	0.014316296093831943
LOC126325484	NW_026062282.1	uncharacterized LOC126325484	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.34694478706953	0.014316296093831943
LOC126317076	NW_026062009.1	uncharacterized LOC126317076	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	4.938245481050594	0.014362637016368853
LOC126316833	NW_026061988.1	uncharacterized LOC126316833	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.254537359234827	0.01439767624801035
LOC126326585	NW_026062344.1	uncharacterized LOC126326585	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	4.996023263864949	0.014439748901783912
LOC126318338	NW_026062048.1	uncharacterized LOC126318338	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.2687006440495745	0.014456048206310301
LOC126318640	NW_026062056.1	probable dimethyladenosine transferase	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from Orthoptera/Arthropoda	Other arthropod	Other Arthropoda	Eulimnadia texana	68.132	42	Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.403416082167964	0.014456048206310301
LOC126316928	NW_026062003.1	uncharacterized LOC126316928	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed external nucleotide evidence	Mixed metazoan/non-metazoan	Fungi;Other Arthropoda;Other Eukaryota;Other Metazoa	Dermacentor silvarum;Emiliania huxleyi CCMP1516;Ganoderma boninense;Oikopleura dioica;Puccinia triticina;Rhipicephalus microplus	73.063	21		infected_diet33_vs50	Infected diet 50	5.321379446131816	0.014465834189950903
LOC126317516	NW_026062018.1	uncharacterized protein DDB_G0271670-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from other Metazoa	Other metazoan	Other Metazoa	Cairina moschata	68.516	30	No informative hit	infected_diet33_vs50	Infected diet 50	5.277329416130566	0.014475341517181042
LOC126318610	NW_026062056.1	uncharacterized LOC126318610	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.426432565146022	0.014475341517181042
LOC126323268	NW_026062217.1	citrate/2-methylcitrate dehydratase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Concordant non-metazoan nucleotide and protein hits	Non-metazoan only	Bacteria	Paenibacillus thiaminolyticus	65.172	54	Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.648606329548019	0.014475341517181042
LOC126323773	NW_026062229.1	uncharacterized LOC126323773	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit						infected_diet33_vs50	Infected diet 50	5.409355249410094	0.014475341517181042
LOC126326198	NW_026062331.1	titin homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	5.307083329574323	0.014475341517181042
LOC126326212	NW_026062331.1	uncharacterized LOC126326212	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Other-metazoan protein support only	No informative external hit					Other metazoan support	infected_diet33_vs50	Infected diet 50	5.4225713119004135	0.014475341517181042
LOC126329994	NW_026062553.1	uncharacterized LOC126329994	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.220733026561128	0.014475341517181042
LOC126332758	NW_026062795.1	uncharacterized LOC126332758	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit						infected_diet33_vs50	Infected diet 50	5.465838537498582	0.014475341517181042
LOC126313313	NW_026061886.1	uncharacterized LOC126313313	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.069311206582849	0.014680478358596769
LOC126315233	NW_026061960.1	ATP-dependent zinc metalloprotease FtsH-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from other Metazoa	Other metazoan	Other Metazoa	Notolabrus celidotus;Trachurus trachurus	68.432	40	Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.4812983418004055	0.014680478358596769
LOC126315375	NW_026061960.1	uncharacterized LOC126315375	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	5.249980085604502	0.014680478358596769
LOC126315453	NW_026061960.1	uncharacterized LOC126315453	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.4181237518060925	0.014680478358596769
LOC126316992	NW_026062003.1	trichohyalin-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	5.225159977668584	0.014680478358596769
LOC126320609	NW_026062108.1	uncharacterized LOC126320609	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.3298800829668185	0.014680478358596769
LOC126323761	NW_026062229.1	60S ribosomal protein L14-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.490439552555357	0.014680478358596769
LOC126324481	NW_026062249.1	transcription initiation factor TFIID subunit 11-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.510333831376693	0.014754788912357666
LOC126323893	NW_026062236.1	uncharacterized LOC126323893	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.0334318199120425	0.014766250046519758
LOC126326029	NW_026062315.1	uncharacterized LOC126326029	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	External nucleotide support from other Metazoa	Other metazoan	Other Metazoa	Brienomyrus brachyistius	65.984	38	Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.244378673841675	0.01479158427500572
LOC126322375	NW_026062176.1	uncharacterized LOC126322375	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.491449777819163	0.014794774661997322
LOC126322534	NW_026062185.1	uncharacterized LOC126322534	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.39183329037056	0.014794774661997322
LOC126332412	NW_026062750.1	uncharacterized LOC126332412	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit						infected_diet33_vs50	Infected diet 50	5.36793019163869	0.014794774661997322
LOC126320436	NW_026062097.1	intron Large complex component GCFC2-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Arthropod/orthopteran protein support only	No informative external hit					Broader arthropod support	infected_diet33_vs50	Infected diet 50	5.068341234464362	0.014841610625332303
LOC126318238	NW_026062043.1	probable splicing factor YJU2B	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.262934497428076	0.014849054111636594
LOC126320545	NW_026062105.1	uncharacterized LOC126320545	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.428049856194156	0.014849054111636594
LOC126323725	NW_026062229.1	protein YIPF5 homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.457397198843784	0.014849054111636594
LOC126325948	NW_026062302.1	60S ribosomal export protein NMD3-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.4038021670994585	0.014906252272246496
LOC126314447	NW_026061953.1	uncharacterized LOC126314447	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	No informative external evidence	No informative external hit					No informative hit	infected_diet33_vs50	Infected diet 50	4.900678831549293	0.015000788550679675
LOC126316978	NW_026062003.1	U1 small nuclear ribonucleoprotein C-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.300015062359167	0.015124854928424011
LOC126320396	NW_026062097.1	uncharacterized LOC126320396	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	0.9979879275653925	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	4.9867461197696485	0.015153696426782033
LOC126318194	NW_026062043.1	uncharacterized LOC126318194	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.467351584179752	0.015168110410677069
LOC126318639	NW_026062056.1	uncharacterized LOC126318639	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.43846944120259	0.015260850957327076
LOC126320427	NW_026062097.1	eukaryotic initiation factor 4A-III-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed external nucleotide evidence	Mixed metazoan/non-metazoan	Fungi;Other Metazoa	Trichoplax adhaerens;Umbelopsis ramanniana AG	70.152	28	Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.0671921983504635	0.015260850957327076
LOC126326581	NW_026062344.1	uncharacterized LOC126326581	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	4.990898044235975	0.0152634371838991
LOC126324038	NW_026062244.1	ubiquitin carboxyl-terminal hydrolase MINDY-1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50	Infected diet 50	5.117450643419759	0.015352196722646714
LOC126326598	NW_026062344.1	elongation factor G-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.110758834189587	0.015354595618883523
LOC126317483	NW_026062018.1	cytosolic purine 5'-nucleotidase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.093570948958305	0.015371171020174147
LOC126325546	NW_026062282.1	actin-histidine N-methyltransferase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Mixed protein evidence	No informative external hit					Mixed/ambiguous	infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.6844152613105114	0.015479653756198912
LOC126326507	NW_026062344.1	uncharacterized LOC126326507	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Included in infected diet 33 vs 50 origin audit	Significant in both mappings	1	Non-metazoan-only protein hits without nucleotide corroboration	No informative external hit					Non-metazoan candidate	infected_diet33_vs50	Infected diet 50	5.020888021160194	0.015646436843800474
LOC126313188	NW_026061884.1	uncharacterized LOC126313188	lncRNA	Infection within diet	Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control	Upregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infection_average_all_diets	Average infected	1.7428914797242836	4.4368307676735726e-5
LOC126309705	NW_026061824.1	uncharacterized LOC126309705	lncRNA	Infection within diet	Diet 50: infected vs control	Upregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infection_average_all_diets	Average infected	2.001151703290624	8.005002149192641e-5
LOC126301328	NW_026061707.1	uncharacterized LOC126301328	lncRNA	Infection within diet	Diet 83: infected vs control	Upregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infection_average_all_diets	Average infected	1.9856647596112158	5.793330444374131e-4
LOC126305058	NW_026061752.1	uncharacterized LOC126305058	lncRNA	Infection within diet	Diet 50: infected vs control	Upregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infection_average_all_diets	Average infected	1.4036625803932548	0.001799913724088259
LOC126305118	NW_026061762.1	uncharacterized LOC126305118	lncRNA	Infection within diet	Diet 50: infected vs control	Upregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infection_average_all_diets	Average infected	1.609274808769784	0.0028427814533179586
LOC126305117	NW_026061762.1	uncharacterized LOC126305117	lncRNA	Infection within diet	Diet 33: infected vs control; Diet 50: infected vs control; Diet 83: infected vs control	Upregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infection_average_all_diets	Average infected	1.3981566149064852	0.003907342465735813
LOC126313415	NW_026061891.1	kanadaptin-like	protein_coding	Infection within diet	Diet 83: infected vs control	Upregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infection_average_all_diets	Average infected	1.0054551489958774	0.00852671860069215
LOC126320578	NW_026062105.1	uncharacterized LOC126320578	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	6.458255997504283	0.013451948286068651
LOC126331450	NW_026062676.1	uncharacterized LOC126331450	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	6.112520062871317	0.013682345243269495
LOC126326130	NW_026062325.1	uncharacterized LOC126326130	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	6.075828948268975	0.013807365258094792
LOC126317116	NW_026062009.1	transaldolase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	6.003171543267076	0.013915560098412433
LOC126326223	NW_026062331.1	aspartate--tRNA ligase, cytoplasmic-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.978292011436676	0.013916458094532083
